"Selected_Partition","Selected_Root_Node","Root_Selection_Method","Root_Total_Cells","Root_Normal_like","Root_Tumor_like","Root_Normal_Fraction","Root_Tumor_Fraction","Root_Score"
"2","Y_48","Normal_like_leaf_node",59,59,0,1,0,4.0943445622221
