"Partition","Total_Cells","Normal_like","Tumor_like","Other_CNV","Normal_Fraction","Tumor_Fraction","Mixed_Cells","Mixed_Fraction","Mixed_Score"
"2",6735,607,5201,927,0.0901262063845583,0.772234595397179,5808,0.180252412769117,1046.90601336303
