ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,Temporal_Cluster,Database
R-HSA-9711097,Cellular response to starvation,6/43,152/10039,0.039473684210526314,9.215728274173806,6.693916546274419,4.190305688130259e-5,6.896045932465797e-4,5.26781286507804e-4,RPS27/RPL34/RPL37/RPS15/RPL36/RPS28,6,1,Reactome
R-HSA-168255,Influenza Infection,6/43,154/10039,0.03896103896103896,9.09604349139233,6.640328365309472,4.5094338047409895e-5,7.215094087585583e-4,5.511530205794543e-4,RPS27/RPL34/RPL37/RPS15/RPL36/RPS28,6,1,Reactome
R-HSA-9837999,Mitochondrial protein degradation,5/43,96/10039,0.052083333333333336,12.159641472868218,7.205628023233251,5.1992326277871664e-5,8.093940523257859e-4,6.182871233044198e-4,MT-ND1/MT-CO1/MT-CO2/MT-ATP6/MT-ND5,5,1,Reactome
R-HSA-202403,TCR signaling,5/43,100/10039,0.05,11.673255813953489,7.035099967300672,6.323587105415699e-5,9.585226770314322e-4,7.32204822732344e-4,HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DPA1/UBC,5,1,Reactome
R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,6/43,181/10039,0.03314917127071823,7.7391751252730305,6.000622725568747,1.1073852817485357e-4,0.0016116542928354802,0.0012311248070271028,RPS27/RPL34/RPL37/RPS15/RPL36/RPS28,6,1,Reactome
R-HSA-9764561,Regulation of CDH1 Function,4/43,59/10039,0.06779661016949153,15.828143476547103,7.491904185364567,1.1192043700246389e-4,0.0016116542928354802,0.0012311248070271028,ACTB/ACTA2/UBC/ACTG1,4,1,Reactome
R-HSA-9705683,SARS-CoV-2-host interactions,6/43,183/10039,0.03278688524590164,7.654593976362944,5.958561960585214,1.1764611105214557e-4,0.0016527843894155085,0.0012625436308035137,RPS27/HLA-A/UBC/B2M/RPS15/RPS28,6,1,Reactome
R-HSA-2132295,MHC class II antigen presentation,5/43,119/10039,0.04201680672268908,9.809458667187807,6.340325679811482,1.444684834524151e-4,0.0019812820587759785,0.0015134793504538726,CD74/HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DPA1,5,1,Reactome
R-HSA-8868773,rRNA processing in the nucleus and cytosol,6/43,191/10039,0.031413612565445025,7.333982710337271,5.796478601639282,1.4878553937334549e-4,0.0019930342018383024,0.0015224566819598145,RPS27/RPL34/RPL37/RPS15/RPL36/RPS28,6,1,Reactome
R-HSA-6799198,Complex I biogenesis,4/43,67/10039,0.05970149253731343,13.938215897257896,6.968918089939757,1.8386188964003117e-4,0.0024069192825604082,0.0018386188964003116,MT-ND1/MT-ND3/MT-ND4/MT-ND5,4,1,Reactome
R-HSA-9635486,Infection with Mycobacterium tuberculosis,3/43,27/10039,0.1111111111111111,25.940568475452196,8.510841636644809,1.9930855657001665e-4,0.0025511495240962134,0.001948794775351274,LTF/UBC/B2M,3,1,Reactome
R-HSA-72312,rRNA processing,6/43,207/10039,0.028985507246376812,6.767104819683182,5.498785547042189,2.3057015290243543e-4,0.002887139305908757,0.002205453636458078,RPS27/RPL34/RPL37/RPS15/RPL36/RPS28,6,1,Reactome
R-HSA-1236974,ER-Phagosome pathway,4/43,81/10039,0.04938271604938271,11.52914154464542,6.240136822411665,3.8212979797211876e-4,0.004683122630466817,0.0035773853427177077,HLA-A/PSMB9/UBC/B2M,4,1,Reactome
R-HSA-9735869,SARS-CoV-1 modulates host translation machinery,3/43,35/10039,0.08571428571428572,20.01129568106312,7.389305068267286,4.3545542162303836e-4,0.005118822915405512,0.0039102119492681,RPS27/RPS15/RPS28,3,1,Reactome
R-HSA-9913351,Formation of the dystrophin-glycoprotein complex (DGC),3/43,35/10039,0.08571428571428572,20.01129568106312,7.389305068267286,4.3545542162303836e-4,0.005118822915405512,0.0039102119492681,ACTB/ACTA2/ACTG1,3,1,Reactome
R-HSA-389948,Co-inhibition by PD-1,5/43,153/10039,0.032679738562091505,7.629578963368293,5.41958534628685,4.6471124263045753e-4,0.00535347351510287,0.0040894589351480265,HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DPA1/UBC,5,1,Reactome
R-HSA-71291,Metabolism of amino acids and derivatives,7/43,339/10039,0.02064896755162242,4.820813610482267,4.693691417053143,5.315603924618279e-4,0.0060035056089806456,0.004586011229082438,RPS27/RPL34/RPL37/NNMT/RPS15/RPL36/RPS28,7,1,Reactome
R-HSA-9692914,SARS-CoV-1-host interactions,4/43,91/10039,0.04395604395604396,10.262202913365705,5.821190323391212,5.951202245157518e-4,0.006592100948482173,0.005035632668979438,RPS27/UBC/RPS15/RPS28,4,1,Reactome
R-HSA-1236975,Antigen processing-Cross presentation,4/43,96/10039,0.041666666666666664,9.727713178294573,5.635365151215567,7.283224337280431e-4,0.007915353242025525,0.006046450393213943,HLA-A/PSMB9/UBC/B2M,4,1,Reactome
R-HSA-164940,Nef mediated downregulation of MHC class I complex cell surface expression,2/43,10/10039,0.2,46.693023255813955,9.481253925942518,7.890908702824112e-4,0.008416969283012386,0.00642962931341224,HLA-A/B2M,2,1,Reactome
R-HSA-9954709,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide,4/43,103/10039,0.038834951456310676,9.066606457439603,5.39694994781395,9.485452862023035e-4,0.009719480513609114,0.007424603170118074,RPL34/RPL37/UBC/RPL36,4,1,Reactome
R-HSA-1236977,Endosomal/Vacuolar pathway,2/43,11/10039,0.18181818181818182,42.448202959830866,9.020686411105872,9.618235924925687e-4,0.009719480513609114,0.007424603170118074,HLA-A/B2M,2,1,Reactome
R-HSA-196025,Formation of annular gap junctions,2/43,11/10039,0.18181818181818182,42.448202959830866,9.020686411105872,9.618235924925687e-4,0.009719480513609114,0.007424603170118074,ACTB/ACTG1,2,1,Reactome
R-HSA-9864848,Complex IV assembly,3/43,47/10039,0.06382978723404255,14.902028698664026,6.265353748252818,0.0010409306004861456,0.01033751768758655,0.007896714900239726,MT-CO1/MT-CO2/MT-CO3,3,1,Reactome
R-HSA-190873,Gap junction degradation,2/43,12/10039,0.16666666666666666,38.91085271317829,8.618136495413003,0.0011510527375248897,0.011184113637821024,0.008543420140002173,ACTB/ACTG1,2,1,Reactome
R-HSA-9754678,SARS-CoV-2 modulates host translation machinery,3/43,49/10039,0.061224489795918366,14.293782629330801,6.117987268039629,0.0011757172246324255,0.011184113637821024,0.008543420140002173,RPS27/RPS15/RPS28,3,1,Reactome
R-HSA-9694516,SARS-CoV-2 Infection,6/43,282/10039,0.02127659574468085,4.967342899554676,4.432113155925573,0.0011844287012275738,0.011184113637821024,0.008543420140002173,RPS27/HLA-A/UBC/B2M/RPS15/RPS28,6,1,Reactome
R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",3/43,50/10039,0.06,14.007906976744186,6.047503353148177,0.0012470456339957001,0.011585456212605216,0.008850001273517873,RPS27/RPS15/RPS28,3,1,Reactome
R-HSA-9953170,GBP-mediated host defense,2/43,14/10039,0.14285714285714285,33.352159468438536,7.944559125926131,0.0015784496686593644,0.01443153982774276,0.011024092923970165,ACTB/ACTG1,2,1,Reactome
R-HSA-388841,Regulation of T cell activation by CD28 family,5/43,204/10039,0.024509803921568627,5.72218422252622,4.469053226568794,0.0016952755086872228,0.015257479578185004,0.011655019122224657,HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DPA1/UBC,5,1,Reactome
R-HSA-114608,Platelet degranulation,4/43,121/10039,0.03305785123966942,7.717855083605613,4.875913179835274,0.0017238271633842905,0.015275760709374636,0.011668983875216737,TIMP1/CLU/A2M/LGALS3BP,4,1,Reactome
R-HSA-72649,Translation initiation complex formation,3/43,57/10039,0.05263157894736842,12.287637698898408,5.605010185761767,0.001823293431637974,0.015444367891521663,0.011797781028245715,RPS27/RPS15/RPS28,3,1,Reactome
R-HSA-72702,Ribosomal scanning and start codon recognition,3/43,57/10039,0.05263157894736842,12.287637698898408,5.605010185761767,0.001823293431637974,0.015444367891521663,0.011797781028245715,RPS27/RPS15/RPS28,3,1,Reactome
R-HSA-9707564,Cytoprotection by HMOX1,3/43,57/10039,0.05263157894736842,12.287637698898408,5.605010185761767,0.001823293431637974,0.015444367891521663,0.011797781028245715,MT-CO1/MT-CO2/MT-CO3,3,1,Reactome
R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",3/43,58/10039,0.05172413793103448,12.075781876503607,5.548122774289214,0.0019170372306599355,0.016003093403769895,0.012224585238990893,RPS27/RPS15/RPS28,3,1,Reactome
R-HSA-76005,Response to elevated platelet cytosolic Ca2+,4/43,126/10039,0.031746031746031744,7.411590992986341,4.749995840704492,0.0019998055684019972,0.01645554296285072,0.012570206429955412,TIMP1/CLU/A2M/LGALS3BP,4,1,Reactome
R-HSA-446353,Cell-extracellular matrix interactions,2/43,18/10039,0.1111111111111111,25.940568475452196,6.945951866393997,0.0026251899946107804,0.02055754853138589,0.015703682905919773,ACTB/ACTG1,2,1,Reactome
R-HSA-5213460,RIPK1-mediated regulated necrosis,2/43,18/10039,0.1111111111111111,25.940568475452196,6.945951866393997,0.0026251899946107804,0.02055754853138589,0.015703682905919773,BIRC3/UBC,2,1,Reactome
R-HSA-5675482,Regulation of necroptotic cell death,2/43,18/10039,0.1111111111111111,25.940568475452196,6.945951866393997,0.0026251899946107804,0.02055754853138589,0.015703682905919773,BIRC3/UBC,2,1,Reactome
R-HSA-9678108,SARS-CoV-1 Infection,4/43,136/10039,0.029411764705882353,6.866621067031463,4.5177147073336075,0.0026410739432683257,0.02055754853138589,0.015703682905919773,RPS27/UBC/RPS15/RPS28,4,1,Reactome
R-HSA-168927,"TICAM1, RIP1-mediated IKK complex recruitment",2/43,19/10039,0.10526315789473684,24.575275397796815,6.745970134345939,0.0029260801222148972,0.02247229533861041,0.017166336716994066,BIRC3/UBC,2,1,Reactome
R-HSA-9764265,Regulation of CDH1 Expression and Function,4/43,142/10039,0.028169014084507043,6.576482148706191,4.389321608760695,0.0030870847403016016,0.02309299753784055,0.017640484230294868,ACTB/ACTA2/UBC/ACTG1,4,1,Reactome
R-HSA-9764274,Regulation of Expression and Function of Type I Classical Cadherins,4/43,142/10039,0.028169014084507043,6.576482148706191,4.389321608760695,0.0030870847403016016,0.02309299753784055,0.017640484230294868,ACTB/ACTA2/UBC/ACTG1,4,1,Reactome
R-HSA-164938,Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,2/43,21/10039,0.09523809523809523,22.234772978959025,6.388684711128114,0.0035739786357128415,0.02605837587557717,0.019905703793843675,HLA-A/B2M,2,1,Reactome
R-HSA-5357956,TNFR1-induced NF-kappa-B signaling pathway,2/43,21/10039,0.09523809523809523,22.234772978959025,6.388684711128114,0.0035739786357128415,0.02605837587557717,0.019905703793843675,BIRC3/UBC,2,1,Reactome
R-HSA-9759476,Regulation of Homotypic Cell-Cell Adhesion,4/43,158/10039,0.02531645569620253,5.910509272887842,4.080367963110179,0.0045232635286911425,0.032567497406576225,0.02487794940780129,ACTB/ACTA2/UBC/ACTG1,4,1,Reactome
R-HSA-3000171,Non-integrin membrane-ECM interactions,3/43,79/10039,0.0379746835443038,8.865763909331763,4.603302162694043,0.004616088790406452,0.03272778562146884,0.025000391794177585,ACTB/ACTA2/ACTG1,3,1,Reactome
R-HSA-937041,IKK complex recruitment mediated by RIP1,2/43,24/10039,0.08333333333333333,19.455426356589147,5.936752263211361,0.00465916392527855,0.03272778562146884,0.025000391794177585,BIRC3/UBC,2,1,Reactome
R-HSA-5628897,TP53 Regulates Metabolic Genes,3/43,80/10039,0.0375,8.754941860465117,4.5673087748345615,0.0047817394842738165,0.03318411979447854,0.02534898039855999,MT-CO1/MT-CO2/MT-CO3,3,1,Reactome
R-HSA-164952,The role of Nef in HIV-1 replication and disease pathogenesis,2/43,28/10039,0.07142857142857142,16.676079734219268,5.447816221466133,0.006312241065352987,0.04298873452174011,0.03283861664855148,HLA-A/B2M,2,1,Reactome
R-HSA-9679506,SARS-CoV Infections,6/43,395/10039,0.015189873417721518,3.5463055637327052,3.3862979343009614,0.006343823670742898,0.04298873452174011,0.03283861664855148,RPS27/HLA-A/UBC/B2M/RPS15/RPS28,6,1,Reactome
R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",2/43,29/10039,0.06896551724137931,16.101042502004812,5.341135426849103,0.006761481105138166,0.0452861990297626,0.034593624258846434,HLA-A/B2M,2,1,Reactome
R-HSA-418990,Adherens junctions interactions,4/43,179/10039,0.0223463687150838,5.2170975704820055,3.733760071666472,0.0070156553130282144,0.04644847655522128,0.03548147514634959,ACTB/ACTA2/UBC/ACTG1,4,1,Reactome
R-HSA-445095,Interaction between L1 and Ankyrins,2/43,30/10039,0.06666666666666667,15.564341085271318,5.239632456531202,0.007224859672078139,0.046758642372101214,0.035718407367577316,ACTB/ACTG1,2,1,Reactome
R-HSA-5626467,RHO GTPases activate IQGAPs,2/43,30/10039,0.06666666666666667,15.564341085271318,5.239632456531202,0.007224859672078139,0.046758642372101214,0.035718407367577316,ACTB/ACTG1,2,1,Reactome
