ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,Temporal_Cluster,Database
R-HSA-9793380,Formation of paraxial mesoderm,8/373,58/10039,0.13793103448275862,3.712304705556069,4.069303318471403,0.0012697978861254554,0.005959092984265104,0.003910056823404438,PSMB2/PSMA5/PSMB4/PSMD2/PSMB1/PSMB5/PSMA3/PSMC4,8,2,Reactome
R-HSA-5620922,BBSome-mediated cargo-targeting to cilium,5/373,23/10039,0.21739130434782608,5.850915025061195,4.575041556786974,0.0013333325501940145,0.00620575767189066,0.004071905773821876,CCT4/CCT5/TCP1/CCT2/CCT8,5,2,Reactome
R-HSA-73980,RNA Polymerase III Transcription Termination,5/373,23/10039,0.21739130434782608,5.850915025061195,4.575041556786974,0.0013333325501940145,0.00620575767189066,0.004071905773821876,SSB/POLR2H/POLR1D/NFIX/POLR2F,5,2,Reactome
R-HSA-532668,N-glycan trimming in the ER and Calnexin/Calreticulin cycle,6/373,34/10039,0.17647058823529413,4.7495663144614415,4.301961972630089,0.0014055747634294249,0.006515184661633932,0.004274936187306922,RPS27A/RAD23B/MLEC/UBB/CALR/UBA52,6,2,Reactome
R-HSA-1257604,PIP3 activates AKT signaling,20/373,257/10039,0.07782101167315175,2.0944909817339687,3.491560213691868,0.0014378182327566367,0.006612989933301861,0.0043391110828589615,PSMB2/PSMA5/LAMTOR5/PSMB4/LAMTOR2/RPS27A/PSMD2/KIT/CSNK2B/HDAC2/PSMB1/MAF1/RRAGA/ERBB3/PSMB5/PSMA3/UBB/UBA52/PSMC4/PPP2R1A,20,2,Reactome
R-HSA-69275,G2/M Transition,16/373,185/10039,0.08648648648648649,2.327715382943265,3.5804629859159514,0.0014383691632115453,0.006612989933301861,0.0043391110828589615,PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/CCNH/PSMB1/TUBA1B/TUBA1C/PSMB5/PSMA3/UBB/UBA52/PSMC4/PPP2R1A/RBX1,16,2,Reactome
R-HSA-1980143,Signaling by NOTCH1,9/373,74/10039,0.12162162162162163,3.2733497572639667,3.855654248063964,0.0016013438149177733,0.0073324690472550665,0.004811197057391988,APH1A/RPS27A/HDAC2/HEY1/MYC/UBB/UBA52/PSENEN/RBX1,9,2,Reactome
R-HSA-453274,Mitotic G2-G2/M phases,16/373,187/10039,0.0855614973262032,2.302820031254032,3.5326258715742513,0.0016090371308178598,0.0073379878828830625,0.00481481823950166,PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/CCNH/PSMB1/TUBA1B/TUBA1C/PSMB5/PSMA3/UBB/UBA52/PSMC4/PPP2R1A/RBX1,16,2,Reactome
R-HSA-166208,mTORC1-mediated signalling,5/373,24/10039,0.20833333333333334,5.60712689901698,4.438793433278687,0.001633540227472626,0.007419815250086505,0.004868509238504339,LAMTOR5/LAMTOR2/EIF4G1/RRAGA/RPS6,5,2,Reactome
R-HSA-8964043,Plasma lipoprotein clearance,6/373,35/10039,0.17142857142857143,4.613864419762543,4.207011043584795,0.001644162025859549,0.0074381890049886,0.004880565171498871,RPS27A/AP2M1/UBB/UBA52/LSR/NR1H2,6,2,Reactome
R-HSA-5621481,C-type lectin receptors (CLRs),12/373,121/10039,0.09917355371900827,2.669177763498992,3.628589502626225,0.0017666418290562575,0.007960445851245527,0.005223243822539993,PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/CLEC7A/PSMB5/PSMA3/UBB/UBA52/PSMC4,12,2,Reactome
R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription,7/373,48/10039,0.14583333333333334,3.924988829311886,3.990202783138739,0.0018256876745265237,0.00816147335924703,0.005355147953156642,RPS27A/HDAC2/HEY1/MYC/UBB/UBA52/RBX1,7,2,Reactome
R-HSA-73893,DNA Damage Bypass,7/373,48/10039,0.14583333333333334,3.924988829311886,3.990202783138739,0.0018256876745265237,0.00816147335924703,0.005355147953156642,RPS27A/POLE4/RFC4/UBB/PCNA/UBA52/RBX1,7,2,Reactome
R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,6/373,36/10039,0.16666666666666666,4.485701519213583,4.115578860930182,0.0019123024053123321,0.008448492267219717,0.005543475311452278,YBX1/RPS27A/MYC/UBB/JUNB/UBA52,6,2,Reactome
R-HSA-6814122,Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,6/373,36/10039,0.16666666666666666,4.485701519213583,4.115578860930182,0.0019123024053123321,0.008448492267219717,0.005543475311452278,CCT4/CCT5/CSNK2B/TCP1/CCT2/CCT8,6,2,Reactome
R-HSA-9725554,Differentiation of Keratinocytes in Interfollicular Epidermis in Mammalian Skin,6/373,36/10039,0.16666666666666666,4.485701519213583,4.115578860930182,0.0019123024053123321,0.008448492267219717,0.005543475311452278,FABP5/AQP3/CALML5/KRT5/KRT19/KRT14,6,2,Reactome
R-HSA-9758941,Gastrulation,11/373,108/10039,0.10185185185185185,2.741262039519412,3.5738320169587494,0.0021943895918711234,0.009657021900413388,0.006336451616912316,PSMB2/PSMA5/PSMB4/CXCR4/PSMD2/PSMB1/DLX5/PSMB5/PSMA3/PSMC4/TEAD2,11,2,Reactome
R-HSA-2173793,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,7/373,50/10039,0.14,3.7679892761394105,3.854277812897715,0.0023243153028771443,0.010149809295575485,0.006659793897697161,YBX1/PARP1/RPS27A/MYC/UBB/JUNB/UBA52,7,2,Reactome
R-HSA-72165,mRNA Splicing - Minor Pathway,7/373,50/10039,0.14,3.7679892761394105,3.854277812897715,0.0023243153028771443,0.010149809295575485,0.006659793897697161,YBX1/SF3B6/POLR2H/NCBP2/SF3B5/SF3B2/POLR2F,7,2,Reactome
R-HSA-1295596,Spry regulation of FGF signaling,4/373,16/10039,0.25,6.728552278820375,4.504645541067099,0.0023924293690387043,0.010407067755318362,0.006828593948065936,RPS27A/UBB/UBA52/PPP2R1A,4,2,Reactome
R-HSA-5205647,Mitophagy,6/373,38/10039,0.15789473684210525,4.249611965570763,3.942359331157401,0.0025463741434249305,0.011034287954841364,0.007240144267451404,RPS27A/CSNK2B/VDAC2/MAP1LC3B/UBB/UBA52,6,2,Reactome
R-HSA-6781823,Formation of TC-NER Pre-Incision Complex,7/373,51/10039,0.13725490196078433,3.6941071334700104,3.7889188101218454,0.0026099682270052083,0.011266694903598818,0.007392638007387191,RPS27A/POLR2H/CCNH/UBB/UBA52/POLR2F/RBX1,7,2,Reactome
R-HSA-110313,Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,6/373,39/10039,0.15384615384615385,4.1406475561971545,3.8601672538458627,0.0029169857661267193,0.01254414791440806,0.008230838363495445,RPS27A/POLE4/RFC4/UBB/PCNA/UBA52,6,2,Reactome
R-HSA-5620920,Cargo trafficking to the periciliary membrane,8/373,66/10039,0.12121212121212122,3.2623283776098795,3.622174072405307,0.0029416124483103443,0.012602135147874997,0.008268886666901086,CCT4/ARF4/CCT5/TCP1/TUBA1B/TUBA1C/CCT2/CCT8,8,2,Reactome
R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,11/373,113/10039,0.09734513274336283,2.6199672590097034,3.4018326073062486,0.003136868762610594,0.013387919134009742,0.008784478560637412,PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4,11,2,Reactome
R-HSA-1852241,Organelle biogenesis and maintenance,20/373,275/10039,0.07272727272727272,1.9573970265659275,3.162271485952453,0.0031842889827841977,0.013539213682439578,0.00888375042684155,ATP5PB/CCT4/ATP5MC3/MTX2/ARF4/CCT5/TCP1/ATP5MG/ATP5F1C/TFAM/TUBA1B/TUBA1C/ATP5F1B/CCT2/IDH2/ATP5PD/PPP2R1A/ATP5PF/CCT8/ATP5PO,20,2,Reactome
R-HSA-68882,Mitotic Anaphase,17/373,219/10039,0.0776255707762557,2.089230844565231,3.2014067831251696,0.0032811610885331286,0.013898850903112242,0.009119726266177235,PSMB2/PSMA5/PSMB4/RPS27A/SUMO1/SEC13/PSMD2/PSMB1/ANAPC16/TUBA1B/TUBA1C/PSMB5/PSMA3/UBB/UBA52/PSMC4/PPP2R1A,17,2,Reactome
R-HSA-69620,Cell Cycle Checkpoints,19/373,257/10039,0.07392996108949416,1.9897664326472706,3.157476082264265,0.003340938188858861,0.01409925780447527,0.00925122318596032,PSMB2/PSMA5/PSMB4/YWHAQ/RPS27A/SEC13/PSMD2/RFC4/PSMB1/CDKN2A/ANAPC16/PSMB5/PSMA3/UBB/BABAM1/UBA52/PSMC4/PPP2R1A/RBX1,19,2,Reactome
R-HSA-2555396,Mitotic Metaphase and Anaphase,17/373,220/10039,0.07727272727272727,2.079734340726298,3.18089432136552,0.003438318405034219,0.014456275524511902,0.009485480240849635,PSMB2/PSMA5/PSMB4/RPS27A/SUMO1/SEC13/PSMD2/PSMB1/ANAPC16/TUBA1B/TUBA1C/PSMB5/PSMA3/UBB/UBA52/PSMC4/PPP2R1A,17,2,Reactome
R-HSA-204005,COPII-mediated vesicle transport,8/373,69/10039,0.11594202898550725,3.1204880133659714,3.471901569940016,0.0038894963705326177,0.016292668129897745,0.010690428620762166,RAB1A/SEC13/TFG/FOLR1/TRAPPC4/TMED2/TMED10/LMAN1,8,2,Reactome
R-HSA-69278,"Cell Cycle, Mitotic",30/373,483/10039,0.062111801242236024,1.6716900071603416,2.972069755787075,0.003931388707444077,0.01640738239158395,0.010765698344331227,PSMB2/PSMA5/PSMB4/CKS1B/RPS27A/RAB1A/POLE4/GORASP2/SUMO1/SEC13/PSMD2/RFC4/CCNH/CSNK2B/PSMB1/MYC/CDKN2A/CCND1/ANAPC16/TUBA1B/TUBA1C/CDK4/PSMB5/PSMA3/UBB/PCNA/UBA52/PSMC4/PPP2R1A/RBX1,30,2,Reactome
R-HSA-199977,ER to Golgi Anterograde Transport,13/373,151/10039,0.08609271523178808,2.317117341050725,3.2034159131046422,0.004064763067047918,0.016901643488349983,0.011090007593919435,RAB1A/SEC13/ARF4/TFG/FOLR1/TRAPPC4/TUBA1B/TUBA1C/TMED2/TMED10/LMAN1/COPE/KDELR1,13,2,Reactome
R-HSA-390466,Chaperonin-mediated protein folding,9/373,85/10039,0.10588235294117647,2.849739788676865,3.3641542415237233,0.004175113447248746,0.01729689856717338,0.011349354078698151,CCT4/CCT5/CSNK2B/TCP1/TUBA1B/TUBA1C/CCT2/PFDN4/CCT8,9,2,Reactome
R-HSA-190236,Signaling by FGFR,9/373,86/10039,0.10465116279069768,2.8166032795062037,3.3234330441619995,0.004514650231903003,0.0186352898258478,0.012227539045300105,RPS27A/POLR2H/NCBP2/FGFBP2/HNRNPA1/UBB/UBA52/PPP2R1A/POLR2F,9,2,Reactome
R-HSA-427413,NoRC negatively regulates rRNA expression,6/373,43/10039,0.13953488372093023,3.755471039341605,3.5568993091134917,0.004812768517245619,0.019793604338199253,0.012987566716394873,POLR2H/CCNH/HDAC2/SAP18/POLR1D/POLR2F,6,2,Reactome
R-HSA-446652,Interleukin-1 family signaling,12/373,137/10039,0.08759124087591241,2.3574489736012993,3.1425120540563682,0.004943045584834407,0.020255741146549686,0.013290797625126837,PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4/RBX1,12,2,Reactome
R-HSA-937042,IRAK2 mediated activation of TAK1 complex,3/373,10/10039,0.3,8.07426273458445,4.396499071531051,0.00502456892898653,0.0205154781901941,0.013461223997474838,RPS27A/UBB/UBA52,3,2,Reactome
R-HSA-2122948,Activated NOTCH1 Transmits Signal to the Nucleus,5/373,31/10039,0.16129032258064516,4.3410014702066935,3.6596409749305594,0.005277384065084814,0.02131686206289616,0.013987051751446593,APH1A/RPS27A/UBB/UBA52/PSENEN,5,2,Reactome
R-HSA-5205685,PINK1-PRKN Mediated Mitophagy,5/373,31/10039,0.16129032258064516,4.3410014702066935,3.6596409749305594,0.005277384065084814,0.02131686206289616,0.013987051751446593,RPS27A/VDAC2/MAP1LC3B/UBB/UBA52,5,2,Reactome
R-HSA-9768727,Regulation of CDH1 posttranslational processing and trafficking to plasma membrane,5/373,31/10039,0.16129032258064516,4.3410014702066935,3.6596409749305594,0.005277384065084814,0.02131686206289616,0.013987051751446593,OST4/CSNK2B/TMEM258/SEC11C/RPN2,5,2,Reactome
R-HSA-195721,Signaling by WNT,18/373,250/10039,0.072,1.937823056300268,2.9496899051196235,0.005566804829859386,0.022405894172850414,0.014701619797905475,PSMB2/PSMA5/PSMB4/DPY30/RPS27A/AP2M1/PSMD2/CSNK2B/PSMB1/MYC/PSMB5/PSMA3/PFN1/UBB/UBA52/PSMC4/PPP2R1A/RBX1,18,2,Reactome
R-HSA-5689901,Metalloprotease DUBs,4/373,20/10039,0.2,5.3828418230563,3.854013423229155,0.00566330917810599,0.02271348468240381,0.01490344520554208,RPS27A/UBB/BABAM1/UBA52,4,2,Reactome
R-HSA-6798695,Neutrophil degranulation,28/373,457/10039,0.061269146608315096,1.6490106241310327,2.7895647024734562,0.006325585523507833,0.025279990201722117,0.016587456924206892,CDA/PSMA5/ILF2/LAMTOR2/RAB10/ACTR1B/PTX3/PSMD2/S100P/CSNK2B/EEF1A1/DYNLT1/PSMB1/PRDX4/FABP5/ERP44/CALML5/COMMD3/PSAP/PGAM1/CD63/CCT2/MLEC/GRN/SLPI/GPI/CCT8/CSTB,28,2,Reactome
R-HSA-9014325,"TICAM1,TRAF6-dependent induction of TAK1 complex",3/373,11/10039,0.2727272727272727,7.340238849622227,4.132847830448159,0.006720231080329966,0.026550030558309123,0.017420793469782616,RPS27A/UBB/UBA52,3,2,Reactome
R-HSA-9645460,Alpha-protein kinase 1 signaling pathway,3/373,11/10039,0.2727272727272727,7.340238849622227,4.132847830448159,0.006720231080329966,0.026550030558309123,0.017420793469782616,RPS27A/UBB/UBA52,3,2,Reactome
R-HSA-9828211,"Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation",3/373,11/10039,0.2727272727272727,7.340238849622227,4.132847830448159,0.006720231080329966,0.026550030558309123,0.017420793469782616,RPS27A/UBB/UBA52,3,2,Reactome
R-HSA-5250941,Negative epigenetic regulation of rRNA expression,6/373,46/10039,0.13043478260869565,3.5105490150367173,3.352388121172922,0.006737275658916639,0.026550030558309123,0.017420793469782616,POLR2H/CCNH/HDAC2/SAP18/POLR1D/POLR2F,6,2,Reactome
R-HSA-389977,Post-chaperonin tubulin folding pathway,4/373,21/10039,0.19047619047619047,5.126516021958381,3.718410095977859,0.0067941595099414494,0.026681230575499235,0.01750688031618685,TBCA/TUBA1B/TUBA1C/TBCB,4,2,Reactome
R-HSA-9694635,Translation of Structural Proteins,7/373,61/10039,0.11475409836065574,3.0885158001142705,3.2139236025437476,0.007169318511216093,0.028057090782648446,0.018409650520514822,OST4/RPS27A/SUMO1/TMEM258/UBB/RPN2/UBA52,7,2,Reactome
R-HSA-170834,Signaling by TGF-beta Receptor Complex,9/373,93/10039,0.0967741935483871,2.604600882124016,3.0537880382372165,0.007532130475525671,0.02927436277601214,0.019208363122610227,YBX1/PARP1/RPS27A/MYC/BAMBI/UBB/JUNB/UBA52/LTBP4,9,2,Reactome
R-HSA-381119,Unfolded Protein Response (UPR),9/373,93/10039,0.0967741935483871,2.604600882124016,3.0537880382372165,0.007532130475525671,0.02927436277601214,0.019208363122610227,PDIA6/SERP1/DNAJB11/SSR1/EXOSC4/EXOSC3/YIF1A/MYDGF/CALR,9,2,Reactome
R-HSA-9006925,Intracellular signaling by second messengers,20/373,298/10039,0.06711409395973154,1.8063227594148656,2.7756831883166933,0.007715774838795848,0.029885415557116796,0.019609305195930325,PSMB2/PSMA5/LAMTOR5/PSMB4/LAMTOR2/RPS27A/PSMD2/KIT/CSNK2B/HDAC2/PSMB1/MAF1/RRAGA/ERBB3/PSMB5/PSMA3/UBB/UBA52/PSMC4/PPP2R1A,20,2,Reactome
R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,27/373,444/10039,0.060810810810810814,1.6366748786319834,2.69551234944684,0.00800731567895786,0.030908785095226415,0.02028078876833228,PSMB2/PSMA5/APH1A/PSMB4/ERLEC1/RPS27A/TFG/PSMD2/POLR2H/NCBP2/KIT/HDAC2/PSMB1/HEY1/MYC/RPS6/ERBB3/PSMB5/PSMA3/UBB/JUNB/UBA52/PSENEN/PSMC4/PPP2R1A/POLR2F/RBX1,27,2,Reactome
R-HSA-9833109,Evasion by RSV of host interferon responses,4/373,22/10039,0.18181818181818182,4.893492566414818,3.5911741772750227,0.008064889262439649,0.031025135223874976,0.020357131865449164,RPS27A/UBB/UBA52/RBX1,4,2,Reactome
R-HSA-381038,XBP1(S) activates chaperone genes,6/373,48/10039,0.125,3.3642761394101877,3.2252913710451376,0.008296488284912985,0.031807892373683345,0.020870737701565223,PDIA6/SERP1/DNAJB11/SSR1/YIF1A/MYDGF,6,2,Reactome
R-HSA-209543,p75NTR recruits signalling complexes,3/373,12/10039,0.25,6.728552278820375,3.900359269436767,0.008716239541465703,0.03297012348293548,0.021633335246376763,RPS27A/UBB/UBA52,3,2,Reactome
R-HSA-209560,NF-kB is activated and signals survival,3/373,12/10039,0.25,6.728552278820375,3.900359269436767,0.008716239541465703,0.03297012348293548,0.021633335246376763,RPS27A/UBB/UBA52,3,2,Reactome
R-HSA-3134975,Regulation of innate immune responses to cytosolic DNA,3/373,12/10039,0.25,6.728552278820375,3.900359269436767,0.008716239541465703,0.03297012348293548,0.021633335246376763,RPS27A/UBB/UBA52,3,2,Reactome
R-HSA-3371511,HSF1 activation,3/373,12/10039,0.25,6.728552278820375,3.900359269436767,0.008716239541465703,0.03297012348293548,0.021633335246376763,EEF1A1/HSF1/HSBP1,3,2,Reactome
R-HSA-6804757,Regulation of TP53 Degradation,5/373,35/10039,0.14285714285714285,3.844887016468786,3.3118207286873242,0.00893349994989661,0.03367929481111022,0.022098657770796875,RPS27A/CDKN2A/UBB/UBA52/PPP2R1A,5,2,Reactome
R-HSA-9918481,Dengue Virus-Host Interactions,16/373,225/10039,0.07111111111111111,1.9138993148644623,2.7234612483431486,0.009737142341623095,0.036587069728822995,0.024006593288491977,YBX1/SDC1/SF3B6/POLR2H/NCBP2/SF3B5/DYNLT1/PUF60/SF3B2/RBM17/VIM/PCBP2/HNRNPA1/SRSF9/RPL18/POLR2F,16,2,Reactome
R-HSA-6807878,COPI-mediated anterograde transport,9/373,97/10039,0.09278350515463918,2.497194660180758,2.91059563311039,0.009838552188864196,0.03684570372717022,0.02417629589804551,RAB1A/ARF4/FOLR1/TUBA1B/TUBA1C/TMED2/TMED10/COPE/KDELR1,9,2,Reactome
R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesis,5/373,36/10039,0.1388888888888889,3.738084599344653,3.2328651877925907,0.010065951166765038,0.0374493117421423,0.024572353090614098,CCT4/CCT5/TCP1/CCT2/CCT8,5,2,Reactome
R-HSA-6806003,Regulation of TP53 Expression and Degradation,5/373,36/10039,0.1388888888888889,3.738084599344653,3.2328651877925907,0.010065951166765038,0.0374493117421423,0.024572353090614098,RPS27A/CDKN2A/UBB/UBA52/PPP2R1A,5,2,Reactome
R-HSA-381070,IRE1alpha activates chaperones,6/373,50/10039,0.12,3.2297050938337803,3.1047457251910693,0.010099211921719729,0.037449864535950866,0.024572715806082515,PDIA6/SERP1/DNAJB11/SSR1/YIF1A/MYDGF,6,2,Reactome
R-HSA-73894,DNA Repair,19/373,286/10039,0.06643356643356643,1.7880068992669529,2.6558194095310563,0.010284958200913694,0.03801401217396532,0.0249428810858072,PARP1/RPS27A/POLE4/SUMO1/ACTL6A/POLR2H/RFC4/CCNH/RAD23B/PPP4C/UBB/PCNA/RAD23A/BABAM1/UBA52/TFPT/POLR2F/RBX1/SUMO3,19,2,Reactome
R-HSA-3322077,Glycogen synthesis,3/373,13/10039,0.23076923076923078,6.2109713342957305,3.693015464797409,0.011023065556328098,0.0400626404052776,0.02628708779907925,RPS27A/UBB/UBA52,3,2,Reactome
R-HSA-9013973,TICAM1-dependent activation of IRF3/IRF7,3/373,13/10039,0.23076923076923078,6.2109713342957305,3.693015464797409,0.011023065556328098,0.0400626404052776,0.02628708779907925,RPS27A/UBB/UBA52,3,2,Reactome
R-HSA-9637687,Suppression of phagosomal maturation,3/373,13/10039,0.23076923076923078,6.2109713342957305,3.693015464797409,0.011023065556328098,0.0400626404052776,0.02628708779907925,RPS27A/UBB/UBA52,3,2,Reactome
R-HSA-975110,TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling,3/373,13/10039,0.23076923076923078,6.2109713342957305,3.693015464797409,0.011023065556328098,0.0400626404052776,0.02628708779907925,RPS27A/UBB/UBA52,3,2,Reactome
R-HSA-110373,Resolution of AP sites via the multiple-nucleotide patch replacement pathway,4/373,24/10039,0.16666666666666666,4.485701519213583,3.3583422712224658,0.011051762870421407,0.0400626404052776,0.02628708779907925,PARP1/POLE4/RFC4/PCNA,4,2,Reactome
R-HSA-174048,APC/C:Cdc20 mediated degradation of Cyclin B,4/373,24/10039,0.16666666666666666,4.485701519213583,3.3583422712224658,0.011051762870421407,0.0400626404052776,0.02628708779907925,RPS27A/ANAPC16/UBB/UBA52,4,2,Reactome
R-HSA-8951664,Neddylation,16/373,229/10039,0.06986899563318777,1.8804687591463056,2.647596538200997,0.01140563037965141,0.041213316164171704,0.02704210330470571,PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/DCUN1D5/COMMD3/COMMD6/UCHL3/PSMB5/PSMA3/UBB/UBA52/PSMC4/RBX1,16,2,Reactome
R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),6/373,52/10039,0.11538461538461539,3.1054856671478652,2.990136761993489,0.012164203746686064,0.04381437718949662,0.02874878860681755,RPS27A/CDKN2A/ANAPC16/CDK4/UBB/UBA52,6,2,Reactome
R-HSA-9609507,Protein localization,12/373,155/10039,0.07741935483870968,2.083680705699213,2.6708865308378344,0.012756814670711885,0.04561149185987199,0.029927964783107403,RPS27A/MTX2/SERP1/DNAJC19/CHCHD2/CYC1/SEC61B/ATP5F1B/UBB/CYB5A/UBA52/ECH1,12,2,Reactome
R-HSA-901042,Calnexin/calreticulin cycle,4/373,25/10039,0.16,4.30627345844504,3.2513191181364722,0.012779612536187219,0.04561149185987199,0.029927964783107403,RPS27A/UBB/CALR/UBA52,4,2,Reactome
R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",7/373,68/10039,0.10294117647058823,2.7705803501025072,2.8777651869215894,0.012784122828982688,0.04561149185987199,0.029927964783107403,RPS27A/AP2M1/UBB/PLTP/UBA52/LSR/NR1H2,7,2,Reactome
R-HSA-162594,Early Phase of HIV Life Cycle,3/373,14/10039,0.21428571428571427,5.767330524703179,3.5063212721819252,0.013648704857723116,0.04764409010520014,0.031261653426558796,CXCR4/HMGA1/PSIP1,3,2,Reactome
R-HSA-174490,Membrane binding and targetting of GAG proteins,3/373,14/10039,0.21428571428571427,5.767330524703179,3.5063212721819252,0.013648704857723116,0.04764409010520014,0.031261653426558796,RPS27A/UBB/UBA52,3,2,Reactome
R-HSA-174495,"Synthesis And Processing Of GAG, GAGPOL Polyproteins",3/373,14/10039,0.21428571428571427,5.767330524703179,3.5063212721819252,0.013648704857723116,0.04764409010520014,0.031261653426558796,RPS27A/UBB/UBA52,3,2,Reactome
R-HSA-3229121,Glycogen storage diseases,3/373,14/10039,0.21428571428571427,5.767330524703179,3.5063212721819252,0.013648704857723116,0.04764409010520014,0.031261653426558796,RPS27A/UBB/UBA52,3,2,Reactome
R-HSA-937039,IRAK1 recruits IKK complex,3/373,14/10039,0.21428571428571427,5.767330524703179,3.5063212721819252,0.013648704857723116,0.04764409010520014,0.031261653426558796,RPS27A/UBB/UBA52,3,2,Reactome
R-HSA-975144,IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,3/373,14/10039,0.21428571428571427,5.767330524703179,3.5063212721819252,0.013648704857723116,0.04764409010520014,0.031261653426558796,RPS27A/UBB/UBA52,3,2,Reactome
R-HSA-9956593,Enterobacterial factors antagonize host defense,3/373,14/10039,0.21428571428571427,5.767330524703179,3.5063212721819252,0.013648704857723116,0.04764409010520014,0.031261653426558796,RPS27A/UBB/UBA52,3,2,Reactome
