"Database","Temporal_Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Biological_Theme"
"GO_BP","1","GO:1902600","proton transmembrane transport","10/52","176/15373",3.125774995919e-10,3.45540217730682e-08,2.52454937469439e-08,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",10,"Other biological processes"
"GO_BP","1","GO:0045333","cellular respiration","10/52","312/15373",7.6367211012913e-08,4.11811785275908e-06,3.00873568882329e-06,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",10,"Other biological processes"
"GO_BP","1","GO:0002443","leukocyte mediated immunity","11/52","447/15373",2.28932338819138e-07,1.0706989384772e-05,7.82262728596568e-06,"CD74/HLA-DRA/IGHA1/CLU/IGLC2/HLA-A/B2M/HLA-DRB1/IGLC3/IGHG1/IGKC",11,"Other biological processes"
"GO_BP","1","GO:0015980","energy derivation by oxidation of organic compounds","10/52","400/15373",7.57982913889703e-07,3.22291507829727e-05,2.35469211052882e-05,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",10,"Other biological processes"
"GO_BP","1","GO:0019731","antibacterial humoral response","5/52","55/15373",1.11303021149654e-06,4.36595076509611e-05,3.18980474873712e-05,"IGHA1/LTF/HLA-A/B2M/IGHG1",5,"Other biological processes"
"Reactome","1","R-HSA-72766","Translation","17/43","344/10039",1.56743257134772e-14,9.02841161096288e-12,6.89670331392998e-12,"RPS27/RPL34/RPL37/UBC/RPS15/RPL36/RPS28/MT-ND1/MT-CO1/MT-CO2/MT-ATP6/MT-CO3/MT-ND3/MT-ND4L/MT-ND4/MT-ND5/MT-CYB",17,"Protein synthesis / translational processes"
"Reactome","1","R-HSA-5419276","Mitochondrial translation termination","10/43","100/10039",8.87907154569646e-12,2.55717260516058e-09,1.95339574005322e-09,"MT-ND1/MT-CO1/MT-CO2/MT-ATP6/MT-CO3/MT-ND3/MT-ND4L/MT-ND4/MT-ND5/MT-CYB",10,"Protein synthesis / translational processes"
"Reactome","1","R-HSA-5368287","Mitochondrial translation","10/43","109/10039",2.12832821030179e-11,4.08639016377944e-09,3.12154804177596e-09,"MT-ND1/MT-CO1/MT-CO2/MT-ATP6/MT-CO3/MT-ND3/MT-ND4L/MT-ND4/MT-ND5/MT-CYB",10,"Protein synthesis / translational processes"
"Reactome","1","R-HSA-9954716","ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA","7/43","95/10039",1.32637035101319e-07,1.09141331740514e-05,8.33718506351146e-06,"RPS27/RPL34/RPL37/UBC/RPS15/RPL36/RPS28",7,"Protein synthesis / translational processes"
"Reactome","1","R-HSA-156902","Peptide chain elongation","6/43","88/10039",1.79482575993955e-06,7.40904227544297e-05,5.65968507151894e-05,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6,"Protein synthesis / translational processes"
"Reactome","2","R-HSA-9764274","Regulation of Expression and Function of Type I Classical Cadherins","18/373","142/10039",4.96632496392468e-06,4.13008348102854e-05,2.70995286344187e-05,"PSMB2/PSMA5/PSMB4/OST4/RPS27A/PSMD2/CSNK2B/HDAC2/PSMB1/MYC/TMEM258/PSMB5/PSMA3/UBB/SEC11C/RPN2/UBA52/PSMC4",18,"Cell adhesion / extracellular interactions"
"Reactome","2","R-HSA-446728","Cell junction organization","23/373","235/10039",2.07294573738372e-05,0.000146531351811312,9.6146496372074e-05,"PSMB2/PSMA5/PSMB4/NECTIN4/OST4/RPS27A/PSMD2/CSNK2B/HDAC2/PSMB1/MYC/TMEM258/CADM1/KRT5/PSMB5/PSMA3/CLDN7/UBB/KRT14/SEC11C/RPN2/UBA52/PSMC4",23,"Cell adhesion / extracellular interactions"
"Reactome","2","R-HSA-9759476","Regulation of Homotypic Cell-Cell Adhesion","18/373","158/10039",2.2173240303511e-05,0.000155763570082428,0.000102204213232921,"PSMB2/PSMA5/PSMB4/OST4/RPS27A/PSMD2/CSNK2B/HDAC2/PSMB1/MYC/TMEM258/PSMB5/PSMA3/UBB/SEC11C/RPN2/UBA52/PSMC4",18,"Cell adhesion / extracellular interactions"
"Reactome","2","R-HSA-421270","Cell-cell junction organization","21/373","209/10039",3.21061179398524e-05,0.000218747104758874,0.000143530837968269,"PSMB2/PSMA5/PSMB4/NECTIN4/OST4/RPS27A/PSMD2/CSNK2B/HDAC2/PSMB1/MYC/TMEM258/CADM1/PSMB5/PSMA3/CLDN7/UBB/SEC11C/RPN2/UBA52/PSMC4",21,"Cell adhesion / extracellular interactions"
"Reactome","2","R-HSA-75815","Ubiquitin-dependent degradation of Cyclin D","13/373","39/10039",7.06296105565552e-10,1.9970522384866e-08,1.3103651432203e-08,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/CCND1/CDK4/PSMB5/PSMA3/UBB/UBA52/PSMC4",13,"Cell cycle / proliferation"
"Reactome","2","R-HSA-69202","Cyclin E associated events during G1/S transition","16/373","73/10039",7.28649881545853e-09,1.91651864192642e-07,1.25752305138268e-07,"PSMB2/PSMA5/PSMB4/CKS1B/RPS27A/PSMD2/CCNH/PSMB1/MYC/CCND1/CDK4/PSMB5/PSMA3/UBB/UBA52/PSMC4",16,"Cell cycle / proliferation"
"Reactome","2","R-HSA-69656","Cyclin A:Cdk2-associated events at S phase entry","16/373","75/10039",1.10404173856205e-08,2.77482490291929e-07,1.82070041096198e-07,"PSMB2/PSMA5/PSMB4/CKS1B/RPS27A/PSMD2/CCNH/PSMB1/MYC/CCND1/CDK4/PSMB5/PSMA3/UBB/UBA52/PSMC4",16,"Cell cycle / proliferation"
"Reactome","2","R-HSA-8854050","FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","12/373","42/10039",2.34179488129478e-08,5.2971400214888e-07,3.47571661329015e-07,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4/RBX1",12,"Cell cycle / proliferation"
"Reactome","2","R-HSA-69206","G1/S Transition","19/373","121/10039",9.19136551136629e-08,1.48506205619361e-06,9.74422960227554e-07,"PSMB2/PSMA5/PSMB4/CKS1B/RPS27A/POLE4/PSMD2/CCNH/PSMB1/MYC/CCND1/CDK4/PSMB5/PSMA3/UBB/PCNA/UBA52/PSMC4/PPP2R1A",19,"Cell cycle / proliferation"
"Reactome","2","R-HSA-169911","Regulation of Apoptosis","11/373","40/10039",1.40938038394293e-07,2.09738054505191e-06,1.37619552725729e-06,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4",11,"Cell death / apoptosis"
"Reactome","2","R-HSA-109581","Apoptosis","14/373","111/10039",5.93560541408083e-05,0.000385814351915254,0.000253151955047004,"PSMB2/PSMA5/PSMB4/YWHAQ/RPS27A/PSMD2/PSMB1/CDKN2A/VIM/PSMB5/PSMA3/UBB/UBA52/PSMC4",14,"Cell death / apoptosis"
"Reactome","2","R-HSA-205043","NRIF signals cell death from the nucleus","5/373","15/10039",0.000152089469554866,0.000924802097132007,0.000606808579718055,"APH1A/RPS27A/UBB/UBA52/PSENEN",5,"Cell death / apoptosis"
"Reactome","2","R-HSA-5357801","Programmed Cell Death","14/373","137/10039",0.000557978787543445,0.00288161647813533,0.00189077166651348,"PSMB2/PSMA5/PSMB4/YWHAQ/RPS27A/PSMD2/PSMB1/CDKN2A/VIM/PSMB5/PSMA3/UBB/UBA52/PSMC4",14,"Cell death / apoptosis"
"Reactome","2","R-HSA-9711097","Cellular response to starvation","41/373","152/10039",1.46737227876139e-24,6.91499186366304e-23,4.53726954617008e-23,"RPL5/LAMTOR5/LAMTOR2/RPS7/RPS27A/RPL31/SEC13/RPL32/RPL24/RPL22L1/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/RPL8/RRAGA/RPS6/ATP6V1G1/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5",41,"Cellular stress / hypoxia / redox"
"Reactome","2","R-HSA-9762114","GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2","12/373","42/10039",2.34179488129478e-08,5.2971400214888e-07,3.47571661329015e-07,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4/RBX1",12,"Cellular stress / hypoxia / redox"
"Reactome","2","R-HSA-9759194","Nuclear events mediated by NFE2L2","16/373","87/10039",1.01707128215331e-07,1.62015157762732e-06,1.06306190351087e-06,"PSMB2/PRDX1/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/MYC/CDKN2A/PSMB5/PSMA3/NQO1/UBB/UBA52/PSMC4/RBX1",16,"Cellular stress / hypoxia / redox"
"Reactome","2","R-HSA-9755511","KEAP1-NFE2L2 pathway","18/373","113/10039",1.60891374348112e-07,2.33292492804763e-06,1.5307478935954e-06,"PSMB2/PRDX1/PSMA5/PSMB4/RPS27A/PSMD2/CSNK2B/PSMB1/MYC/CDKN2A/PSMB5/PSMA3/NQO1/MAP1LC3B/UBB/UBA52/PSMC4/RBX1",18,"Cellular stress / hypoxia / redox"
"Reactome","2","R-HSA-1234176","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","12/373","53/10039",3.90219714870403e-07,4.79715758172201e-06,3.1476533064489e-06,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4/RBX1",12,"Cellular stress / hypoxia / redox"
"Reactome","2","R-HSA-69541","Stabilization of p53","12/373","44/10039",4.1755849457751e-08,8.28523960293269e-07,5.43635713161855e-07,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/CDKN2A/PSMB5/PSMA3/UBB/UBA52/PSMC4",12,"DNA damage / repair / checkpoint"
"Reactome","2","R-HSA-5696399","Global Genome Nucleotide Excision Repair (GG-NER)","15/373","84/10039",3.82793819539454e-07,4.79715758172201e-06,3.1476533064489e-06,"PARP1/RPS27A/POLE4/SUMO1/ACTL6A/RFC4/CCNH/RAD23B/UBB/PCNA/RAD23A/UBA52/TFPT/RBX1/SUMO3",15,"DNA damage / repair / checkpoint"
