"Cluster","Gene_Count","Percentage","Pattern","Peak_Bin","Peak_Value","Trough_Bin","Trough_Value","Early_Mean","Late_Mean","Early_Late_Difference","Overall_Slope"
1,53,9.31458699472759,"Early_Peaking_Decreasing",3,1.75009266451461,8,-0.940333502953325,1.53064981481417,-0.397391907054685,-1.92804172186885,-0.0906628863037741
2,516,90.6854130052724,"Late_Increasing",19,1.13303752245986,6,-1.48479263671477,-0.948452958114389,1.0102279410153,1.95868089912969,0.134021234119642
