"Cluster","Bin_1","Bin_2","Bin_3","Bin_4","Bin_5","Bin_6","Bin_7","Bin_8","Bin_9","Bin_10","Bin_11","Bin_12","Bin_13","Bin_14","Bin_15","Bin_16","Bin_17","Bin_18","Bin_19","Bin_20"
"1",1.22002059509706,1.68883807307409,1.75009266451461,1.46364792657092,0.16964603649635,-0.735410156213364,-0.437332023788252,-0.940333502953325,-0.388823739605597,-0.287507172250423,-0.256142599529103,-0.306261283199426,-0.309824001676354,-0.308186681683714,-0.357706760894464,-0.375149745740267,-0.467418864924272,-0.370446163304879,-0.380553037646148,-0.37114956234344
"2",-0.67140514028688,-1.00436017193078,-1.11644590711601,-1.00160061312389,-1.23983365649729,-1.48479263671477,-0.953975236397677,-0.679591723209021,0.389341551037683,0.666986035343782,0.656094494421916,0.479980397752563,0.468908118830576,0.411703202533497,0.491209672294464,0.546869849000632,0.8565841821762,0.930712947296435,1.13303752245986,1.1205771121287
