"Cluster","N_Genes","Mean_Silhouette","Median_Silhouette","Mean_Centroid_Pearson","Median_Centroid_Pearson"
1,53,0.518527777324676,0.562997981058334,0.816990697501568,0.856799176941493
2,516,0.631682647271175,0.657059544143178,0.892935615381198,0.927005186034286
