"Temporal_Cluster","Gene_Count","Mean_Centroid_Correlation","Median_Centroid_Correlation","Mean_Silhouette","Median_Silhouette"
"1",53,0.816990697501568,0.856799176941493,0.518527777324676,0.562997981058334
"2",516,0.892935615381198,0.927005186034286,0.631682647271175,0.657059544143178
