"Gene","Cluster","Centroid_Pearson_Correlation","Silhouette_Width","Rank_Within_Cluster","Peak_Bin","Peak_Z_Score","Trough_Bin","Trough_Z_Score","Early_Mean","Late_Mean","Early_Late_Difference","Overall_Slope","Temporal_Pattern"
"HEY1",2,0.864060000459609,0.601638567541382,391,19,2.17261940189579,6,-1.05030140540257,-0.963875041443112,1.6958839193328,2.65975896077591,0.155900785086527,"Late_Increasing"
"LAPTM4B",2,0.861973264393513,0.568359668215785,392,20,2.07841589418903,6,-1.72414505382945,-0.53764592509798,1.49162330744377,2.02926923254175,0.132821308242307,"Late_Increasing"
"RPS16",2,0.861470544674598,0.609771237701297,393,14,0.87373285826176,6,-2.52215354670754,-1.15882025419664,0.590726985016531,1.74954723921317,0.125247150486471,"Late_Increasing"
"SH3YL1",2,0.859745987739308,0.610206600532193,394,17,1.51007848433062,5,-1.7173935564881,-1.14091452117035,1.14476345715928,2.28567797832963,0.152377536584694,"Late_Increasing"
"RPL35A",2,0.859691217976694,0.610817365619337,395,12,0.886050560467911,6,-2.21012900553104,-1.18705877271159,0.557119960749214,1.7441787334608,0.126159260354924,"Early_Low_Late_Increasing"
"AP3S1",2,0.859218785387262,0.610518048662052,396,17,1.23545064413181,7,-1.51655319168445,-1.14764251725553,1.00225025931543,2.14989277657095,0.133245002761932,"Late_Increasing"
"TMEM59",2,0.858619502158675,0.545526518249527,397,20,1.18649638101451,6,-2.67365509824518,-0.259038336111878,1.06439036440462,1.3234287005165,0.111140996977185,"Late_Increasing"
"RPL8",2,0.858105114912095,0.596185473742224,398,13,0.952004171500554,6,-2.72077241865001,-0.994880042680006,0.492647448620046,1.48752749130005,0.117563613417029,"Early_Low_Late_Increasing"
"CKS1B",2,0.857090307022139,0.60073568942843,399,20,1.77616225278077,1,-1.5016933569952,-1.09484870787402,1.0481830556682,2.14303176354222,0.13937030098051,"Late_Increasing"
"AQP3",2,0.85627437233318,0.592827769719338,400,19,2.43784673537397,6,-1.38452719928448,-0.926261119985305,1.52752597337537,2.45378709336067,0.139415109835817,"Late_Increasing"
"PEPD",2,0.853088266750802,0.583206309336323,401,17,2.55189072760114,6,-1.34496570079156,-0.890223388601024,1.09267116666374,1.98289455526476,0.135128124299292,"Late_Increasing"
"RHOBTB3",2,0.852554399293446,0.57461628437526,402,20,1.6688518508471,3,-1.46277176482281,-0.659204105558734,1.24292301536034,1.90212712091908,0.129202948819909,"Late_Increasing"
"KANK2",2,0.851558437364114,0.594002118220169,403,20,1.77833080621076,6,-1.45599267337598,-1.06613497412239,1.41159637484367,2.47773134896606,0.153677965389046,"Late_Increasing"
"CSTB",2,0.851151543408005,0.622861898213108,404,17,1.10930826373188,3,-1.85144662813193,-1.45538749491691,0.875804632346106,2.33119212726302,0.144470298710862,"Late_Increasing"
"TMEM213",2,0.850504314504521,0.609318011220502,405,19,1.57183707304008,4,-1.41176833215058,-1.33959638468558,0.999072619713802,2.33866900439938,0.152588048531989,"Late_Increasing"
"IGFBP5",2,0.849966887351185,0.606187580078864,406,20,1.47991652727427,1,-1.50597872654837,-1.24528044507792,1.4058967119551,2.65117715703302,0.163844091679517,"Late_Increasing"
"FAM84A",2,0.849462481837221,0.617837709866457,407,19,1.28182385438453,5,-1.71586213748066,-1.38681754510379,1.20395380507575,2.59077135017955,0.149902228550594,"Late_Increasing"
"RPL31",2,0.849348235327581,0.584513697980528,408,14,1.02834847616441,6,-2.55192455551864,-0.858124235425986,0.518017514976176,1.37614175040216,0.110995286996937,"Late_Increasing"
"TM9SF2",2,0.848110515702869,0.591423254378693,409,17,1.13613285865353,6,-2.11242963311709,-1.01466041675558,0.910336357637812,1.92499677439339,0.129561831765201,"Late_Increasing"
"GCHFR",2,0.847994119618771,0.594897713001462,410,18,1.59559724718541,5,-1.38492499472925,-1.1194496515767,1.1087351607619,2.2281848123386,0.151931905126022,"Late_Increasing"
"RFC4",2,0.846466826710262,0.61741517828726,411,10,1.51772847060626,2,-1.59483242626521,-1.42138118314281,0.607896759698702,2.02927794284151,0.134582576264109,"Early_Low_Late_Increasing"
"RPS5",2,0.843830493039863,0.596882164080759,412,14,1.17769919452042,4,-2.05666874403806,-1.18256408882191,0.357115623545486,1.53967971236739,0.119495897588641,"Late_Increasing"
"REEP5",2,0.843817491548041,0.544586839007902,413,1,1.12843550436631,6,-1.99250715434989,-0.390869132209801,0.80262796035731,1.19349709256711,0.097369003899232,"Early_Low_Late_Increasing"
"RPS10",2,0.841687657155859,0.575429646246461,414,14,0.992426381374341,6,-2.5048994123169,-0.895826356613681,0.488773925851479,1.38460028246516,0.107847258199268,"Late_Increasing"
"YBX1",2,0.838752406896965,0.610813770681023,415,10,1.1923256387002,2,-1.79263350532096,-1.46660733317913,0.713323971401465,2.17993130458059,0.129963321402863,"Early_Low_Late_Increasing"
"EEF1B2",2,0.83845411631536,0.549154323962774,416,14,1.15306256553095,6,-2.3469671781055,-0.639114042376012,0.604416303497091,1.2435303458731,0.109158431324869,"Late_Increasing"
"TMEM45A",2,0.837653269107389,0.56880141160598,417,17,1.8736623422346,6,-1.77021363591709,-0.854024116683152,1.40118443891909,2.25520855560225,0.141766616622336,"Late_Increasing"
"RPL7",2,0.837081426122745,0.566355321428757,418,19,1.02894970826251,6,-2.90893479747916,-0.884224424144992,0.894955624166483,1.77918004831148,0.116537083290077,"Late_Increasing"
"RPL24",2,0.835853062732429,0.572851254686303,419,12,0.92284253478934,6,-2.65805726881115,-0.912467573484056,0.420104506196427,1.33257207968048,0.109624883363451,"Early_Low_Late_Increasing"
"EIF4A2",2,0.832295521049236,0.57898440630068,420,11,0.870810093600197,6,-2.24425458381921,-0.978721035535842,0.427182196047802,1.40590323158364,0.112798792494596,"Early_Low_Late_Increasing"
"VCAN",2,0.831685630993283,0.602516239442491,421,19,1.55809784986701,3,-1.4574156552389,-1.42008000066875,1.19274308086979,2.61282308153854,0.147037873392995,"Late_Increasing"
"IGFBP3",2,0.831495968345869,0.568636237929942,422,19,2.32762085704046,1,-1.23373353503384,-0.852507516180459,1.6730169453797,2.52552446156016,0.148280676576863,"Late_Increasing"
"RPS23",2,0.831493785150012,0.571594126719672,423,13,0.844959569030651,6,-2.68249907754229,-0.911392918563127,0.569650868697611,1.48104378726074,0.111437057718223,"Early_Low_Late_Increasing"
"CXADR",2,0.831345121117977,0.574834243887066,424,16,1.29184992715336,5,-2.24790931804808,-0.917397303008017,0.702536915562654,1.61993421857067,0.121563137994532,"Late_Increasing"
"RPL27",2,0.829795694454732,0.568543188955581,425,14,0.797439005270315,6,-3.03471473234236,-0.869702958955666,0.512197156690009,1.38190011564568,0.109184041552912,"Late_Increasing"
"RRAGA",2,0.829704827361149,0.574492712150522,426,8,1.37885172309505,7,-1.92270987072721,-0.863650261522151,1.05648317119465,1.9201334327168,0.128561485919697,"Overall_Increasing"
"EWSR1",2,0.827272981871179,0.594416684141207,427,19,1.24977350674955,5,-1.79691248557437,-1.20232379451062,0.834809841836414,2.03713363634703,0.130227883282835,"Late_Increasing"
"KRT14",2,0.826318212164046,0.576538561122636,428,19,1.15652896777184,1,-2.04096455192116,-1.1089931571912,0.716534149283137,1.82552730647434,0.127100839473613,"Late_Increasing"
"YIPF2",2,0.825054258714586,0.551373457372621,429,17,2.34585637628652,6,-1.42336716837239,-0.658508364791505,1.61668539455927,2.27519375935077,0.133988367954711,"Late_Increasing"
"PPP1R16A",2,0.824779807703827,0.574992641491063,430,17,2.1559674076878,5,-1.24941992163093,-1.06270902918969,1.38176890905465,2.44447793824434,0.151213938813858,"Late_Increasing"
"BAMBI",2,0.824243417448098,0.575493878773479,431,20,2.11963381156685,5,-1.77211727001331,-1.03580372195611,0.861248194037003,1.89705191599311,0.13807560699724,"Late_Increasing"
"DDIT4",2,0.824017038752853,0.56484862582153,432,17,2.34291071489294,5,-1.4773068829918,-0.877917609343406,1.42770781519139,2.3056254245348,0.144575802865132,"Late_Increasing"
"RABAC1",2,0.823416382001058,0.518492763761575,433,17,1.83460119488724,6,-1.66291216100983,-0.299589372242259,1.50190853778682,1.80149791002908,0.129769579493048,"Late_Increasing"
"GPI",2,0.822837263353511,0.586798027896628,434,17,1.27495211923282,8,-1.68110376991331,-1.23887905096312,0.977995995418419,2.21687504638154,0.14308868028083,"Late_Increasing"
"SERTAD4",2,0.822382960557439,0.566319471778973,435,14,1.66241003010455,5,-1.30022444037801,-0.990479533675282,1.10282763685713,2.09330717053241,0.150370099834013,"Late_Increasing"
"THUMPD3-AS1",2,0.822098535276073,0.57938115622299,436,16,0.92348437019891,5,-2.11439865109959,-1.147564563996,0.814722839251766,1.96228740324777,0.137957765839889,"Late_Increasing"
"NDUFA4L2",2,0.819714278549583,0.580107643004666,437,17,1.88283928531246,6,-1.24469978725209,-1.18707627575167,1.10591615098575,2.29299242673742,0.151831419834532,"Late_Increasing"
"GMPR",2,0.819441169305032,0.555170493209659,438,20,2.34367401453438,6,-1.10173490409191,-0.812901491193269,1.66540358163221,2.47830507282548,0.147546463386451,"Late_Increasing"
"C19orf48",2,0.819324030647309,0.586841201791565,439,14,1.39951934893907,1,-1.2788905801354,-1.2379110499242,0.158568065848115,1.39647911577231,0.117501955200845,"Late_Increasing"
"RPL13A",2,0.819038704613504,0.568711167930652,440,14,1.00229106056621,6,-2.56774322340898,-1.08550050333987,0.486699822747914,1.57220032608778,0.113378543445372,"Late_Increasing"
"CACNA1A",2,0.817338761734369,0.581671977751211,441,19,1.98681606986133,5,-1.33743938511019,-1.19859723816104,1.47787406490154,2.67647130306258,0.152061029331382,"Late_Increasing"
"SELENBP1",2,0.81396812094571,0.540156413245194,442,17,1.60680421347491,6,-1.73512990864501,-0.701322159978841,1.20865951670186,1.9099816766807,0.130947999594902,"Late_Increasing"
"KRT5",2,0.813722595604078,0.568181812338459,443,10,1.3405421275997,1,-1.84272367165985,-1.0833580096461,0.699018607992447,1.78237661763854,0.115927384706348,"Early_Low_Late_Increasing"
"RPL5",2,0.810558343176398,0.514432671715789,444,13,0.96512537053917,6,-2.95030215165369,-0.501040476202666,0.488869769097386,0.989910245300053,0.0963166711988612,"Early_Low_Late_Increasing"
"RPS26",2,0.806108600320829,0.493036931142272,445,13,0.820723647973331,6,-3.03142202680724,-0.314340943388724,0.597238733487684,0.911579676876408,0.0918487159695107,"Early_Low_Late_Increasing"
"EEF1A1",2,0.804191970772966,0.535888033213708,446,15,0.76583553202575,6,-2.96980390010981,-0.70920797681243,0.589912661605707,1.29912063841814,0.104518552502863,"Late_Increasing"
"NUCB2",2,0.796791299788856,0.524492803606555,447,17,2.2966346689522,5,-1.37158206767541,-0.552522432484162,1.42304643695267,1.97556886943683,0.132839910557404,"Late_Increasing"
"RPL18A",2,0.794587103210071,0.531781956673865,448,14,0.969031889709441,6,-3.11715951197506,-0.828857683497044,0.560770923858082,1.38962860735513,0.113460060888251,"Late_Increasing"
"LGALS1",2,0.79096522895584,0.522594142288808,449,20,1.46499568965036,6,-2.22865814515224,-0.800788146095045,1.33292568044119,2.13371382653624,0.140006151245269,"Late_Increasing"
"SERTAD4-AS1",2,0.790252303972231,0.516477097781873,450,18,1.76591756244778,6,-1.35825890693191,-0.684836198734656,1.21208670030791,1.89692289904257,0.145572747372646,"Late_Increasing"
"GAPDH",2,0.789924502161812,0.52889822775668,451,17,1.18892560858542,6,-2.77967047408303,-0.910026600060915,0.824461173231906,1.73448777329282,0.124654189517609,"Late_Increasing"
"CALML5",2,0.789449886040778,0.585127715531442,452,12,1.10919996995327,1,-1.78062069262291,-1.54496566158395,0.390224517594104,1.93519017917805,0.126648345582516,"Early_Low_Late_Increasing"
"PSAP",2,0.788786416375714,0.517481553046537,453,17,1.97461227363273,5,-1.59236280079331,-0.575392042977769,1.37304937677674,1.94844141975451,0.125989555779966,"Late_Increasing"
"RPS11",2,0.787406203717277,0.488982750407129,454,14,0.874180126052854,6,-2.89063375662601,-0.574436516807067,0.619635325992871,1.19407184279994,0.101506916029464,"Late_Increasing"
"TNNT1",2,0.785721093874276,0.537682048399203,455,17,2.33646435046465,1,-0.927527836464998,-0.891956148645573,1.60416770714266,2.49612385578823,0.141563287645404,"Late_Increasing"
"COL8A1",2,0.784320280186611,0.531410156024342,456,20,2.46753035058704,5,-0.880355299302299,-0.818502240568242,1.70817693361949,2.52667917418773,0.151871423048192,"Late_Increasing"
"RPS18",2,0.781293501857175,0.528900093247086,457,14,1.01104065470619,6,-3.07584133054413,-0.909879512218717,0.435694873573486,1.3455743857922,0.106675402377951,"Late_Increasing"
"NFIX",2,0.779974335467798,0.559110274294432,458,18,1.32614715153217,5,-1.72718902976407,-1.21187509746773,1.226572065238,2.43844716270572,0.148280617405936,"Late_Increasing"
"RPL18",2,0.777241912415146,0.487882659813149,459,14,0.917182561981545,6,-2.84259776442588,-0.529026693963304,0.437736145077104,0.966762839040408,0.0948680315366814,"Late_Increasing"
"POLE4",2,0.773448658502737,0.507033122088654,460,19,1.95202276874992,7,-1.82987799733893,-0.639225950958462,1.40977119772018,2.04899714867865,0.122645719223655,"Late_Increasing"
"FAM3B",2,0.77291555476932,0.547310754491442,461,16,1.85011515777066,5,-1.61531828706707,-1.15257941874434,0.37495387561722,1.52753329436156,0.122728191588139,"Late_Increasing"
"UBA52",2,0.770383956335352,0.461949742460413,462,14,0.801957483841949,6,-3.31019387488271,-0.365453411425685,0.668248272089559,1.03370168351524,0.101769856955968,"Late_Increasing"
"TET1",2,0.768996068374142,0.554334713048124,463,17,2.26787591307069,5,-1.46727763690178,-1.25035028461698,1.19041517507188,2.44076545968886,0.144565782876645,"Late_Increasing"
"PTX3",2,0.768143396004511,0.515829830685926,464,19,2.43043094947096,5,-0.872236054026619,-0.75730775352175,1.75695799530493,2.51426574882668,0.145493991679422,"Late_Increasing"
"RPLP2",2,0.768097677571969,0.504023099522518,465,12,0.892787679020633,6,-3.16414368085785,-0.719003596707817,0.340909156486783,1.0599127531946,0.0928624517707465,"Early_Low_Late_Increasing"
"RPS6",2,0.767090845342518,0.521741602561806,466,14,0.969196153475048,6,-2.74225211956953,-0.971654593175846,0.406668654873371,1.37832324804922,0.101702412258911,"Late_Increasing"
"RBP4",2,0.764916259475313,0.526272808985622,467,20,2.76533926975888,2,-0.93064841470604,-0.910620336913482,1.5862783213818,2.49689865829528,0.140617495366264,"Late_Increasing"
"CADM1",2,0.764604784422462,0.49904600745868,468,20,2.97055450173392,6,-1.12802105202922,-0.605950825710526,1.71700608114335,2.32295690685388,0.137054729092849,"Late_Increasing"
"CLEC7A",2,0.763158530456216,0.501393207114268,469,18,2.00309039107425,6,-1.17851270762312,-0.620942376631591,1.68360445616758,2.30454683279917,0.144037657954466,"Late_Increasing"
"HSPA14.1",2,0.75864092578335,0.54135300763605,470,20,1.86030080024319,6,-1.61984342338019,-1.19511650435014,0.875363734052537,2.07048023840267,0.116399319572226,"Late_Increasing"
"RPL28",2,0.756817177382774,0.517901553671948,471,14,1.18541503716726,6,-2.64986997740351,-0.949063086707121,0.106981208992921,1.05604429570004,0.0991610947153254,"Late_Increasing"
"RPL7A",2,0.756330987816335,0.470655177283148,472,14,0.92861782550808,6,-3.18768004230506,-0.474313310439011,0.490824734543158,0.965138044982168,0.0906800534230132,"Late_Increasing"
"PLTP",2,0.746509279898125,0.49229350264274,473,17,2.01647119233019,1,-0.938317407430587,-0.622890618985037,1.85937282992358,2.48226344890862,0.137319548332299,"Late_Increasing"
"JUNB",2,0.746429718781965,0.418838390456702,474,20,1.09490127203333,5,-2.14009298751644,-0.0350352900450886,0.898623535531081,0.93365882557617,0.0979427028770348,"Late_Increasing"
"MXRA8",2,0.745260247210904,0.48511025539252,475,18,1.85758842609935,6,-1.56097743498133,-0.690570657422555,1.30802494307231,1.99859560049487,0.13197289673546,"Late_Increasing"
"CXCR4",2,0.74269124647937,0.492745944494868,476,18,1.98196930475869,6,-1.36044160747025,-0.678710730594831,1.68953028010818,2.36824101070301,0.144015310648128,"Late_Increasing"
"PPP1R1B",2,0.740479163885568,0.474560098853377,477,19,2.22828696972997,6,-1.26647197025443,-0.51655838250538,1.69653621057259,2.21309459307797,0.132927931870671,"Late_Increasing"
"DLX5",2,0.735031178368889,0.495385311151153,478,20,3.09523794636376,1,-0.896142599333247,-0.768648054293762,1.63530544039831,2.40395349469207,0.139544348199239,"Late_Increasing"
"MAL",2,0.733857149710341,0.488663754345297,479,18,2.18790709147969,1,-0.77731187347463,-0.717164671884907,1.76939067209341,2.48655534397832,0.136955711345452,"Late_Increasing"
"RPL32",2,0.730657455389836,0.474409618648605,480,14,0.96078079563531,6,-2.50745403028427,-0.675371771183099,0.293123775113308,0.968495546296406,0.0911945838621258,"Late_Increasing"
"FOLR1",2,0.730442376521288,0.482120500707854,481,17,1.86376320501118,5,-1.52319202830179,-0.675528209861683,1.40173628355619,2.07726449341788,0.138552150346181,"Late_Increasing"
"CXCL14",2,0.721472868866648,0.478566681143873,482,20,2.46326230996316,6,-1.46229602081829,-0.7787151683275,1.13559097961337,1.91430614794087,0.128649132000318,"Late_Increasing"
"RPS27A",2,0.71784207085245,0.452851374326522,483,9,0.891131564777122,6,-3.19902180583871,-0.609258863549644,0.520762430495441,1.13002129404508,0.0893875940273847,"Early_Low_Late_Increasing"
"RPS9",2,0.714892339241327,0.406629763051108,484,14,1.02705140558748,6,-2.874813000403,-0.289084448650419,0.403645584015635,0.692730032666054,0.0810935236189358,"Late_Increasing"
"CHST9",2,0.707288375251994,0.506018070984936,485,14,1.84986864700519,5,-1.49884107155597,-1.24133858300072,0.462473261106341,1.70381184410706,0.126346776142468,"Late_Increasing"
"NECTIN4",2,0.699633466375149,0.511846182677673,486,7,1.56119273378538,5,-1.94497230497685,-1.28027284436368,0.463061960009049,1.74333480437273,0.106576751853217,"Early_Low_Late_Increasing"
"RPL6",2,0.698289062247742,0.400243126617039,487,14,0.837692247913177,6,-2.96842293587239,-0.251641055131491,0.441769148172969,0.69341020330446,0.0778368405791075,"Late_Increasing"
"RPL10A",2,0.697846974133229,0.378891367865156,488,14,0.79802977302659,6,-3.03525109823874,-0.147629534438196,0.494400175566217,0.642029710004413,0.0771914762727179,"Late_Increasing"
"AC020916.1",2,0.690436743421041,0.417524552442092,489,14,1.38110827521969,8,-2.06359191880408,-0.375620271720276,0.934317145118046,1.30993741683832,0.115264694617352,"Late_Increasing"
"RPS24",2,0.689985036103747,0.410434141446751,490,14,0.90688991978609,6,-3.39635159028829,-0.437802210059259,0.422115685950392,0.859917896009651,0.0825364770412381,"Late_Increasing"
"NEBL",2,0.688044295806712,0.511064469420466,491,17,1.22754929897464,5,-1.87861125408769,-1.32960564731304,0.818802787452979,2.14840843476602,0.121543298129311,"Late_Increasing"
"CDA",2,0.687100680773897,0.454162817173239,492,17,2.53623046523636,1,-0.725668546074031,-0.644645268962668,1.86736119020607,2.51200645916874,0.128019250568831,"Late_Increasing"
"RPL21",2,0.686226619314753,0.411772360583667,493,14,0.788744182747107,6,-3.38430112441699,-0.479001308238876,0.399226459493145,0.87822776773202,0.0810638473064137,"Late_Increasing"
"GJA1",2,0.680795551339185,0.449613029978647,494,17,1.90618005663562,6,-1.19805113187939,-0.672089102297797,1.55341051936053,2.22549962165832,0.139306556134132,"Late_Increasing"
"CALML3",2,0.673933085265244,0.442669312042116,495,14,1.71302449132748,4,-1.21720031324828,-0.679698964235953,1.22404294551413,1.90374190975008,0.134586300384759,"Late_Increasing"
"FGFBP2",2,0.667899846945449,0.453696013043839,496,17,2.50700893332004,1,-0.785754303771615,-0.748862557532215,1.761586659668,2.51044921720021,0.124606440532654,"Late_Increasing"
"RPL41",2,0.666932191416448,0.410974454209651,497,14,0.929015698753283,6,-3.1524942911327,-0.45459181118042,0.250057291096124,0.704649102276544,0.0770185927588463,"Late_Increasing"
"GPX3",2,0.662072362892962,0.444653493709698,498,17,2.77727369273823,1,-0.766841774794818,-0.692991429983004,1.7650638899584,2.4580553199414,0.130523514458928,"Late_Increasing"
"RPL10",2,0.653862201113953,0.346716337353875,499,14,0.915194707069661,6,-3.1994475506723,-0.165759638958638,0.431607139323491,0.597366778282129,0.0775408660548111,"Late_Increasing"
"ID1",2,0.632984713470038,0.425619729395487,500,20,3.21064005504822,1,-1.23902308945733,-0.682290003304743,1.57562511259486,2.2579151158996,0.125210061090473,"Late_Increasing"
"ALDH1A1",2,0.615496782568749,0.418812834387784,501,19,2.72497681195396,3,-0.72627273638682,-0.691292548235726,1.8481550880702,2.53944763630593,0.127789147476338,"Late_Increasing"
"AL139393.2",2,0.614109365016947,0.39221306091508,502,20,3.28390442208873,5,-0.582121485664738,-0.504050855185884,1.65967953582927,2.16373039101515,0.118759856206438,"Late_Increasing"
"ERBB3",2,0.604022954146257,0.434692389729273,503,6,1.37892505289185,5,-2.05568729288229,-0.90101157537712,0.624948200433302,1.52595977581042,0.0962143844622924,"Early_Low_Late_Increasing"
"CHST1",2,0.602559440173402,0.411873397024837,504,19,2.33593234766853,1,-0.724178114132681,-0.713703444357444,1.74173325495761,2.45543669931505,0.129825951913624,"Late_Increasing"
"CA2",2,0.602208885958339,0.374358179075166,505,20,2.76086396469554,6,-0.859502859955899,-0.310774214955278,1.65322308823688,1.96399730319216,0.102615021025391,"Late_Increasing"
"HOOK2",2,0.587085956624618,0.446940484886902,506,7,1.22842470789733,5,-1.7453107406044,-1.23200432159002,0.872376810820865,2.10438113241088,0.1200478621801,"Early_Low_Late_Increasing"
"DLX1",2,0.586726749306348,0.377967221642803,507,20,3.43738722012766,1,-0.510503894341909,-0.510503894341909,1.68593705502878,2.19644094937068,0.119450491023717,"Late_Increasing"
"P4HA1",2,0.566799258251558,0.405398525688596,508,17,2.9380432931608,3,-1.09250495842077,-0.804104896653186,1.19676867498473,2.00087357163792,0.120069849049682,"Late_Increasing"
"HSD17B1",2,0.557779118994251,0.443738655458999,509,19,1.71914144969097,3,-1.3033133941195,-1.2576484750158,1.4465991025424,2.7042475775582,0.130183686726972,"Late_Increasing"
"TF",2,0.55763548984336,0.36328861171229,510,17,2.84485509488516,6,-0.732045169303342,-0.499849927380531,1.79488170364593,2.29473163102646,0.111346412596388,"Late_Increasing"
"NCBP2",2,0.54565623330326,0.419256026489435,511,6,2.09067953709904,8,-1.65764447687113,-1.1641504318406,0.665614028984339,1.82976446082494,0.0975943800928508,"Overall_Increasing"
"AC011503.1",2,0.541909022085097,0.35510631185442,512,19,2.58539247089444,1,-0.507299701885452,-0.507299701885452,1.82915311455145,2.33645281643691,0.11376749264555,"Late_Increasing"
"KIAA1324",2,0.522014808828022,0.344396720231989,513,1,1.9039249011482,5,-1.9407266557252,-0.396907100201503,0.9267483184482,1.3236554186497,0.0822799657645074,"Early_Low_Late_Increasing"
"SCRG1",2,0.510635560972697,0.338092305655146,514,20,2.33539883962994,6,-0.695643262760936,-0.541958833497322,1.84548656566978,2.3874453991671,0.113214245106645,"Late_Increasing"
"LTBP4",2,0.492070978640068,0.397743604897779,515,6,2.37605537243753,5,-1.48428794433234,-1.12944837373073,1.03732243453256,2.16677080826329,0.115343618375364,"Early_Low_Late_Increasing"
"CTHRC1",2,0.484956075486003,0.288010211104563,516,19,2.00299511124055,6,-0.762052452553978,-0.243710539334292,1.79751894677335,2.04122948610764,0.103220939049602,"Late_Increasing"
