"Gene","Cluster","Centroid_Pearson_Correlation","Silhouette_Width","Rank_Within_Cluster","Peak_Bin","Peak_Z_Score","Trough_Bin","Trough_Z_Score","Early_Mean","Late_Mean","Early_Late_Difference","Overall_Slope","Temporal_Pattern"
"CSNK2B",2,0.961251160714518,0.686831107010606,91,20,1.09497989498107,6,-1.98324935796548,-0.788569708057103,0.871524340694992,1.66009404875209,0.130931723176704,"Late_Increasing"
"MRPS14",2,0.961234379330924,0.697652760578971,92,19,1.16248074692941,6,-2.0212988452947,-1.10785894072872,0.941315358256842,2.04917429898556,0.146495773872285,"Late_Increasing"
"MRPS33",2,0.960959780745222,0.681905852914083,93,20,1.11480488768071,6,-2.10464662713052,-0.730718133882864,0.894971615977295,1.62568974986016,0.129852952787482,"Late_Increasing"
"PPIC",2,0.960942510301357,0.690559814888334,94,20,1.59549477424929,6,-1.68709830734588,-0.961155650780372,1.34871759673536,2.30987324751573,0.149732205567462,"Late_Increasing"
"MAP3K13",2,0.960718660772863,0.691956612203714,95,10,1.0384053730499,6,-1.79522378938444,-0.913598812577286,0.769801174479005,1.68339998705629,0.130639389470151,"Early_Low_Late_Increasing"
"NOP10",2,0.960248961550848,0.689544283776438,96,18,0.941764596008058,7,-1.80060073926355,-0.814920491745788,0.88201248350084,1.69693297524663,0.129141107973633,"Late_Increasing"
"RPN2",2,0.959935939145077,0.681850261160471,97,20,1.5788650888814,6,-1.76832423878197,-0.757110127503271,1.28953853125589,2.04664865875916,0.141486096598914,"Late_Increasing"
"HADHB",2,0.959428584049821,0.682212360628902,98,19,1.32175505740703,6,-1.94732527164973,-0.81157282447126,1.03413469824251,1.84570752271377,0.130607419891422,"Late_Increasing"
"YEATS4",2,0.959379585486041,0.692701894608423,99,20,1.27271156366024,6,-1.66583965962353,-0.99007322484676,0.863888204108799,1.85396142895556,0.140289737486665,"Late_Increasing"
"PARL",2,0.959242489987483,0.695385173710032,100,10,1.17980882105443,6,-1.60738772928801,-1.00005548050771,0.810883480940524,1.81093896144823,0.130523322198552,"Early_Low_Late_Increasing"
"PIH1D1",2,0.959166182939685,0.707477259201228,101,20,1.21385396034765,5,-1.54789912590954,-1.19883811259719,0.972775419191205,2.1716135317884,0.142998171278755,"Late_Increasing"
"NDUFB7",2,0.959135203997158,0.6895538931235,102,19,1.13217193402462,7,-1.73709695228335,-0.858499003903033,0.925257623400258,1.78375662730329,0.136051607121353,"Late_Increasing"
"TFG",2,0.958871611958795,0.704408731474618,103,16,1.19627159080299,5,-1.58216098250409,-1.24166975541707,0.885082281410005,2.12675203682707,0.146978380606572,"Late_Increasing"
"SFT2D1",2,0.958795652055343,0.678082495066888,104,19,1.2662580305268,6,-1.90500478841491,-0.724513813083357,1.09029925577499,1.81481306885835,0.128671788490598,"Late_Increasing"
"CCT4",2,0.95873045363156,0.698381928129857,105,10,1.41009243322276,6,-1.83323509975371,-0.987470102927649,0.824279373783567,1.81174947671122,0.127968726895764,"Early_Low_Late_Increasing"
"SF3B5",2,0.958336929593015,0.684255490796421,106,19,1.59433914441509,6,-2.16047053905626,-0.824305854353313,1.20715976134305,2.03146561569636,0.136630216919968,"Late_Increasing"
"ANP32B",2,0.958315219579547,0.695961858542626,107,20,1.25686717015359,6,-1.79876941886619,-1.06412428766505,0.901275209446346,1.96539949711139,0.139193150102035,"Late_Increasing"
"TMEM14B",2,0.958309481323132,0.694329388699394,108,19,0.996625633645462,6,-1.92860808919599,-0.977077138865734,0.808313876603503,1.78539101546924,0.134771958646439,"Late_Increasing"
"OST4",2,0.958146095863966,0.689702049634953,109,17,0.989767373608061,6,-2.06119744235771,-0.954301724334284,0.861625724383606,1.81592744871789,0.134099303238597,"Late_Increasing"
"TMEM134",2,0.958113664248982,0.673559794975203,110,17,1.46174708189731,6,-1.82625145034367,-0.721834192398472,1.30031639841017,2.02215059080864,0.143024698052774,"Late_Increasing"
"CYC1",2,0.957963597067434,0.710736713785972,111,20,1.43006770351958,3,-1.59932122077579,-1.3533884651444,0.975297931468608,2.32868639661301,0.148799192556798,"Late_Increasing"
"ASNA1",2,0.957426163867202,0.679056764475511,112,20,1.53766869695765,6,-1.64494982708633,-0.737253506366811,1.17167569683057,1.90892920319738,0.133589616283503,"Late_Increasing"
"ADI1",2,0.957291108610396,0.691177010777905,113,19,1.62834630602039,7,-1.41861578527423,-0.9923087997053,1.29132982287182,2.28363862257712,0.145199004870865,"Late_Increasing"
"TSTA3",2,0.957200190138314,0.688365377781578,114,19,1.64962670544481,6,-1.59750917833895,-1.0192359248447,1.3638717543204,2.3831076791651,0.144999971641344,"Late_Increasing"
"VPS72",2,0.957144001688506,0.705576504062235,115,19,1.25649408838568,5,-1.69318879677776,-1.21713143521294,0.869635462767907,2.08676689798084,0.143748441236832,"Late_Increasing"
"PSMA3",2,0.957054041593159,0.688641813632585,116,19,1.68600884735297,6,-1.73064253642077,-0.90437134342097,0.986245289780421,1.89061663320139,0.136127881708558,"Late_Increasing"
"CCT2",2,0.956728529229259,0.687473402111582,117,19,1.55138301289241,6,-1.84452777121062,-0.92566098922821,0.930925787107675,1.85658677633588,0.132804039783432,"Late_Increasing"
"TCP1",2,0.956485996894198,0.69502100666348,118,20,1.39485269071591,6,-1.91696997893876,-1.09901613430374,1.022165064522,2.12118119882575,0.141142580521098,"Late_Increasing"
"HMGA1",2,0.956481785557361,0.695370196922125,119,19,1.01443333033795,6,-1.67232009841181,-1.08598075575872,0.818065666583989,1.9040464223427,0.138888442164443,"Late_Increasing"
"MRPL9",2,0.956437988137082,0.700864212875266,120,20,1.28596460216475,5,-1.37050838201165,-1.13273236055163,0.866233692824598,1.99896605337623,0.136958254547223,"Late_Increasing"
"IDH2",2,0.955965063382552,0.695858818287572,121,16,1.10935457704847,6,-1.65137000553728,-1.15581351539502,0.803782468930262,1.95959598432529,0.146911211908641,"Late_Increasing"
"HDAC2",2,0.955894897383967,0.699949532183835,122,19,1.26603545031108,6,-1.58840747731841,-1.12885537692552,0.855524427768731,1.98437980469425,0.138787641180578,"Late_Increasing"
"ATP5F1B",2,0.955549740309065,0.705218139763356,123,20,1.28618138837144,5,-1.47654719562471,-1.24822759575069,0.86012439707799,2.10835199282868,0.140969151279382,"Late_Increasing"
"UQCRFS1",2,0.955369882814365,0.686945459633437,124,20,1.17041528066727,6,-2.04645172146485,-0.848820144998435,0.768956323732687,1.61777646873112,0.129439963973017,"Late_Increasing"
"LSM10",2,0.95527987939963,0.685909272831582,125,19,1.59367628484697,6,-1.58287823960683,-0.909421480399721,1.17919881792801,2.08862029832773,0.135292612363978,"Late_Increasing"
"ILF2",2,0.955021978403673,0.689420655869957,126,19,1.32535438367745,6,-1.93086777076308,-1.04058716800759,0.988419605862121,2.02900677386971,0.142128286273529,"Late_Increasing"
"CDC123",2,0.954828525210042,0.700539016645491,127,19,1.48737404250827,6,-1.63326369825701,-1.14948579155901,0.989751929499498,2.13923772105851,0.137805249868701,"Late_Increasing"
"AHSA1",2,0.954813112347098,0.687026241673721,128,19,1.7765632943652,6,-1.81188289246562,-0.987342261489254,1.22641075333871,2.21375301482796,0.142125877166392,"Late_Increasing"
"SSR2",2,0.954601941942911,0.679525329995847,129,17,1.3698020548438,6,-1.66518005191629,-0.866650567113285,1.08092336199901,1.94757392911229,0.147718980307983,"Late_Increasing"
"STX10",2,0.954562135141838,0.699470773819987,130,19,1.46078716443481,5,-1.48909585037074,-1.20422015584065,1.18550169016741,2.38972184600805,0.152680059085401,"Late_Increasing"
"PTRHD1",2,0.954456250320305,0.677463266475627,131,12,1.14368586683016,6,-1.75378890872103,-0.819200852406948,0.887008068135128,1.70620892054208,0.130194850152885,"Early_Low_Late_Increasing"
"COMMD3",2,0.954223181505747,0.684480352711463,132,19,1.01477231627248,4,-1.5278998013874,-0.959005532109536,0.8516406893506,1.81064622146014,0.136374628214694,"Late_Increasing"
"HMGN1",2,0.953730454914346,0.693066369484072,133,19,1.12795215079752,6,-2.33180855746176,-1.06542939530492,0.881843276685123,1.94727267199005,0.133746356794657,"Late_Increasing"
"RPL22L1",2,0.953511991049045,0.684631392084074,134,11,1.10409700526744,6,-1.58161649355491,-0.981844834975847,0.771031390128011,1.75287622510386,0.134603822833561,"Early_Low_Late_Increasing"
"NDUFB9",2,0.9535007665841,0.687041708995353,135,19,1.48618167139505,6,-2.14930314625388,-0.954925749633351,1.09768838791176,2.05261413754511,0.13882746090257,"Late_Increasing"
"ERP44",2,0.953472452237501,0.671404296939115,136,17,1.29706271092236,6,-1.8884396856274,-0.799045608390452,1.12406373423205,1.9231093426225,0.141934490227373,"Late_Increasing"
"BRK1",2,0.952965815620668,0.692850913060548,137,10,0.923560991722363,6,-2.10133666196397,-1.0050576963393,0.717750260127434,1.72280795646674,0.129835436600284,"Early_Low_Late_Increasing"
"RAB1A",2,0.95291787559653,0.675044266087904,138,19,1.28919448106265,6,-1.9458525982346,-0.741679463621025,1.13902053809817,1.88070000171919,0.134939676898327,"Late_Increasing"
"SMAGP",2,0.952669216890862,0.698929585033345,139,20,1.0908475942021,5,-1.40134888034639,-1.2640544015939,0.820954342809195,2.08500874440309,0.147481332214618,"Late_Increasing"
"DPY30",2,0.95265875636069,0.685578150439326,140,10,1.10637282474286,7,-1.76748737829686,-0.913147296139479,0.903855752451971,1.81700304859145,0.131022486526567,"Overall_Increasing"
"CFAP298",2,0.952644154499159,0.684359812729384,141,19,1.57526613275549,8,-1.54351060803825,-0.982490843098052,1.06743920915158,2.04993005224963,0.137628695207383,"Late_Increasing"
"PCMT1",2,0.952619323498116,0.682904971873039,142,20,1.46256868139591,6,-1.83396227107879,-0.899655968377577,1.16041758759735,2.06007355597493,0.13790469016199,"Late_Increasing"
"PSMB2",2,0.952095319841624,0.697115506861742,143,19,1.31893518397039,3,-1.43538893693756,-1.16793153360228,0.95315998356748,2.12109151716976,0.140141461319292,"Late_Increasing"
"TCTEX1D2",2,0.95206693781411,0.704916454758618,144,10,1.22449268168926,6,-1.50426647819373,-1.29418719124271,0.742634827898627,2.03682201914133,0.139649892912178,"Early_Low_Late_Increasing"
"SLC25A5",2,0.951955800451932,0.697987889740245,145,20,1.13377956524681,6,-1.74872190800617,-1.14817172168324,0.697776054388595,1.84594777607183,0.13382929802845,"Late_Increasing"
"CRIPT",2,0.951743779967566,0.667018490476099,146,20,1.51394737157926,6,-1.90059886018214,-0.765680781938593,1.40962366658587,2.17530444852446,0.143391102901347,"Late_Increasing"
"SELENOF",2,0.951634509239584,0.666465297211317,147,19,1.24026519661267,6,-2.31002383468926,-0.604468471886628,1.02058462689813,1.62505309878476,0.126672521074638,"Late_Increasing"
"TSPO",2,0.951601032756957,0.669828841749909,148,19,1.15357718987791,6,-2.30839810190472,-0.737109362411267,1.03343006944445,1.77053943185571,0.130631511607296,"Late_Increasing"
"MRPL34",2,0.951583171707257,0.673607951308774,149,20,1.58778969556181,6,-1.71859085886627,-0.847156824273844,1.0560127375402,1.90316956181404,0.144603482541304,"Late_Increasing"
"DGUOK",2,0.951549866655044,0.679412015383929,150,19,1.38134349916049,7,-1.6832624089437,-0.950518538634705,1.24093303761553,2.19145157625024,0.146046725556686,"Late_Increasing"
"SEC13",2,0.951294797356628,0.695251554387805,151,19,1.28349458420944,7,-1.56633102603255,-1.20257406107569,1.12629526694015,2.32886932801584,0.150365090366018,"Late_Increasing"
"SHKBP1",2,0.95108742825953,0.696071623680678,152,10,1.50945617650292,6,-1.50025374879007,-1.10276216375911,0.864893309833672,1.96765547359279,0.129237627950645,"Early_Low_Late_Increasing"
"EXOSC3",2,0.951059320735062,0.691309446578665,153,11,1.28237729654807,6,-1.59964907283259,-1.09657695467942,0.82678419063521,1.92336114531463,0.136347231016439,"Early_Low_Late_Increasing"
"UROD",2,0.950888619446302,0.688510743349012,154,20,1.3812036610018,5,-1.58826691647303,-1.05111418792407,1.2181857087675,2.26929989669157,0.140561455425775,"Late_Increasing"
"PSIP1",2,0.950443064255518,0.693436251855329,155,11,1.34199576611802,6,-1.75683082645942,-1.1690399908932,0.823996038912156,1.99303602980536,0.140824946696247,"Early_Low_Late_Increasing"
"ARL1",2,0.950318042524359,0.680701479394489,156,17,1.62840713453891,7,-1.50744581638731,-0.965231106718241,1.32433148041623,2.28956258713447,0.151102911441501,"Late_Increasing"
"SF3B6",2,0.950157610336695,0.700180991924983,157,10,1.05646165834684,6,-1.48880190242671,-1.2298564559475,0.794966928222868,2.02482338417037,0.138142394181683,"Early_Low_Late_Increasing"
"CDK4",2,0.949855433285527,0.699067022830909,158,10,1.16167618448641,5,-1.38142679545531,-1.25443623466278,0.762879528080477,2.01731576274326,0.141577249928264,"Early_Low_Late_Increasing"
"NDUFS2",2,0.949849514955061,0.680031439404581,159,19,1.55289111027205,6,-2.10905451144501,-0.943999023667719,0.973442598426034,1.91744162209375,0.138862397465806,"Late_Increasing"
"PSMB4",2,0.949619140946541,0.688860764415843,160,20,1.04116089768695,7,-1.66711014421314,-1.03083097751898,0.792679986951369,1.82351096447034,0.139194565341348,"Late_Increasing"
"ALDH16A1",2,0.949211692764984,0.684813368998446,161,19,1.3778971466,6,-1.61982054816422,-1.16177527838413,1.15775805127213,2.31953332965626,0.155127838199038,"Late_Increasing"
"PLLP",2,0.948456605617463,0.684458556804169,162,18,1.66186381617586,6,-1.42888684650026,-1.18850735503967,1.06155470486249,2.25006205990216,0.149202017879719,"Late_Increasing"
"ATP6V1G1",2,0.948345182131396,0.665938850879677,163,19,0.940314092373467,6,-2.13396197088546,-0.670681437332214,0.841582877923926,1.51226431525614,0.122946572378788,"Late_Increasing"
"YBEY",2,0.947930430637223,0.682929631734393,164,19,1.49509552446573,8,-1.47505432852778,-1.15593817788386,1.11070236209774,2.2666405399816,0.150010477874751,"Late_Increasing"
"COX14",2,0.947757840416507,0.673257690507107,165,20,1.01509699342036,7,-1.72880421850316,-0.805072923195404,0.812392806167398,1.6174657293628,0.130907489380716,"Late_Increasing"
"CLIC1",2,0.947484713422999,0.675487795378979,166,20,1.06403367423109,6,-2.12209667263008,-0.795452636510592,0.895486665558945,1.69093930206954,0.12812715508455,"Late_Increasing"
"LAMTOR5",2,0.947328637949998,0.670818889195093,167,20,0.960304514607253,7,-1.6714072482102,-0.822917004367119,0.924686955186139,1.74760395955326,0.129843781085031,"Late_Increasing"
"UCHL3",2,0.946946616708743,0.679443106100249,168,19,1.72715566807296,6,-1.68616963669017,-0.972799426765564,1.33321575058248,2.30601517734804,0.142582485295985,"Late_Increasing"
"MPZL2",2,0.946769806167207,0.678793428547349,169,17,1.80970087426791,5,-1.61587218181073,-1.0140932797271,1.38550792023528,2.39960119996237,0.15113658863,"Late_Increasing"
"MGST3",2,0.946024415842955,0.665631856821474,170,18,0.929600262158599,6,-2.52989628715777,-0.772322067820156,0.821931092050001,1.59425315987016,0.131937823191182,"Late_Increasing"
"ACTR1B",2,0.945697539949889,0.665239064976012,171,20,2.0408115632579,6,-1.49952347951933,-0.839060488467124,1.38756413849685,2.22662462696397,0.148487258657146,"Late_Increasing"
"FBL",2,0.945594796657581,0.677736720717442,172,10,1.01823406251806,6,-1.83228776434829,-0.977523977883912,0.681184061982496,1.65870803986641,0.130181894940546,"Early_Low_Late_Increasing"
"PAK4",2,0.945341829084141,0.692029939537663,173,19,1.13943395397936,3,-1.78979619560798,-1.24767629347654,0.904182751090469,2.15185904456701,0.145418625731846,"Late_Increasing"
"SYNCRIP",2,0.945267579113194,0.674502740377098,174,19,1.54411243909865,6,-1.60569055782196,-0.875751908472454,1.00696708935191,1.88271899782436,0.130379893918845,"Late_Increasing"
"DDAH2",2,0.945037664949273,0.667547605931314,175,19,0.937221157792936,6,-1.91829121375865,-0.846039279193497,0.817702618155587,1.66374189734908,0.128953968606291,"Late_Increasing"
"PCBD1",2,0.945011466449302,0.668257880504188,176,19,1.07059445395847,8,-1.76866928973446,-0.845676890360821,0.981154790072985,1.82683168043381,0.132793607923504,"Late_Increasing"
"PUF60",2,0.944819045505388,0.656854313463752,177,19,1.63548216933375,6,-2.06605602706996,-0.708056548450755,1.07785836909281,1.78591491754356,0.132827327229335,"Late_Increasing"
"CHCHD1",2,0.944804005068457,0.679883593276264,178,19,1.35847172674695,6,-1.94815745854055,-0.928957897068036,0.885889508847765,1.8148474059158,0.123215751698907,"Late_Increasing"
"FKBP10",2,0.944614319983796,0.674028957395487,179,17,1.64397786854127,6,-1.43101086158535,-1.01130739986459,1.29532511988986,2.30663251975446,0.15253740855359,"Late_Increasing"
"MRPL3",2,0.944601160605535,0.671390258830102,180,19,1.36889814047079,6,-1.77424767228903,-0.851370471435693,0.919222486200285,1.77059295763598,0.124556895360417,"Late_Increasing"
"ATP5MC3",2,0.944294825114886,0.681164988415725,181,20,1.26989983054432,6,-1.87813363205254,-1.05881258091399,0.958021496736962,2.01683407765095,0.139769541460645,"Late_Increasing"
"CFL1",2,0.944281382395457,0.681964265986137,182,10,1.15005983982094,6,-1.94633489650419,-0.914617010576377,0.804079621276579,1.71869663185296,0.125071067015558,"Early_Low_Late_Increasing"
"SAP18",2,0.943968770820424,0.664832768338693,183,20,1.04717005448922,5,-1.7644948462318,-0.74635212111495,0.889635962750808,1.63598808386576,0.124883541441574,"Late_Increasing"
"MEAF6",2,0.943833800300901,0.672981629984403,184,19,1.15397048924988,6,-2.04597534523678,-0.809872641315411,0.863888223485031,1.67376086480044,0.122559654782449,"Late_Increasing"
"MRPL58",2,0.943179698690663,0.690977870417284,185,19,1.24431791308393,6,-1.60638887835445,-1.12442487573065,0.827781988361081,1.95220686409173,0.131927221578321,"Late_Increasing"
"OAT",2,0.943080911827425,0.655469209512698,186,19,1.51970187490678,6,-1.98269682419451,-0.687497940730097,1.14923700322529,1.83673494395539,0.131112977604209,"Late_Increasing"
"CCT8",2,0.943067975491144,0.694658617958225,187,10,1.26513134579486,3,-1.46375442234964,-1.23327337438335,0.78306502779138,2.01633840217473,0.135057778714771,"Early_Low_Late_Increasing"
"MAGEF1",2,0.942760338155423,0.665026943217906,188,20,1.15472006006844,6,-1.81438614078797,-0.896919520651155,0.877380152043889,1.77429967269504,0.135600782147361,"Late_Increasing"
"EFNA4",2,0.942597171199389,0.675951752718625,189,11,1.03372032027259,6,-1.6116490201681,-1.00990058460577,0.739976970788123,1.74987755539389,0.129758560110057,"Early_Low_Late_Increasing"
"MED10",2,0.942553859035086,0.682096968554463,190,19,1.34848935241342,5,-1.52334887604713,-1.11128016540828,1.16338736506412,2.27466753047239,0.147754598597632,"Late_Increasing"
"FARSA",2,0.942476047157182,0.669479396891456,191,19,1.88467883589544,6,-1.61551147920027,-0.883138080991688,1.180794101083,2.06393218207469,0.139631853339253,"Late_Increasing"
"SPINT2",2,0.942435185184,0.661822923006901,192,17,1.26512205208303,6,-1.94962700350528,-0.705198049908845,1.04283926292434,1.74803731283318,0.130304184093788,"Late_Increasing"
"PSENEN",2,0.942419134286561,0.670078634061277,193,19,1.16782323625397,5,-1.80351535839597,-0.868866915531986,1.02628941079042,1.8951563263224,0.130964802163863,"Late_Increasing"
"ISOC2",2,0.942143810321604,0.691546812803394,194,13,1.03184383150926,6,-1.70231469755529,-1.24363867680547,0.665274134593164,1.90891281139863,0.138528558580302,"Early_Low_Late_Increasing"
"LINC00623",2,0.942139653143392,0.671475386400543,195,19,1.58035837041642,5,-1.46472451964644,-0.925351838886865,1.32147296343948,2.24682480232635,0.142189474004358,"Late_Increasing"
"FXYD6",2,0.94151080894915,0.671987836507416,196,20,1.40477821417323,6,-1.4516595301035,-1.08106025361062,0.962409698945837,2.04346995255646,0.142053110850773,"Late_Increasing"
"NCBP2-AS2",2,0.940936565299979,0.694545564860616,197,10,1.36486075919145,2,-1.4678023170866,-1.29813465817218,0.797114306850817,2.095248965023,0.136944640381631,"Early_Low_Late_Increasing"
"MRPL14",2,0.940834565948052,0.665241804241729,198,20,1.16523546536082,8,-1.63992342173651,-0.941416313418244,0.971339133403029,1.91275544682127,0.137671188284382,"Late_Increasing"
"SERP1",2,0.940673625300308,0.680660386976166,199,17,1.24788356034972,6,-1.96930184922614,-1.11606647274468,0.863109902927318,1.979176375672,0.139162284433244,"Late_Increasing"
"SRSF9",2,0.940358750804142,0.659670982278806,200,20,1.15358690005136,7,-1.97373793939637,-0.734430635219956,0.939875274028665,1.67430590924862,0.126080924685038,"Late_Increasing"
"SLC3A2",2,0.940263421586753,0.658307493387691,201,19,1.61923057443465,6,-2.0040000431925,-0.807042081467537,1.11134372582101,1.91838580728855,0.135336282464895,"Late_Increasing"
"PPP2R1A",2,0.940130441806256,0.682247909839199,202,11,1.10880141827714,5,-1.69878045649937,-1.08943320183317,0.583916129586626,1.6733493314198,0.132160004357215,"Early_Low_Late_Increasing"
"CISD1",2,0.940118674355729,0.677693722290854,203,20,1.81231127866483,7,-1.32967742565823,-1.12812849035068,1.20633563748264,2.33446412783332,0.145324057022386,"Late_Increasing"
"EI24",2,0.940089499723511,0.65130839979471,204,20,1.67329952545437,8,-1.52316033948691,-0.644781367360694,1.26151430608564,1.90629567344634,0.13555546219549,"Late_Increasing"
"MLF2",2,0.939751148881315,0.652453392616157,205,20,1.1227177613713,6,-1.86109321441615,-0.6785630831324,0.986406171476557,1.66496925460896,0.12676100938423,"Late_Increasing"
"ARPC3",2,0.939571240356336,0.654103805666861,206,20,0.965899181702614,6,-2.18608373664427,-0.607676133706863,0.853645668181708,1.46132180188857,0.119959584936806,"Late_Increasing"
"LAMTOR2",2,0.939547725911058,0.679262090349024,207,19,1.00522683374003,3,-1.76749398374887,-1.00367666996187,0.888026142308951,1.89170281227082,0.134852425110132,"Late_Increasing"
"MARCKSL1",2,0.939483487713419,0.677634413110719,208,9,1.04285826714624,6,-1.74488807610833,-1.05763800804344,0.737216833352629,1.79485484139607,0.12542791959051,"Early_Low_Late_Increasing"
"EIF4G1",2,0.939310499720429,0.678272849770983,209,10,1.16021459095322,6,-1.97117111956415,-1.13932455704639,0.81481335908729,1.95413791613368,0.134819825085277,"Early_Low_Late_Increasing"
"TSEN34",2,0.939197926725026,0.69274896957036,210,10,0.978338137405686,6,-1.46657222864084,-1.37751265013566,0.683761984273954,2.06127463440961,0.142414116037993,"Early_Low_Late_Increasing"
"TFAM",2,0.939018657600319,0.671782832774167,211,20,1.27049339864254,7,-1.84700167570499,-0.998052558054103,0.921626623703094,1.9196791817572,0.141058041627335,"Late_Increasing"
"ERG28",2,0.938549401000351,0.66530968782017,212,20,1.81296379093341,6,-1.76560992993789,-0.863012451748362,1.22776111763152,2.09077356937988,0.131987321412263,"Late_Increasing"
"DHPS",2,0.938539565578348,0.680977138352753,213,16,1.01991100410503,5,-1.70830955828721,-1.14417056827298,0.67994624541267,1.82411681368565,0.138806785749589,"Late_Increasing"
"WRB",2,0.93805564922582,0.676128476752166,214,17,1.25700031423465,7,-1.74445579725368,-1.10188105886714,1.15560840947166,2.2574894683388,0.145553011225688,"Late_Increasing"
"SUMO1",2,0.938030869158424,0.67679914936188,215,20,0.939015460716082,7,-1.89158518061541,-1.02231437038094,0.843993515178005,1.86630788555894,0.132545479128726,"Late_Increasing"
"ECH1",2,0.937768061114875,0.650487552077802,216,10,0.971217662554365,6,-2.15154829583636,-0.649377622406175,0.840996612860105,1.49037423526628,0.123192985105132,"Early_Low_Late_Increasing"
"TMEM14C",2,0.937746164205424,0.648036119118277,217,20,1.17294372881919,6,-1.92833394426884,-0.563302452199509,1.14312529249176,1.70642774469127,0.129843158255561,"Late_Increasing"
"MRPL39",2,0.937013120985669,0.682905935039709,218,10,1.5037900321901,6,-1.52597304599259,-1.21761534450744,0.981104344494536,2.19871968900198,0.138828733944896,"Early_Low_Late_Increasing"
"POLR2H",2,0.936890893525806,0.693360003019845,219,10,1.07808576543011,3,-1.58760382161938,-1.33101301601046,0.720976122662911,2.05198913867337,0.140259355004742,"Early_Low_Late_Increasing"
"NQO1",2,0.936825703078972,0.66135938846373,220,20,1.63519288881782,6,-1.7973546561704,-0.887690398207838,1.17583861764264,2.06352901585048,0.146838892935626,"Late_Increasing"
"CSRP2",2,0.936530844607964,0.671380377609281,221,17,1.35664367967333,7,-1.57356115445546,-1.17112903530392,1.15286033059207,2.32398936589598,0.158703310754713,"Late_Increasing"
"CD63",2,0.936203673321292,0.645929605634323,222,20,1.1687341823418,6,-2.14623560673736,-0.625001930937867,1.09407505503934,1.7190769859772,0.132909827136885,"Late_Increasing"
"YWHAQ",2,0.936111710103208,0.672066638391667,223,19,1.31223678231677,5,-1.61163946518693,-0.931777723339871,0.937481741210614,1.86925946455049,0.127589175375223,"Late_Increasing"
"SLPI",2,0.935945272433877,0.680067455338356,224,19,1.23185539043361,1,-1.68062416395437,-1.2878125128728,0.993132059595925,2.28094457246872,0.150214492788776,"Late_Increasing"
"BASP1",2,0.935543470395997,0.67264928147317,225,19,1.65179037017658,7,-1.22172838451744,-1.1310487582306,1.33488365641926,2.46593241464986,0.150761856527863,"Late_Increasing"
"APH1A",2,0.935166082512275,0.663856407955062,226,17,1.28935463846086,7,-1.64896572513862,-0.923896640720969,1.00315155115822,1.92704819187919,0.138053483767869,"Late_Increasing"
"PFN1",2,0.93437178971593,0.668439401346737,227,10,1.04414419476817,6,-2.34082376646023,-0.880206065965585,0.775735764536524,1.65594183050211,0.123615235045359,"Early_Low_Late_Increasing"
"WDR83OS",2,0.933887954283694,0.657264774822604,228,17,1.1633769580782,5,-1.8948974612114,-0.7819662549812,1.11591226201223,1.89787851699343,0.137700964891111,"Late_Increasing"
"EBLN3P",2,0.933797141284993,0.66601369191228,229,17,1.76170970988063,5,-1.64990125152543,-1.01724427934393,1.13781720132296,2.15506148066689,0.146739866093585,"Late_Increasing"
"LSM4",2,0.933680502528187,0.665041226503161,230,20,1.34245629935389,7,-1.60768581038967,-0.965068120861186,0.903751327071374,1.86881944793256,0.139244602094435,"Late_Increasing"
"EMP2",2,0.932752851479814,0.681046126267442,231,10,1.00558795267228,5,-1.90038962502734,-1.18485717998405,0.841583892770943,2.02644107275499,0.137067004373926,"Early_Low_Late_Increasing"
"SPATC1L",2,0.932319341251022,0.67749110001458,232,19,1.55128928911122,3,-1.62373734989077,-1.22751328858504,1.13996512732178,2.36747841590682,0.149422079904355,"Late_Increasing"
"DBI",2,0.932084802775827,0.677075811071647,233,20,1.11948105525821,3,-1.68596545392476,-1.2854084458209,0.949958238849766,2.23536668467067,0.140170244782983,"Late_Increasing"
"MDH1",2,0.932077214777855,0.676787718973695,234,20,1.74728792233667,6,-1.52203613813954,-1.13435261018422,1.05074987379439,2.18510248397861,0.138830052978462,"Late_Increasing"
"HAT1",2,0.931976855779442,0.640123712033826,235,20,1.91086423101863,6,-2.02856692497307,-0.642216971496014,1.26856574110263,1.91078271259865,0.13630961951345,"Late_Increasing"
"MAGOH",2,0.931853362470328,0.676585481174411,236,10,1.2684762970531,6,-1.75879320943051,-1.11216851669912,0.674318545629495,1.78648706232862,0.130680904210375,"Early_Low_Late_Increasing"
"SPATS2",2,0.931809712370059,0.66648724364142,237,20,1.26537800250567,8,-1.69724240473494,-1.08948837707031,0.975820214514167,2.06530859158447,0.147837850772716,"Late_Increasing"
"MRPS12",2,0.93155881136737,0.677244314385988,238,10,1.4042590156983,3,-1.42755533452494,-1.16750246259787,0.687635952094916,1.85513841469279,0.131442494372899,"Early_Low_Late_Increasing"
"THYN1",2,0.93099991666627,0.64489455029887,239,19,1.89286513984799,6,-1.7957958843212,-0.760837524459582,1.40744722775556,2.16828475221514,0.144020523690383,"Late_Increasing"
"RBM17",2,0.93095222199737,0.678712889088142,240,10,1.39786554730126,5,-1.49482240976506,-1.19893088728352,0.804383318795257,2.00331420607877,0.133163953316068,"Early_Low_Late_Increasing"
