"CNV_Status","N","Min","Q1","Median","Mean","Q3","Max"
"Normal_like",607,0,1.69311014646767,2.4586218595704,2.43168591734526,2.85082170855916,11.9026871581554
"Tumor_like",5201,0.261257762780432,13.7098750813837,16.896015793054,16.7804135583233,20.7272857137406,25.9820113227059
