"Gene","Bin","Z_Score","Bin_Number","Pseudotime_Bin_Center","Cluster","Silhouette_Width"
"GAPDH","Bin_6",-2.77967047408303,6,7.14505311374411,2,0.52889822775668
"GAPDH","Bin_7",-1.01988240940556,7,8.4441536798794,2,0.52889822775668
"GAPDH","Bin_8",0.0460149774136668,8,9.7432542460147,2,0.52889822775668
"GAPDH","Bin_9",0.331612492189868,9,11.04235481215,2,0.52889822775668
"GAPDH","Bin_10",0.319113073761726,10,12.3414553782853,2,0.52889822775668
"GAPDH","Bin_11",0.363695670322431,11,13.6405559444206,2,0.52889822775668
"GAPDH","Bin_12",0.499743856366655,12,14.9396565105559,2,0.52889822775668
"GAPDH","Bin_13",0.325030117738233,13,16.2387570766912,2,0.52889822775668
"GAPDH","Bin_14",0.485242150156249,14,17.5378576428265,2,0.52889822775668
"GAPDH","Bin_15",0.824068924879286,15,18.8369582089617,2,0.52889822775668
"GAPDH","Bin_16",0.759888282951994,16,20.136058775097,2,0.52889822775668
"GAPDH","Bin_17",1.18892560858542,17,21.4351593412323,2,0.52889822775668
"GAPDH","Bin_18",0.766168849940019,18,22.7342599073676,2,0.52889822775668
"GAPDH","Bin_19",0.520689986349902,19,24.0333604735029,2,0.52889822775668
"GAPDH","Bin_20",0.822060248052281,20,25.3324610396382,2,0.52889822775668
"SLC25A5","Bin_1",-0.890857218759647,1,0.649550283067647,2,0.697987889740245
"SLC25A5","Bin_2",-1.21991061365265,2,1.94865084920294,2,0.697987889740245
"SLC25A5","Bin_3",-1.35522592631373,3,3.24775141533823,2,0.697987889740245
"SLC25A5","Bin_4",-1.12669312800692,4,4.54685198147353,2,0.697987889740245
"SLC25A5","Bin_5",-1.10508210010404,5,5.84595254760882,2,0.697987889740245
"SLC25A5","Bin_6",-1.74872190800617,6,7.14505311374411,2,0.697987889740245
"SLC25A5","Bin_7",-1.09749481776113,7,8.4441536798794,2,0.697987889740245
"SLC25A5","Bin_8",-0.613320109143346,8,9.7432542460147,2,0.697987889740245
"SLC25A5","Bin_9",0.966344618010623,9,11.04235481215,2,0.697987889740245
"SLC25A5","Bin_10",1.05653308932654,10,12.3414553782853,2,0.697987889740245
"SLC25A5","Bin_11",0.906946972105731,11,13.6405559444206,2,0.697987889740245
"SLC25A5","Bin_12",0.698769965151079,12,14.9396565105559,2,0.697987889740245
"SLC25A5","Bin_13",0.930698150082646,13,16.2387570766912,2,0.697987889740245
"SLC25A5","Bin_14",0.841339709871876,14,17.5378576428265,2,0.697987889740245
"SLC25A5","Bin_15",0.497231218347856,15,18.8369582089617,2,0.697987889740245
"SLC25A5","Bin_16",0.468337881296905,16,20.136058775097,2,0.697987889740245
"SLC25A5","Bin_17",0.293120770208469,17,21.4351593412323,2,0.697987889740245
"SLC25A5","Bin_18",0.525934681964295,18,22.7342599073676,2,0.697987889740245
"SLC25A5","Bin_19",0.838269200134809,19,24.0333604735029,2,0.697987889740245
"SLC25A5","Bin_20",1.13377956524681,20,25.3324610396382,2,0.697987889740245
"RPS27A","Bin_1",-0.762093867604008,1,0.649550283067647,2,0.452851374326522
"RPS27A","Bin_2",-0.309847067529799,2,1.94865084920294,2,0.452851374326522
"RPS27A","Bin_3",-0.296967574954353,3,3.24775141533823,2,0.452851374326522
"RPS27A","Bin_4",-1.06812694411042,4,4.54685198147353,2,0.452851374326522
"RPS27A","Bin_5",0.23522234743929,5,5.84595254760882,2,0.452851374326522
"RPS27A","Bin_6",-3.19902180583871,6,7.14505311374411,2,0.452851374326522
"RPS27A","Bin_7",-1.60009805528722,7,8.4441536798794,2,0.452851374326522
"RPS27A","Bin_8",0.528450104863014,8,9.7432542460147,2,0.452851374326522
"RPS27A","Bin_9",0.891131564777122,9,11.04235481215,2,0.452851374326522
"RPS27A","Bin_10",0.698241331835979,10,12.3414553782853,2,0.452851374326522
"RPS27A","Bin_11",0.295526072126411,11,13.6405559444206,2,0.452851374326522
"RPS27A","Bin_12",0.724776024991632,12,14.9396565105559,2,0.452851374326522
"RPS27A","Bin_13",0.585186590333676,13,16.2387570766912,2,0.452851374326522
"RPS27A","Bin_14",0.507737413944518,14,17.5378576428265,2,0.452851374326522
"RPS27A","Bin_15",0.516950494816306,15,18.8369582089617,2,0.452851374326522
"RPS27A","Bin_16",0.169883648214793,16,20.136058775097,2,0.452851374326522
"RPS27A","Bin_17",0.29087311179924,17,21.4351593412323,2,0.452851374326522
"RPS27A","Bin_18",0.640165701532356,18,22.7342599073676,2,0.452851374326522
"RPS27A","Bin_19",0.667832280937763,19,24.0333604735029,2,0.452851374326522
"RPS27A","Bin_20",0.484178627712406,20,25.3324610396382,2,0.452851374326522
"RPL24","Bin_1",-0.798600445996497,1,0.649550283067647,2,0.572851254686303
"RPL24","Bin_2",-0.658842332844292,2,1.94865084920294,2,0.572851254686303
"RPL24","Bin_3",-0.527627909920948,3,3.24775141533823,2,0.572851254686303
"RPL24","Bin_4",-1.66479960517449,4,4.54685198147353,2,0.572851254686303
"RPL24","Bin_5",-0.487880984203407,5,5.84595254760882,2,0.572851254686303
"RPL24","Bin_6",-2.65805726881115,6,7.14505311374411,2,0.572851254686303
"RPL24","Bin_7",-1.26145972868966,7,8.4441536798794,2,0.572851254686303
"RPL24","Bin_8",-0.0613114314378879,8,9.7432542460147,2,0.572851254686303
"RPL24","Bin_9",0.886049248227282,9,11.04235481215,2,0.572851254686303
"RPL24","Bin_10",0.784260357941604,10,12.3414553782853,2,0.572851254686303
"RPL24","Bin_11",0.646856108188159,11,13.6405559444206,2,0.572851254686303
"RPL24","Bin_12",0.92284253478934,12,14.9396565105559,2,0.572851254686303
"RPL24","Bin_13",0.830732121972682,13,16.2387570766912,2,0.572851254686303
"RPL24","Bin_14",0.874956544475905,14,17.5378576428265,2,0.572851254686303
"RPL24","Bin_15",0.814206456482548,15,18.8369582089617,2,0.572851254686303
"RPL24","Bin_16",0.6782583102151,16,20.136058775097,2,0.572851254686303
"RPL24","Bin_17",0.42905776369934,17,21.4351593412323,2,0.572851254686303
"RPL24","Bin_18",0.532335440989922,18,22.7342599073676,2,0.572851254686303
"RPL24","Bin_19",0.409856977571784,19,24.0333604735029,2,0.572851254686303
"RPL24","Bin_20",0.309167842524663,20,25.3324610396382,2,0.572851254686303
"DDX39A","Bin_1",-1.36445518164831,1,0.649550283067647,2,0.640573693947734
"DDX39A","Bin_2",-1.43343933907477,2,1.94865084920294,2,0.640573693947734
"DDX39A","Bin_3",-1.45932713713472,3,3.24775141533823,2,0.640573693947734
"DDX39A","Bin_4",-0.916579138510011,4,4.54685198147353,2,0.640573693947734
"DDX39A","Bin_5",-1.32310723171307,5,5.84595254760882,2,0.640573693947734
"DDX39A","Bin_6",-0.106391929039807,6,7.14505311374411,2,0.640573693947734
"DDX39A","Bin_7",-1.02530870555802,7,8.4441536798794,2,0.640573693947734
"DDX39A","Bin_8",-1.11565083280718,8,9.7432542460147,2,0.640573693947734
"DDX39A","Bin_9",0.303198326556414,9,11.04235481215,2,0.640573693947734
"DDX39A","Bin_10",0.763209447288053,10,12.3414553782853,2,0.640573693947734
"DDX39A","Bin_11",1.32620334862172,11,13.6405559444206,2,0.640573693947734
"DDX39A","Bin_12",0.165078146368076,12,14.9396565105559,2,0.640573693947734
"DDX39A","Bin_13",0.922991085712354,13,16.2387570766912,2,0.640573693947734
"DDX39A","Bin_14",0.542895542876517,14,17.5378576428265,2,0.640573693947734
"DDX39A","Bin_15",0.311387753519791,15,18.8369582089617,2,0.640573693947734
"DDX39A","Bin_16",0.821462917712036,16,20.136058775097,2,0.640573693947734
"DDX39A","Bin_17",0.555452267222973,17,21.4351593412323,2,0.640573693947734
"DDX39A","Bin_18",0.612321511918124,18,22.7342599073676,2,0.640573693947734
"DDX39A","Bin_19",1.02948840501289,19,24.0333604735029,2,0.640573693947734
"DDX39A","Bin_20",1.39057074267693,20,25.3324610396382,2,0.640573693947734
"TAGLN","Bin_1",-0.33652710836926,1,0.649550283067647,1,0.562997981058334
"TAGLN","Bin_2",2.11026537303328,2,1.94865084920294,1,0.562997981058334
"TAGLN","Bin_3",3.16726222407868,3,3.24775141533823,1,0.562997981058334
"TAGLN","Bin_4",1.03273171285188,4,4.54685198147353,1,0.562997981058334
"TAGLN","Bin_5",0.606451731695331,5,5.84595254760882,1,0.562997981058334
"TAGLN","Bin_6",-0.178398927128186,6,7.14505311374411,1,0.562997981058334
"TAGLN","Bin_7",-0.384185644303754,7,8.4441536798794,1,0.562997981058334
"TAGLN","Bin_8",-0.486145596485497,8,9.7432542460147,1,0.562997981058334
"TAGLN","Bin_9",-0.477696172165128,9,11.04235481215,1,0.562997981058334
"TAGLN","Bin_10",-0.467813644699132,10,12.3414553782853,1,0.562997981058334
"TAGLN","Bin_11",-0.441430832954826,11,13.6405559444206,1,0.562997981058334
"TAGLN","Bin_12",-0.450336518158591,12,14.9396565105559,1,0.562997981058334
"TAGLN","Bin_13",-0.464374849478587,13,16.2387570766912,1,0.562997981058334
"TAGLN","Bin_14",-0.467107744852457,14,17.5378576428265,1,0.562997981058334
"TAGLN","Bin_15",-0.461894445697811,15,18.8369582089617,1,0.562997981058334
"TAGLN","Bin_16",-0.454717826852064,16,20.136058775097,1,0.562997981058334
"TAGLN","Bin_17",-0.431697792896983,17,21.4351593412323,1,0.562997981058334
"TAGLN","Bin_18",-0.465734376841891,18,22.7342599073676,1,0.562997981058334
"TAGLN","Bin_19",-0.473015444584841,19,24.0333604735029,1,0.562997981058334
"TAGLN","Bin_20",-0.47563411619016,20,25.3324610396382,1,0.562997981058334
"KRT14","Bin_1",-2.04096455192116,1,0.649550283067647,2,0.576538561122636
"KRT14","Bin_2",-0.78349158517074,2,1.94865084920294,2,0.576538561122636
"KRT14","Bin_3",-0.0820309191000014,3,3.24775141533823,2,0.576538561122636
"KRT14","Bin_4",-1.52948557257291,4,4.54685198147353,2,0.576538561122636
"KRT14","Bin_5",-1.59297177041993,5,5.84595254760882,2,0.576538561122636
"KRT14","Bin_6",-1.78208739024712,6,7.14505311374411,2,0.576538561122636
"KRT14","Bin_7",-0.209179049207387,7,8.4441536798794,2,0.576538561122636
"KRT14","Bin_8",0.164483483400064,8,9.7432542460147,2,0.576538561122636
"KRT14","Bin_9",0.974136715945697,9,11.04235481215,2,0.576538561122636
"KRT14","Bin_10",0.762339372516902,10,12.3414553782853,2,0.576538561122636
"KRT14","Bin_11",0.4733900764887,11,13.6405559444206,2,0.576538561122636
"KRT14","Bin_12",0.54352108327362,12,14.9396565105559,2,0.576538561122636
"KRT14","Bin_13",1.02820139147025,13,16.2387570766912,2,0.576538561122636
"KRT14","Bin_14",0.547013876417622,14,17.5378576428265,2,0.576538561122636
"KRT14","Bin_15",0.39756677255841,15,18.8369582089617,2,0.576538561122636
"KRT14","Bin_16",0.263421469435448,16,20.136058775097,2,0.576538561122636
"KRT14","Bin_17",0.259747453533052,17,21.4351593412323,2,0.576538561122636
"KRT14","Bin_18",0.705188195641127,18,22.7342599073676,2,0.576538561122636
"KRT14","Bin_19",1.15652896777184,19,24.0333604735029,2,0.576538561122636
"KRT14","Bin_20",0.744671980186525,20,25.3324610396382,2,0.576538561122636
"CALML5","Bin_1",-1.78062069262291,1,0.649550283067647,2,0.585127715531442
"CALML5","Bin_2",-1.5233650957081,2,1.94865084920294,2,0.585127715531442
"CALML5","Bin_3",-1.49717109177197,3,3.24775141533823,2,0.585127715531442
"CALML5","Bin_4",-1.37870576623282,4,4.54685198147353,2,0.585127715531442
"CALML5","Bin_5",-1.54592365557309,5,5.84595254760882,2,0.585127715531442
"CALML5","Bin_6",-0.51120976451669,6,7.14505311374411,2,0.585127715531442
"CALML5","Bin_7",-0.16819588443914,7,8.4441536798794,2,0.585127715531442
"CALML5","Bin_8",0.218770210971721,8,9.7432542460147,2,0.585127715531442
"CALML5","Bin_9",0.883546910823858,9,11.04235481215,2,0.585127715531442
"CALML5","Bin_10",1.00242127163867,10,12.3414553782853,2,0.585127715531442
"CALML5","Bin_11",0.786888762261586,11,13.6405559444206,2,0.585127715531442
