"Database","Temporal_Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Reactome","2","R-HSA-110312","Translesion synthesis by REV1","5/373","16/10039",0.000214516943784699,0.00124419827395126,0.000816380271893188,"RPS27A/RFC4/UBB/PCNA/UBA52",5
"Reactome","2","R-HSA-8866427","VLDLR internalisation and degradation","5/373","16/10039",0.000214516943784699,0.00124419827395126,0.000816380271893188,"RPS27A/AP2M1/UBB/UBA52/NR1H2",5
"Reactome","2","R-HSA-9837999","Mitochondrial protein degradation","12/373","96/10039",0.000216500734492721,0.00124929760566973,0.000819726196656114,"COX5B/CHCHD2/ATP5MG/ATP5F1C/TFAM/ATP5F1B/IDH2/COX4I1/ATP5PD/ECH1/ATP5PF/ATP5PO",12
"Reactome","2","R-HSA-201681","TCF dependent signaling in response to WNT","16/373","156/10039",0.000219712232626673,0.00126139357919171,0.00082766296554531,"PSMB2/PSMA5/PSMB4/DPY30/RPS27A/PSMD2/CSNK2B/PSMB1/MYC/PSMB5/PSMA3/UBB/UBA52/PSMC4/PPP2R1A/RBX1",16
"Reactome","2","R-HSA-5696397","Gap-filling DNA repair synthesis and ligation in GG-NER","6/373","25/10039",0.000245492636759456,0.00140228369785326,0.000920107968715664,"RPS27A/POLE4/RFC4/UBB/PCNA/UBA52",6
"Reactome","2","R-HSA-2644602","Signaling by NOTCH1 PEST Domain Mutants in Cancer","9/373","58/10039",0.000260006988502177,0.00144861036451213,0.000950505195198521,"APH1A/RPS27A/HDAC2/HEY1/MYC/UBB/UBA52/PSENEN/RBX1",9
"Reactome","2","R-HSA-2644603","Signaling by NOTCH1 in Cancer","9/373","58/10039",0.000260006988502177,0.00144861036451213,0.000950505195198521,"APH1A/RPS27A/HDAC2/HEY1/MYC/UBB/UBA52/PSENEN/RBX1",9
"Reactome","2","R-HSA-2644606","Constitutive Signaling by NOTCH1 PEST Domain Mutants","9/373","58/10039",0.000260006988502177,0.00144861036451213,0.000950505195198521,"APH1A/RPS27A/HDAC2/HEY1/MYC/UBB/UBA52/PSENEN/RBX1",9
"Reactome","2","R-HSA-2894858","Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer","9/373","58/10039",0.000260006988502177,0.00144861036451213,0.000950505195198521,"APH1A/RPS27A/HDAC2/HEY1/MYC/UBB/UBA52/PSENEN/RBX1",9
"Reactome","2","R-HSA-2894862","Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants","9/373","58/10039",0.000260006988502177,0.00144861036451213,0.000950505195198521,"APH1A/RPS27A/HDAC2/HEY1/MYC/UBB/UBA52/PSENEN/RBX1",9
"Reactome","2","R-HSA-5668541","TNFR2 non-canonical NF-kB pathway","11/373","85/10039",0.000290236292689725,0.00160910415211803,0.00105581313904157,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4",11
"Reactome","2","R-HSA-5655862","Translesion synthesis by POLK","5/373","17/10039",0.000294697497004167,0.00161797509277531,0.00106163380371966,"RPS27A/RFC4/UBB/PCNA/UBA52",5
"Reactome","2","R-HSA-5656121","Translesion synthesis by POLI","5/373","17/10039",0.000294697497004167,0.00161797509277531,0.00106163380371966,"RPS27A/RFC4/UBB/PCNA/UBA52",5
"Reactome","2","R-HSA-8878171","Transcriptional regulation by RUNX1","16/373","161/10039",0.000315402992812023,0.00172328881579902,0.00113073536706065,"PSMB2/PSMA5/PSMB4/DPY30/RPS27A/ACTL6A/PSMD2/CCNH/CSNK2B/PSMB1/CCND1/PSMB5/PSMA3/UBB/UBA52/PSMC4",16
"Reactome","2","R-HSA-9020702","Interleukin-1 signaling","12/373","101/10039",0.00034973456197247,0.00190168168072531,0.00124778778436534,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4/RBX1",12
"Reactome","2","R-HSA-9927426","Developmental Lineage of Mammary Gland Alveolar Cells","5/373","18/10039",0.000395698924887998,0.00213112135261108,0.00139833454659669,"EPCAM/KIT/KRT8/KRT19/SLPI",5
"Reactome","2","R-HSA-9927432","Developmental Lineage of Mammary Gland Myoepithelial Cells","5/373","18/10039",0.000395698924887998,0.00213112135261108,0.00139833454659669,"EPCAM/ALDH1A1/VIM/KRT5/KRT14",5
"Reactome","2","R-HSA-9012852","Signaling by NOTCH3","8/373","49/10039",0.00039953384166985,0.00214157713236304,0.00140519510290469,"YBX1/APH1A/RPS27A/HEY1/UBB/NOTCH3/UBA52/PSENEN",8
"Reactome","2","R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)","10/373","76/10039",0.000475593268258167,0.00253724521886786,0.00166481258253231,"RPS27A/POLE4/POLR2H/RFC4/CCNH/UBB/PCNA/UBA52/POLR2F/RBX1",10
"Reactome","2","R-HSA-9664873","Pexophagy","4/373","11/10039",0.000502803192070733,0.00265733836557009,0.00174361165966486,"RPS27A/MAP1LC3B/UBB/UBA52",4
"Reactome","2","R-HSA-9708530","Regulation of BACH1 activity","4/373","11/10039",0.000502803192070733,0.00265733836557009,0.00174361165966486,"RPS27A/UBB/UBA52/RBX1",4
"Reactome","2","R-HSA-72163","mRNA Splicing - Major Pathway","18/373","202/10039",0.000520183666055928,0.00272690963311608,0.00178926082306933,"YBX1/MAGOH/SF3B6/PRPF40A/POLR2H/NCBP2/SF3B5/PUF60/SF3B2/RBM17/PCBP2/HNRNPA1/SRSF9/SAP18/LSM4/RBM42/PRPF31/POLR2F",18
"Reactome","2","R-HSA-110320","Translesion Synthesis by POLH","5/373","19/10039",0.000520789107650817,0.00272690963311608,0.00178926082306933,"RPS27A/RFC4/UBB/PCNA/UBA52",5
"Reactome","2","R-HSA-1592230","Mitochondrial biogenesis","11/373","91/10039",0.000527739179061474,0.00273794959412169,0.0017965046897071,"ATP5PB/ATP5MC3/MTX2/ATP5MG/ATP5F1C/TFAM/ATP5F1B/IDH2/ATP5PD/ATP5PF/ATP5PO",11
"Reactome","2","R-HSA-391251","Protein folding","11/373","91/10039",0.000527739179061474,0.00273794959412169,0.0017965046897071,"CCT4/CCT5/TBCA/CSNK2B/TCP1/TUBA1B/TUBA1C/CCT2/PFDN4/TBCB/CCT8",11
"Reactome","2","R-HSA-5357801","Programmed Cell Death","14/373","137/10039",0.000557978787543445,0.00288161647813533,0.00189077166651348,"PSMB2/PSMA5/PSMB4/YWHAQ/RPS27A/PSMD2/PSMB1/CDKN2A/VIM/PSMB5/PSMA3/UBB/UBA52/PSMC4",14
"Reactome","2","R-HSA-9646399","Aggrephagy","7/373","40/10039",0.000596419621160594,0.00305518080010182,0.00200465583700664,"RPS27A/HSF1/VIM/TUBA1B/TUBA1C/UBB/UBA52",7
"Reactome","2","R-HSA-9612973","Autophagy","15/373","154/10039",0.000596989351744033,0.00305518080010182,0.00200465583700664,"LAMTOR5/LAMTOR2/RPS27A/CSNK2B/EEF1A1/HSF1/RRAGA/VIM/VDAC2/TUBA1B/TUBA1C/ATG101/MAP1LC3B/UBB/UBA52",15
"Reactome","2","R-HSA-1632852","Macroautophagy","14/373","139/10039",0.000645749675670728,0.0032898328071333,0.00215862267116104,"LAMTOR5/LAMTOR2/RPS27A/CSNK2B/HSF1/RRAGA/VIM/VDAC2/TUBA1B/TUBA1C/ATG101/MAP1LC3B/UBB/UBA52",14
"Reactome","2","R-HSA-5628897","TP53 Regulates Metabolic Genes","10/373","80/10039",0.000719239938292915,0.00364780435071429,0.00239350557704274,"PRDX1/LAMTOR5/LAMTOR2/YWHAQ/COX5B/RRAGA/DDIT4/COX4I1/PRDX2/GPI",10
"Reactome","2","R-HSA-72172","mRNA Splicing","18/373","210/10039",0.000823161799339394,0.00415623212077167,0.00272711028446557,"YBX1/MAGOH/SF3B6/PRPF40A/POLR2H/NCBP2/SF3B5/PUF60/SF3B2/RBM17/PCBP2/HNRNPA1/SRSF9/SAP18/LSM4/RBM42/PRPF31/POLR2F",18
"Reactome","2","R-HSA-983705","Signaling by the B Cell Receptor (BCR)","11/373","96/10039",0.00083349730880592,0.00418971313893109,0.00274907884307917,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4",11
"Reactome","2","R-HSA-2467813","Separation of Sister Chromatids","16/373","176/10039",0.000846464263054273,0.00423606673236453,0.00277949373755595,"PSMB2/PSMA5/PSMB4/RPS27A/SEC13/PSMD2/PSMB1/ANAPC16/TUBA1B/TUBA1C/PSMB5/PSMA3/UBB/UBA52/PSMC4/PPP2R1A",16
"Reactome","2","R-HSA-5689880","Ub-specific processing proteases","14/373","143/10039",0.00085676568515425,0.00425213968371856,0.00279003999908938,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/MYC/VDAC2/PSMB5/PSMA3/UBB/FKBP8/UBA52/PSMC4",14
"Reactome","2","R-HSA-9613829","Chaperone Mediated Autophagy","5/373","21/10039",0.000857195267805334,0.00425213968371856,0.00279003999908938,"RPS27A/EEF1A1/VIM/UBB/UBA52",5
"Reactome","2","R-HSA-446203","Asparagine N-linked glycosylation","23/373","302/10039",0.000870800159640456,0.00430076410721989,0.0028219448979385,"OST4/RPS27A/RAB1A/SEC13/ARF4/TFG/RAD23B/TMEM258/FOLR1/TRAPPC4/TUBA1B/TUBA1C/MLEC/TMED2/TMED10/UBB/LMAN1/RPN2/DPM1/CALR/UBA52/COPE/KDELR1",23
"Reactome","2","R-HSA-3700989","Transcriptional Regulation by TP53","25/373","343/10039",0.000991601018951074,0.00487609022797246,0.00319944493528836,"MEAF6/PRDX1/LAMTOR5/LAMTOR2/YWHAQ/RPS27A/COX5B/POLR2H/RFC4/CCNH/CSNK2B/HDAC2/PERP/IGFBP3/RRAGA/CDKN2A/DDIT4/COX4I1/UBB/PCNA/PRDX2/UBA52/GPI/PPP2R1A/POLR2F",25
"Reactome","2","R-HSA-1980145","Signaling by NOTCH2","6/373","32/10039",0.00100825796913066,0.00491525759951198,0.00322514459272739,"APH1A/RPS27A/MDK/UBB/UBA52/PSENEN",6
"Reactome","2","R-HSA-5656169","Termination of translesion DNA synthesis","6/373","32/10039",0.00100825796913066,0.00491525759951198,0.00322514459272739,"RPS27A/POLE4/RFC4/UBB/PCNA/UBA52",6
"Reactome","2","R-HSA-1358803","Downregulation of ERBB2:ERBB3 signaling","4/373","13/10039",0.00102681949192432,0.00496296087763422,0.00325644508235109,"RPS27A/ERBB3/UBB/UBA52",4
"Reactome","2","R-HSA-9938206","Developmental Lineage of Mammary Stem Cells","4/373","13/10039",0.00102681949192432,0.00496296087763422,0.00325644508235109,"EPCAM/DLX5/ALDH1A1/KRT5",4
"Reactome","2","R-HSA-3858494","Beta-catenin independent WNT signaling","13/373","130/10039",0.00106768831015762,0.00513853395229052,0.0033716472952346,"PSMB2/PSMA5/PSMB4/RPS27A/AP2M1/PSMD2/PSMB1/PSMB5/PSMA3/PFN1/UBB/UBA52/PSMC4",13
"Reactome","2","R-HSA-9663891","Selective autophagy","10/373","85/10039",0.00115992766469129,0.00555880588460104,0.00364740857987224,"RPS27A/CSNK2B/HSF1/VIM/VDAC2/TUBA1B/TUBA1C/MAP1LC3B/UBB/UBA52",10
"Reactome","2","R-HSA-202403","TCR signaling","11/373","100/10039",0.00117287866310719,0.00559715513913179,0.00367257143011579,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4",11
"Reactome","2","R-HSA-5654738","Signaling by FGFR2","9/373","71/10039",0.00118965444489354,0.0056518051209077,0.00370842999696582,"RPS27A/POLR2H/NCBP2/FGFBP2/HNRNPA1/UBB/UBA52/PPP2R1A/POLR2F",9
"Reactome","2","R-HSA-2559585","Oncogene Induced Senescence","6/373","33/10039",0.00119432486639871,0.0056518051209077,0.00370842999696582,"RPS27A/CDKN2A/CDK4/UBB/ID1/UBA52",6
"Reactome","2","R-HSA-5619115","Disorders of transmembrane transporters","14/373","148/10039",0.00119974986715328,0.00565382124895982,0.00370975287869763,"PSMB2/PSMA5/PSMB4/ERLEC1/RPS27A/SEC13/PSMD2/PSMB1/SLC3A2/PSMB5/PSMA3/UBB/UBA52/PSMC4",14
"Reactome","2","R-HSA-9793380","Formation of paraxial mesoderm","8/373","58/10039",0.00126979788612546,0.0059590929842651,0.00391005682340444,"PSMB2/PSMA5/PSMB4/PSMD2/PSMB1/PSMB5/PSMA3/PSMC4",8
"Reactome","2","R-HSA-5620922","BBSome-mediated cargo-targeting to cilium","5/373","23/10039",0.00133333255019401,0.00620575767189066,0.00407190577382188,"CCT4/CCT5/TCP1/CCT2/CCT8",5
"Reactome","2","R-HSA-73980","RNA Polymerase III Transcription Termination","5/373","23/10039",0.00133333255019401,0.00620575767189066,0.00407190577382188,"SSB/POLR2H/POLR1D/NFIX/POLR2F",5
"Reactome","2","R-HSA-532668","N-glycan trimming in the ER and Calnexin/Calreticulin cycle","6/373","34/10039",0.00140557476342942,0.00651518466163393,0.00427493618730692,"RPS27A/RAD23B/MLEC/UBB/CALR/UBA52",6
"Reactome","2","R-HSA-1257604","PIP3 activates AKT signaling","20/373","257/10039",0.00143781823275664,0.00661298993330186,0.00433911108285896,"PSMB2/PSMA5/LAMTOR5/PSMB4/LAMTOR2/RPS27A/PSMD2/KIT/CSNK2B/HDAC2/PSMB1/MAF1/RRAGA/ERBB3/PSMB5/PSMA3/UBB/UBA52/PSMC4/PPP2R1A",20
"Reactome","2","R-HSA-69275","G2/M Transition","16/373","185/10039",0.00143836916321155,0.00661298993330186,0.00433911108285896,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/CCNH/PSMB1/TUBA1B/TUBA1C/PSMB5/PSMA3/UBB/UBA52/PSMC4/PPP2R1A/RBX1",16
"Reactome","2","R-HSA-1980143","Signaling by NOTCH1","9/373","74/10039",0.00160134381491777,0.00733246904725507,0.00481119705739199,"APH1A/RPS27A/HDAC2/HEY1/MYC/UBB/UBA52/PSENEN/RBX1",9
"Reactome","2","R-HSA-453274","Mitotic G2-G2/M phases","16/373","187/10039",0.00160903713081786,0.00733798788288306,0.00481481823950166,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/CCNH/PSMB1/TUBA1B/TUBA1C/PSMB5/PSMA3/UBB/UBA52/PSMC4/PPP2R1A/RBX1",16
"Reactome","2","R-HSA-166208","mTORC1-mediated signalling","5/373","24/10039",0.00163354022747263,0.00741981525008651,0.00486850923850434,"LAMTOR5/LAMTOR2/EIF4G1/RRAGA/RPS6",5
"Reactome","2","R-HSA-8964043","Plasma lipoprotein clearance","6/373","35/10039",0.00164416202585955,0.0074381890049886,0.00488056517149887,"RPS27A/AP2M1/UBB/UBA52/LSR/NR1H2",6
"Reactome","2","R-HSA-5621481","C-type lectin receptors (CLRs)","12/373","121/10039",0.00176664182905626,0.00796044585124553,0.00522324382253999,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/CLEC7A/PSMB5/PSMA3/UBB/UBA52/PSMC4",12
"Reactome","2","R-HSA-2122947","NOTCH1 Intracellular Domain Regulates Transcription","7/373","48/10039",0.00182568767452652,0.00816147335924703,0.00535514795315664,"RPS27A/HDAC2/HEY1/MYC/UBB/UBA52/RBX1",7
"Reactome","2","R-HSA-73893","DNA Damage Bypass","7/373","48/10039",0.00182568767452652,0.00816147335924703,0.00535514795315664,"RPS27A/POLE4/RFC4/UBB/PCNA/UBA52/RBX1",7
"Reactome","2","R-HSA-2173796","SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription","6/373","36/10039",0.00191230240531233,0.00844849226721972,0.00554347531145228,"YBX1/RPS27A/MYC/UBB/JUNB/UBA52",6
"Reactome","2","R-HSA-6814122","Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding","6/373","36/10039",0.00191230240531233,0.00844849226721972,0.00554347531145228,"CCT4/CCT5/CSNK2B/TCP1/CCT2/CCT8",6
"Reactome","2","R-HSA-9725554","Differentiation of Keratinocytes in Interfollicular Epidermis in Mammalian Skin","6/373","36/10039",0.00191230240531233,0.00844849226721972,0.00554347531145228,"FABP5/AQP3/CALML5/KRT5/KRT19/KRT14",6
"Reactome","2","R-HSA-9758941","Gastrulation","11/373","108/10039",0.00219438959187112,0.00965702190041339,0.00633645161691232,"PSMB2/PSMA5/PSMB4/CXCR4/PSMD2/PSMB1/DLX5/PSMB5/PSMA3/PSMC4/TEAD2",11
"Reactome","2","R-HSA-2173793","Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer","7/373","50/10039",0.00232431530287714,0.0101498092955755,0.00665979389769716,"YBX1/PARP1/RPS27A/MYC/UBB/JUNB/UBA52",7
"Reactome","2","R-HSA-72165","mRNA Splicing - Minor Pathway","7/373","50/10039",0.00232431530287714,0.0101498092955755,0.00665979389769716,"YBX1/SF3B6/POLR2H/NCBP2/SF3B5/SF3B2/POLR2F",7
"Reactome","2","R-HSA-1295596","Spry regulation of FGF signaling","4/373","16/10039",0.0023924293690387,0.0104070677553184,0.00682859394806594,"RPS27A/UBB/UBA52/PPP2R1A",4
"Reactome","2","R-HSA-5205647","Mitophagy","6/373","38/10039",0.00254637414342493,0.0110342879548414,0.0072401442674514,"RPS27A/CSNK2B/VDAC2/MAP1LC3B/UBB/UBA52",6
"Reactome","2","R-HSA-6781823","Formation of TC-NER Pre-Incision Complex","7/373","51/10039",0.00260996822700521,0.0112666949035988,0.00739263800738719,"RPS27A/POLR2H/CCNH/UBB/UBA52/POLR2F/RBX1",7
"Reactome","2","R-HSA-110313","Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template","6/373","39/10039",0.00291698576612672,0.0125441479144081,0.00823083836349544,"RPS27A/POLE4/RFC4/UBB/PCNA/UBA52",6
"Reactome","2","R-HSA-5620920","Cargo trafficking to the periciliary membrane","8/373","66/10039",0.00294161244831034,0.012602135147875,0.00826888666690109,"CCT4/ARF4/CCT5/TCP1/TUBA1B/TUBA1C/CCT2/CCT8",8
"Reactome","2","R-HSA-2454202","Fc epsilon receptor (FCERI) signaling","11/373","113/10039",0.00313686876261059,0.0133879191340097,0.00878447856063741,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4",11
"Reactome","2","R-HSA-1852241","Organelle biogenesis and maintenance","20/373","275/10039",0.0031842889827842,0.0135392136824396,0.00888375042684155,"ATP5PB/CCT4/ATP5MC3/MTX2/ARF4/CCT5/TCP1/ATP5MG/ATP5F1C/TFAM/TUBA1B/TUBA1C/ATP5F1B/CCT2/IDH2/ATP5PD/PPP2R1A/ATP5PF/CCT8/ATP5PO",20
"Reactome","2","R-HSA-68882","Mitotic Anaphase","17/373","219/10039",0.00328116108853313,0.0138988509031122,0.00911972626617723,"PSMB2/PSMA5/PSMB4/RPS27A/SUMO1/SEC13/PSMD2/PSMB1/ANAPC16/TUBA1B/TUBA1C/PSMB5/PSMA3/UBB/UBA52/PSMC4/PPP2R1A",17
"Reactome","2","R-HSA-69620","Cell Cycle Checkpoints","19/373","257/10039",0.00334093818885886,0.0140992578044753,0.00925122318596032,"PSMB2/PSMA5/PSMB4/YWHAQ/RPS27A/SEC13/PSMD2/RFC4/PSMB1/CDKN2A/ANAPC16/PSMB5/PSMA3/UBB/BABAM1/UBA52/PSMC4/PPP2R1A/RBX1",19
"Reactome","2","R-HSA-2555396","Mitotic Metaphase and Anaphase","17/373","220/10039",0.00343831840503422,0.0144562755245119,0.00948548024084963,"PSMB2/PSMA5/PSMB4/RPS27A/SUMO1/SEC13/PSMD2/PSMB1/ANAPC16/TUBA1B/TUBA1C/PSMB5/PSMA3/UBB/UBA52/PSMC4/PPP2R1A",17
"Reactome","2","R-HSA-204005","COPII-mediated vesicle transport","8/373","69/10039",0.00388949637053262,0.0162926681298977,0.0106904286207622,"RAB1A/SEC13/TFG/FOLR1/TRAPPC4/TMED2/TMED10/LMAN1",8
"Reactome","2","R-HSA-69278","Cell Cycle, Mitotic","30/373","483/10039",0.00393138870744408,0.016407382391584,0.0107656983443312,"PSMB2/PSMA5/PSMB4/CKS1B/RPS27A/RAB1A/POLE4/GORASP2/SUMO1/SEC13/PSMD2/RFC4/CCNH/CSNK2B/PSMB1/MYC/CDKN2A/CCND1/ANAPC16/TUBA1B/TUBA1C/CDK4/PSMB5/PSMA3/UBB/PCNA/UBA52/PSMC4/PPP2R1A/RBX1",30
"Reactome","2","R-HSA-199977","ER to Golgi Anterograde Transport","13/373","151/10039",0.00406476306704792,0.01690164348835,0.0110900075939194,"RAB1A/SEC13/ARF4/TFG/FOLR1/TRAPPC4/TUBA1B/TUBA1C/TMED2/TMED10/LMAN1/COPE/KDELR1",13
"Reactome","2","R-HSA-390466","Chaperonin-mediated protein folding","9/373","85/10039",0.00417511344724875,0.0172968985671734,0.0113493540786982,"CCT4/CCT5/CSNK2B/TCP1/TUBA1B/TUBA1C/CCT2/PFDN4/CCT8",9
"Reactome","2","R-HSA-190236","Signaling by FGFR","9/373","86/10039",0.004514650231903,0.0186352898258478,0.0122275390453001,"RPS27A/POLR2H/NCBP2/FGFBP2/HNRNPA1/UBB/UBA52/PPP2R1A/POLR2F",9
"Reactome","2","R-HSA-427413","NoRC negatively regulates rRNA expression","6/373","43/10039",0.00481276851724562,0.0197936043381993,0.0129875667163949,"POLR2H/CCNH/HDAC2/SAP18/POLR1D/POLR2F",6
"Reactome","2","R-HSA-446652","Interleukin-1 family signaling","12/373","137/10039",0.00494304558483441,0.0202557411465497,0.0132907976251268,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4/RBX1",12
"Reactome","2","R-HSA-937042","IRAK2 mediated activation of TAK1 complex","3/373","10/10039",0.00502456892898653,0.0205154781901941,0.0134612239974748,"RPS27A/UBB/UBA52",3
"Reactome","2","R-HSA-2122948","Activated NOTCH1 Transmits Signal to the Nucleus","5/373","31/10039",0.00527738406508481,0.0213168620628962,0.0139870517514466,"APH1A/RPS27A/UBB/UBA52/PSENEN",5
"Reactome","2","R-HSA-5205685","PINK1-PRKN Mediated Mitophagy","5/373","31/10039",0.00527738406508481,0.0213168620628962,0.0139870517514466,"RPS27A/VDAC2/MAP1LC3B/UBB/UBA52",5
"Reactome","2","R-HSA-9768727","Regulation of CDH1 posttranslational processing and trafficking to plasma membrane","5/373","31/10039",0.00527738406508481,0.0213168620628962,0.0139870517514466,"OST4/CSNK2B/TMEM258/SEC11C/RPN2",5
"Reactome","2","R-HSA-195721","Signaling by WNT","18/373","250/10039",0.00556680482985939,0.0224058941728504,0.0147016197979055,"PSMB2/PSMA5/PSMB4/DPY30/RPS27A/AP2M1/PSMD2/CSNK2B/PSMB1/MYC/PSMB5/PSMA3/PFN1/UBB/UBA52/PSMC4/PPP2R1A/RBX1",18
"Reactome","2","R-HSA-5689901","Metalloprotease DUBs","4/373","20/10039",0.00566330917810599,0.0227134846824038,0.0149034452055421,"RPS27A/UBB/BABAM1/UBA52",4
"Reactome","2","R-HSA-6798695","Neutrophil degranulation","28/373","457/10039",0.00632558552350783,0.0252799902017221,0.0165874569242069,"CDA/PSMA5/ILF2/LAMTOR2/RAB10/ACTR1B/PTX3/PSMD2/S100P/CSNK2B/EEF1A1/DYNLT1/PSMB1/PRDX4/FABP5/ERP44/CALML5/COMMD3/PSAP/PGAM1/CD63/CCT2/MLEC/GRN/SLPI/GPI/CCT8/CSTB",28
"Reactome","2","R-HSA-9014325","TICAM1,TRAF6-dependent induction of TAK1 complex","3/373","11/10039",0.00672023108032997,0.0265500305583091,0.0174207934697826,"RPS27A/UBB/UBA52",3
"Reactome","2","R-HSA-9645460","Alpha-protein kinase 1 signaling pathway","3/373","11/10039",0.00672023108032997,0.0265500305583091,0.0174207934697826,"RPS27A/UBB/UBA52",3
"Reactome","2","R-HSA-9828211","Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation","3/373","11/10039",0.00672023108032997,0.0265500305583091,0.0174207934697826,"RPS27A/UBB/UBA52",3
"Reactome","2","R-HSA-5250941","Negative epigenetic regulation of rRNA expression","6/373","46/10039",0.00673727565891664,0.0265500305583091,0.0174207934697826,"POLR2H/CCNH/HDAC2/SAP18/POLR1D/POLR2F",6
"Reactome","2","R-HSA-389977","Post-chaperonin tubulin folding pathway","4/373","21/10039",0.00679415950994145,0.0266812305754992,0.0175068803161868,"TBCA/TUBA1B/TUBA1C/TBCB",4
"Reactome","2","R-HSA-9694635","Translation of Structural Proteins","7/373","61/10039",0.00716931851121609,0.0280570907826484,0.0184096505205148,"OST4/RPS27A/SUMO1/TMEM258/UBB/RPN2/UBA52",7
"Reactome","2","R-HSA-170834","Signaling by TGF-beta Receptor Complex","9/373","93/10039",0.00753213047552567,0.0292743627760121,0.0192083631226102,"YBX1/PARP1/RPS27A/MYC/BAMBI/UBB/JUNB/UBA52/LTBP4",9
"Reactome","2","R-HSA-381119","Unfolded Protein Response (UPR)","9/373","93/10039",0.00753213047552567,0.0292743627760121,0.0192083631226102,"PDIA6/SERP1/DNAJB11/SSR1/EXOSC4/EXOSC3/YIF1A/MYDGF/CALR",9
"Reactome","2","R-HSA-9006925","Intracellular signaling by second messengers","20/373","298/10039",0.00771577483879585,0.0298854155571168,0.0196093051959303,"PSMB2/PSMA5/LAMTOR5/PSMB4/LAMTOR2/RPS27A/PSMD2/KIT/CSNK2B/HDAC2/PSMB1/MAF1/RRAGA/ERBB3/PSMB5/PSMA3/UBB/UBA52/PSMC4/PPP2R1A",20
"Reactome","2","R-HSA-5663202","Diseases of signal transduction by growth factor receptors and second messengers","27/373","444/10039",0.00800731567895786,0.0309087850952264,0.0202807887683323,"PSMB2/PSMA5/APH1A/PSMB4/ERLEC1/RPS27A/TFG/PSMD2/POLR2H/NCBP2/KIT/HDAC2/PSMB1/HEY1/MYC/RPS6/ERBB3/PSMB5/PSMA3/UBB/JUNB/UBA52/PSENEN/PSMC4/PPP2R1A/POLR2F/RBX1",27
"Reactome","2","R-HSA-9833109","Evasion by RSV of host interferon responses","4/373","22/10039",0.00806488926243965,0.031025135223875,0.0203571318654492,"RPS27A/UBB/UBA52/RBX1",4
"Reactome","2","R-HSA-381038","XBP1(S) activates chaperone genes","6/373","48/10039",0.00829648828491298,0.0318078923736833,0.0208707377015652,"PDIA6/SERP1/DNAJB11/SSR1/YIF1A/MYDGF",6
"Reactome","2","R-HSA-209543","p75NTR recruits signalling complexes","3/373","12/10039",0.0087162395414657,0.0329701234829355,0.0216333352463768,"RPS27A/UBB/UBA52",3
"Reactome","2","R-HSA-209560","NF-kB is activated and signals survival","3/373","12/10039",0.0087162395414657,0.0329701234829355,0.0216333352463768,"RPS27A/UBB/UBA52",3
"Reactome","2","R-HSA-3134975","Regulation of innate immune responses to cytosolic DNA","3/373","12/10039",0.0087162395414657,0.0329701234829355,0.0216333352463768,"RPS27A/UBB/UBA52",3
"Reactome","2","R-HSA-3371511","HSF1 activation","3/373","12/10039",0.0087162395414657,0.0329701234829355,0.0216333352463768,"EEF1A1/HSF1/HSBP1",3
"Reactome","2","R-HSA-6804757","Regulation of TP53 Degradation","5/373","35/10039",0.00893349994989661,0.0336792948111102,0.0220986577707969,"RPS27A/CDKN2A/UBB/UBA52/PPP2R1A",5
"Reactome","2","R-HSA-9918481","Dengue Virus-Host Interactions","16/373","225/10039",0.0097371423416231,0.036587069728823,0.024006593288492,"YBX1/SDC1/SF3B6/POLR2H/NCBP2/SF3B5/DYNLT1/PUF60/SF3B2/RBM17/VIM/PCBP2/HNRNPA1/SRSF9/RPL18/POLR2F",16
