"Database","Temporal_Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Reactome","1","R-HSA-72766","Translation","17/43","344/10039",1.56743257134772e-14,9.02841161096288e-12,6.89670331392998e-12,"RPS27/RPL34/RPL37/UBC/RPS15/RPL36/RPS28/MT-ND1/MT-CO1/MT-CO2/MT-ATP6/MT-CO3/MT-ND3/MT-ND4L/MT-ND4/MT-ND5/MT-CYB",17
"Reactome","1","R-HSA-5419276","Mitochondrial translation termination","10/43","100/10039",8.87907154569646e-12,2.55717260516058e-09,1.95339574005322e-09,"MT-ND1/MT-CO1/MT-CO2/MT-ATP6/MT-CO3/MT-ND3/MT-ND4L/MT-ND4/MT-ND5/MT-CYB",10
"Reactome","1","R-HSA-5368287","Mitochondrial translation","10/43","109/10039",2.12832821030179e-11,4.08639016377944e-09,3.12154804177596e-09,"MT-ND1/MT-CO1/MT-CO2/MT-ATP6/MT-CO3/MT-ND3/MT-ND4L/MT-ND4/MT-ND5/MT-CYB",10
"Reactome","1","R-HSA-1428517","Aerobic respiration and respiratory electron transport","10/43","247/10039",6.36507352702448e-08,9.16570587891525e-06,7.00158087972693e-06,"UBC/MT-ND1/MT-CO1/MT-CO2/MT-ATP6/MT-CO3/MT-ND3/MT-ND4/MT-ND5/MT-CYB",10
"Reactome","1","R-HSA-877300","Interferon gamma signaling","7/43","93/10039",1.14434150798405e-07,1.09141331740514e-05,8.33718506351146e-06,"HLA-A/HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DPA1/B2M/MT2A",7
"Reactome","1","R-HSA-913531","Interferon Signaling","10/43","265/10039",1.23312752472598e-07,1.09141331740514e-05,8.33718506351146e-06,"HLA-A/HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DPA1/ACTB/UBC/B2M/MT2A/ACTG1",10
"Reactome","1","R-HSA-9954716","ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA","7/43","95/10039",1.32637035101319e-07,1.09141331740514e-05,8.33718506351146e-06,"RPS27/RPL34/RPL37/UBC/RPS15/RPL36/RPS28",7
"Reactome","1","R-HSA-611105","Respiratory electron transport","8/43","153/10039",2.23608708064645e-07,1.60998269806544e-05,1.22984789435555e-05,"MT-ND1/MT-CO1/MT-CO2/MT-CO3/MT-ND3/MT-ND4/MT-ND5/MT-CYB",8
"Reactome","1","R-HSA-2408522","Selenoamino acid metabolism","7/43","107/10039",3.01365398783578e-07,1.9287385522149e-05,1.4733419496086e-05,"RPS27/RPL34/RPL37/NNMT/RPS15/RPL36/RPS28",7
"Reactome","1","R-HSA-202430","Translocation of ZAP-70 to Immunological synapse","4/43","17/10039",6.6689958746041e-07,3.84134162377196e-05,2.9343581848258e-05,"HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DPA1",4
"Reactome","1","R-HSA-202427","Phosphorylation of CD3 and TCR zeta chains","4/43","20/10039",1.34500179447509e-06,7.04291848743321e-05,5.38000717790037e-05,"HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DPA1",4
"Reactome","1","R-HSA-156902","Peptide chain elongation","6/43","88/10039",1.79482575993955e-06,7.40904227544297e-05,5.65968507151894e-05,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-192823","Viral mRNA Translation","6/43","88/10039",1.79482575993955e-06,7.40904227544297e-05,5.65968507151894e-05,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-9954714","PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA","6/43","89/10039",1.9184792300676e-06,7.40904227544297e-05,5.65968507151894e-05,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-9948299","Ribosome-associated quality control","7/43","143/10039",2.1558994585356e-06,7.40904227544297e-05,5.65968507151894e-05,"RPS27/RPL34/RPL37/UBC/RPS15/RPL36/RPS28",7
"Reactome","1","R-HSA-2408557","Selenocysteine synthesis","6/43","91/10039",2.18669650490504e-06,7.40904227544297e-05,5.65968507151894e-05,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-72764","Eukaryotic Translation Termination","6/43","91/10039",2.18669650490504e-06,7.40904227544297e-05,5.65968507151894e-05,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-156842","Eukaryotic Translation Elongation","6/43","92/10039",2.33185054946385e-06,7.46192175828432e-05,5.70007912091163e-05,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)","6/43","94/10039",2.64578880380185e-06,8.02091763678877e-05,6.12708986143587e-05,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-72689","Formation of a pool of free 40S subunits","6/43","100/10039",3.80055219123633e-06,0.000104243717245339,7.96306173401897e-05,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-9633012","Response of EIF2AK4 (GCN2) to amino acid deficiency","6/43","100/10039",3.80055219123633e-06,0.000104243717245339,7.96306173401897e-05,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-9010553","Regulation of expression of SLITs and ROBOs","7/43","157/10039",4.01986764259698e-06,0.000105247443733448,8.03973528519396e-05,"RPS27/RPL34/RPL37/UBC/RPS15/RPL36/RPS28",7
"Reactome","1","R-HSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression","6/43","110/10039",6.61555132734684e-06,0.000160621845608689,0.000122697243173304,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-1799339","SRP-dependent cotranslational protein targeting to membrane","6/43","111/10039",6.97143427121045e-06,0.000160621845608689,0.000122697243173304,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-72706","GTP hydrolysis and joining of the 60S ribosomal subunit","6/43","111/10039",6.97143427121045e-06,0.000160621845608689,0.000122697243173304,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-927802","Nonsense-Mediated Decay (NMD)","6/43","114/10039",8.13349443020018e-06,0.000173514547844271,0.000132545835158818,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)","6/43","114/10039",8.13349443020018e-06,0.000173514547844271,0.000132545835158818,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-202433","Generation of second messenger molecules","4/43","32/10039",9.61694509945913e-06,0.000190515852598237,0.000145532942956987,"HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DPA1",4
"Reactome","1","R-HSA-72613","Eukaryotic Translation Initiation","6/43","118/10039",9.9227006561582e-06,0.000190515852598237,0.000145532942956987,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-72737","Cap-dependent Translation Initiation","6/43","118/10039",9.9227006561582e-06,0.000190515852598237,0.000145532942956987,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-202424","Downstream TCR signaling","5/43","78/10039",1.90077362668093e-05,0.000353176002892973,0.000269787224432132,"HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DPA1/UBC",5
"Reactome","1","R-HSA-168273","Influenza Viral RNA Transcription and Replication","6/43","133/10039",1.96876765301405e-05,0.000354378177542528,0.000270705552289431,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-376176","Signaling by ROBO receptors","7/43","201/10039",2.03172057649531e-05,0.000354627591533727,0.000270896076866042,"RPS27/RPL34/RPL37/UBC/RPS15/RPL36/RPS28",7
"Reactome","1","R-HSA-977225","Amyloid fiber formation","4/43","46/10039",4.17827081744608e-05,0.00068960459324658,0.000526781286507804,"LTF/SAA1/UBC/B2M",4
"Reactome","1","R-HSA-9711097","Cellular response to starvation","6/43","152/10039",4.19030568813026e-05,0.00068960459324658,0.000526781286507804,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-168255","Influenza Infection","6/43","154/10039",4.50943380474099e-05,0.000721509408758558,0.000551153020579454,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-9837999","Mitochondrial protein degradation","5/43","96/10039",5.19923262778717e-05,0.000809394052325786,0.00061828712330442,"MT-ND1/MT-CO1/MT-CO2/MT-ATP6/MT-ND5",5
"Reactome","1","R-HSA-202403","TCR signaling","5/43","100/10039",6.3235871054157e-05,0.000958522677031432,0.000732204822732344,"HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DPA1/UBC",5
"Reactome","1","R-HSA-6791226","Major pathway of rRNA processing in the nucleolus and cytosol","6/43","181/10039",0.000110738528174854,0.00161165429283548,0.0012311248070271,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-9764561","Regulation of CDH1 Function","4/43","59/10039",0.000111920437002464,0.00161165429283548,0.0012311248070271,"ACTB/ACTA2/UBC/ACTG1",4
"Reactome","1","R-HSA-9705683","SARS-CoV-2-host interactions","6/43","183/10039",0.000117646111052146,0.00165278438941551,0.00126254363080351,"RPS27/HLA-A/UBC/B2M/RPS15/RPS28",6
"Reactome","1","R-HSA-2132295","MHC class II antigen presentation","5/43","119/10039",0.000144468483452415,0.00198128205877598,0.00151347935045387,"CD74/HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DPA1",5
"Reactome","1","R-HSA-8868773","rRNA processing in the nucleus and cytosol","6/43","191/10039",0.000148785539373345,0.0019930342018383,0.00152245668195981,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-6799198","Complex I biogenesis","4/43","67/10039",0.000183861889640031,0.00240691928256041,0.00183861889640031,"MT-ND1/MT-ND3/MT-ND4/MT-ND5",4
"Reactome","1","R-HSA-9635486","Infection with Mycobacterium tuberculosis","3/43","27/10039",0.000199308556570017,0.00255114952409621,0.00194879477535127,"LTF/UBC/B2M",3
"Reactome","1","R-HSA-72312","rRNA processing","6/43","207/10039",0.000230570152902435,0.00288713930590876,0.00220545363645808,"RPS27/RPL34/RPL37/RPS15/RPL36/RPS28",6
"Reactome","1","R-HSA-1236974","ER-Phagosome pathway","4/43","81/10039",0.000382129797972119,0.00468312263046682,0.00357738534271771,"HLA-A/PSMB9/UBC/B2M",4
"Reactome","1","R-HSA-9735869","SARS-CoV-1 modulates host translation machinery","3/43","35/10039",0.000435455421623038,0.00511882291540551,0.0039102119492681,"RPS27/RPS15/RPS28",3
"Reactome","1","R-HSA-9913351","Formation of the dystrophin-glycoprotein complex (DGC)","3/43","35/10039",0.000435455421623038,0.00511882291540551,0.0039102119492681,"ACTB/ACTA2/ACTG1",3
"Reactome","1","R-HSA-389948","Co-inhibition by PD-1","5/43","153/10039",0.000464711242630458,0.00535347351510287,0.00408945893514803,"HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DPA1/UBC",5
"Reactome","1","R-HSA-71291","Metabolism of amino acids and derivatives","7/43","339/10039",0.000531560392461828,0.00600350560898065,0.00458601122908244,"RPS27/RPL34/RPL37/NNMT/RPS15/RPL36/RPS28",7
"Reactome","1","R-HSA-9692914","SARS-CoV-1-host interactions","4/43","91/10039",0.000595120224515752,0.00659210094848217,0.00503563266897944,"RPS27/UBC/RPS15/RPS28",4
"Reactome","1","R-HSA-1236975","Antigen processing-Cross presentation","4/43","96/10039",0.000728322433728043,0.00791535324202552,0.00604645039321394,"HLA-A/PSMB9/UBC/B2M",4
"Reactome","1","R-HSA-164940","Nef mediated downregulation of MHC class I complex cell surface expression","2/43","10/10039",0.000789090870282411,0.00841696928301239,0.00642962931341224,"HLA-A/B2M",2
"Reactome","1","R-HSA-9954709","Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide","4/43","103/10039",0.000948545286202303,0.00971948051360911,0.00742460317011807,"RPL34/RPL37/UBC/RPL36",4
"Reactome","1","R-HSA-1236977","Endosomal/Vacuolar pathway","2/43","11/10039",0.000961823592492569,0.00971948051360911,0.00742460317011807,"HLA-A/B2M",2
"Reactome","1","R-HSA-196025","Formation of annular gap junctions","2/43","11/10039",0.000961823592492569,0.00971948051360911,0.00742460317011807,"ACTB/ACTG1",2
"Reactome","1","R-HSA-9864848","Complex IV assembly","3/43","47/10039",0.00104093060048615,0.0103375176875865,0.00789671490023973,"MT-CO1/MT-CO2/MT-CO3",3
"Reactome","1","R-HSA-190873","Gap junction degradation","2/43","12/10039",0.00115105273752489,0.011184113637821,0.00854342014000217,"ACTB/ACTG1",2
"Reactome","1","R-HSA-9754678","SARS-CoV-2 modulates host translation machinery","3/43","49/10039",0.00117571722463243,0.011184113637821,0.00854342014000217,"RPS27/RPS15/RPS28",3
"Reactome","1","R-HSA-9694516","SARS-CoV-2 Infection","6/43","282/10039",0.00118442870122757,0.011184113637821,0.00854342014000217,"RPS27/HLA-A/UBC/B2M/RPS15/RPS28",6
"Reactome","1","R-HSA-72695","Formation of the ternary complex, and subsequently, the 43S complex","3/43","50/10039",0.0012470456339957,0.0115854562126052,0.00885000127351787,"RPS27/RPS15/RPS28",3
"Reactome","1","R-HSA-9953170","GBP-mediated host defense","2/43","14/10039",0.00157844966865936,0.0144315398277428,0.0110240929239702,"ACTB/ACTG1",2
"Reactome","1","R-HSA-388841","Regulation of T cell activation by CD28 family","5/43","204/10039",0.00169527550868722,0.015257479578185,0.0116550191222247,"HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DPA1/UBC",5
"Reactome","1","R-HSA-114608","Platelet degranulation","4/43","121/10039",0.00172382716338429,0.0152757607093746,0.0116689838752167,"TIMP1/CLU/A2M/LGALS3BP",4
"Reactome","1","R-HSA-72649","Translation initiation complex formation","3/43","57/10039",0.00182329343163797,0.0154443678915217,0.0117977810282457,"RPS27/RPS15/RPS28",3
"Reactome","1","R-HSA-72702","Ribosomal scanning and start codon recognition","3/43","57/10039",0.00182329343163797,0.0154443678915217,0.0117977810282457,"RPS27/RPS15/RPS28",3
"Reactome","1","R-HSA-9707564","Cytoprotection by HMOX1","3/43","57/10039",0.00182329343163797,0.0154443678915217,0.0117977810282457,"MT-CO1/MT-CO2/MT-CO3",3
"Reactome","1","R-HSA-72662","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","3/43","58/10039",0.00191703723065994,0.0160030934037699,0.0122245852389909,"RPS27/RPS15/RPS28",3
"Reactome","1","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","4/43","126/10039",0.001999805568402,0.0164555429628507,0.0125702064299554,"TIMP1/CLU/A2M/LGALS3BP",4
"Reactome","1","R-HSA-446353","Cell-extracellular matrix interactions","2/43","18/10039",0.00262518999461078,0.0205575485313859,0.0157036829059198,"ACTB/ACTG1",2
"Reactome","1","R-HSA-5213460","RIPK1-mediated regulated necrosis","2/43","18/10039",0.00262518999461078,0.0205575485313859,0.0157036829059198,"BIRC3/UBC",2
"Reactome","1","R-HSA-5675482","Regulation of necroptotic cell death","2/43","18/10039",0.00262518999461078,0.0205575485313859,0.0157036829059198,"BIRC3/UBC",2
"Reactome","1","R-HSA-9678108","SARS-CoV-1 Infection","4/43","136/10039",0.00264107394326833,0.0205575485313859,0.0157036829059198,"RPS27/UBC/RPS15/RPS28",4
"Reactome","1","R-HSA-168927","TICAM1, RIP1-mediated IKK complex recruitment","2/43","19/10039",0.0029260801222149,0.0224722953386104,0.0171663367169941,"BIRC3/UBC",2
"Reactome","1","R-HSA-9764265","Regulation of CDH1 Expression and Function","4/43","142/10039",0.0030870847403016,0.0230929975378406,0.0176404842302949,"ACTB/ACTA2/UBC/ACTG1",4
"Reactome","1","R-HSA-9764274","Regulation of Expression and Function of Type I Classical Cadherins","4/43","142/10039",0.0030870847403016,0.0230929975378406,0.0176404842302949,"ACTB/ACTA2/UBC/ACTG1",4
"Reactome","1","R-HSA-164938","Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters","2/43","21/10039",0.00357397863571284,0.0260583758755772,0.0199057037938437,"HLA-A/B2M",2
"Reactome","1","R-HSA-5357956","TNFR1-induced NF-kappa-B signaling pathway","2/43","21/10039",0.00357397863571284,0.0260583758755772,0.0199057037938437,"BIRC3/UBC",2
"Reactome","1","R-HSA-9759476","Regulation of Homotypic Cell-Cell Adhesion","4/43","158/10039",0.00452326352869114,0.0325674974065762,0.0248779494078013,"ACTB/ACTA2/UBC/ACTG1",4
"Reactome","1","R-HSA-3000171","Non-integrin membrane-ECM interactions","3/43","79/10039",0.00461608879040645,0.0327277856214688,0.0250003917941776,"ACTB/ACTA2/ACTG1",3
"Reactome","1","R-HSA-937041","IKK complex recruitment mediated by RIP1","2/43","24/10039",0.00465916392527855,0.0327277856214688,0.0250003917941776,"BIRC3/UBC",2
"Reactome","1","R-HSA-5628897","TP53 Regulates Metabolic Genes","3/43","80/10039",0.00478173948427382,0.0331841197944785,0.02534898039856,"MT-CO1/MT-CO2/MT-CO3",3
"Reactome","1","R-HSA-164952","The role of Nef in HIV-1 replication and disease pathogenesis","2/43","28/10039",0.00631224106535299,0.0429887345217401,0.0328386166485515,"HLA-A/B2M",2
"Reactome","1","R-HSA-9679506","SARS-CoV Infections","6/43","395/10039",0.0063438236707429,0.0429887345217401,0.0328386166485515,"RPS27/HLA-A/UBC/B2M/RPS15/RPS28",6
"Reactome","1","R-HSA-983170","Antigen Presentation: Folding, assembly and peptide loading of class I MHC","2/43","29/10039",0.00676148110513817,0.0452861990297626,0.0345936242588464,"HLA-A/B2M",2
"Reactome","1","R-HSA-418990","Adherens junctions interactions","4/43","179/10039",0.00701565531302821,0.0464484765552213,0.0354814751463496,"ACTB/ACTA2/UBC/ACTG1",4
"Reactome","1","R-HSA-445095","Interaction between L1 and Ankyrins","2/43","30/10039",0.00722485967207814,0.0467586423721012,0.0357184073675773,"ACTB/ACTG1",2
"Reactome","1","R-HSA-5626467","RHO GTPases activate IQGAPs","2/43","30/10039",0.00722485967207814,0.0467586423721012,0.0357184073675773,"ACTB/ACTG1",2
"Reactome","2","R-HSA-72766","Translation","80/373","344/10039",1.18453543909253e-42,1.33970958161365e-39,8.79049983747612e-40,"PSMB2/MRPS15/RPL5/PSMA5/PSMB4/MRPL9/SSR2/MRPS14/RPS7/RPS27A/RPL31/EEF1B2/RPL32/RPL24/MRPL3/SSR3/RPL22L1/MRPL47/PSMD2/EIF4G1/EIF4A2/RPL39L/RPL35A/SRP72/MRPL36/RPS23/SRP19/SSR1/RPS18/RPS10/RPL10A/MRPL14/EEF1A1/PSMB1/MRPS33/RPL10/RPL7/EIF3H/RPL8/RPS6/SEC61B/RPL7A/RPLP2/RPS25/PPA1/MRPS16/CHCHD1/RPS24/RPS26/RPL41/TSFM/RPL6/RPL21/PSMB5/PSMA3/UBB/RPL23A/RPL27/MRPL58/SEC11C/RPN2/FARSA/GADD45GIP1/MRPL34/RPL18A/UBA52/MRPS12/RPS16/PSMC4/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/EIF3D/EIF3L/RBX1/MRPL39/MRPS6",80
"Reactome","2","R-HSA-1799339","SRP-dependent cotranslational protein targeting to membrane","44/373","111/10039",1.90557208134009e-34,1.07760101199782e-31,7.07067535444612e-32,"RPL5/SSR2/RPS7/RPS27A/RPL31/RPL32/RPL24/SSR3/RPL22L1/RPL39L/RPL35A/SRP72/RPS23/SRP19/SSR1/RPS18/RPS10/RPL10A/RPL10/RPL7/RPL8/RPS6/SEC61B/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/SEC11C/RPN2/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5",44
"Reactome","2","R-HSA-9010553","Regulation of expression of SLITs and ROBOs","49/373","157/10039",1.54947790043497e-32,5.84153168463983e-30,3.83291901686545e-30,"PSMB2/MAGOH/RPL5/PSMA5/PSMB4/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/PSMD2/EIF4G1/RPL39L/NCBP2/RPL35A/RPS23/RPS18/RPS10/RPL10A/PSMB1/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/PSMB5/PSMA3/UBB/RPL23A/RPL27/RPL18A/UBA52/RPS16/PSMC4/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/RBX1",49
"Reactome","2","R-HSA-9948299","Ribosome-associated quality control","46/373","143/10039",3.11778073158467e-31,8.81552501855564e-29,5.78430372570313e-29,"PSMB2/RPL5/PSMA5/PSMB4/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/PSMD2/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/PSMB1/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/PSMB5/PSMA3/UBB/RPL23A/RPL27/RPL18A/UBA52/RPS16/PSMC4/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/RBX1",46
"Reactome","2","R-HSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression","41/373","110/10039",7.37897919266309e-31,1.66912509338039e-28,1.09519585912157e-28,"RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/EIF4G1/EIF4A2/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/EIF3H/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/EIF3D/EIF3L",41
"Reactome","2","R-HSA-72706","GTP hydrolysis and joining of the 60S ribosomal subunit","41/373","111/10039",1.13196169155332e-30,1.92870497857302e-28,1.26551911200519e-28,"RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/EIF4G1/EIF4A2/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/EIF3H/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/EIF3D/EIF3L",41
"Reactome","2","R-HSA-156842","Eukaryotic Translation Elongation","38/373","92/10039",1.19371660919639e-30,1.92870497857302e-28,1.26551911200519e-28,"RPL5/RPS7/RPS27A/RPL31/EEF1B2/RPL32/RPL24/RPL22L1/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/EEF1A1/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5",38
"Reactome","2","R-HSA-72689","Formation of a pool of free 40S subunits","39/373","100/10039",2.78318494797955e-30,3.73159718348837e-28,2.44848621560733e-28,"RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/EIF3H/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/EIF3D/EIF3L",39
"Reactome","2","R-HSA-975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)","38/373","94/10039",3.16971927471047e-30,3.73159718348837e-28,2.44848621560733e-28,"RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/EIF4G1/RPL39L/NCBP2/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5",38
"Reactome","2","R-HSA-156902","Peptide chain elongation","37/373","88/10039",3.29937858840705e-30,3.73159718348837e-28,2.44848621560733e-28,"RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/EEF1A1/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5",37
"Reactome","2","R-HSA-376176","Signaling by ROBO receptors","52/373","201/10039",5.05518855652724e-30,5.19765296130209e-28,3.41043821277675e-28,"PSMB2/MAGOH/RPL5/PSMA5/PSMB4/RPS7/RPS27A/RPL31/CXCR4/RPL32/RPL24/RPL22L1/PSMD2/EIF4G1/RPL39L/NCBP2/RPL35A/RPS23/RPS18/RPS10/RPL10A/PSMB1/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/PSMB5/PSMA3/PFN1/UBB/RPL23A/RPL27/RPL18A/UBA52/PAK4/RPS16/PSMC4/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/RBX1",52
"Reactome","2","R-HSA-72613","Eukaryotic Translation Initiation","41/373","118/10039",1.96783158744568e-29,1.71201348107774e-27,1.12333706003984e-27,"RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/EIF4G1/EIF4A2/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/EIF3H/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/EIF3D/EIF3L",41
"Reactome","2","R-HSA-72737","Cap-dependent Translation Initiation","41/373","118/10039",1.96783158744568e-29,1.71201348107774e-27,1.12333706003984e-27,"RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/EIF4G1/EIF4A2/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/EIF3H/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/EIF3D/EIF3L",41
"Reactome","2","R-HSA-927802","Nonsense-Mediated Decay (NMD)","40/373","114/10039",6.34101632721269e-29,4.74640655854887e-27,3.11435303995249e-27,"MAGOH/RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/EIF4G1/RPL39L/NCBP2/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/PPP2R1A/RPS9/RPL28/RPS5",40
