"Gene","Bin_1","Bin_2","Bin_3","Bin_4","Bin_5","Bin_6","Bin_7","Bin_8","Bin_9","Bin_10","Bin_11","Bin_12","Bin_13","Bin_14","Bin_15","Bin_16","Bin_17","Bin_18","Bin_19","Bin_20"
"SCRG1",-0.682979972117754,-0.602101056432333,-0.60851667234924,-0.27423763308996,0.279850623982426,-0.695643262760936,-0.695643262760936,-0.0093413165382521,-0.642346412684075,-0.613228071227283,-0.585400697974977,-0.628542028620533,-0.58081893139185,-0.521224723359948,-0.275104935171678,-0.246667910181783,2.05061557857685,1.85878794156702,1.1371439029053,2.33539883962994
"KDELR1",-0.601968332587102,-0.972691507931864,-1.3335395961251,-1.16062456745578,-1.31510754278344,-1.84430056045395,-1.01935579763813,-0.778054462087955,0.256428112937015,0.702127570081852,0.828935883138091,0.503063240465237,0.396320722904665,0.419264732720551,0.842163182628624,1.02405568443616,1.1742397026558,0.76434833833249,1.02605985588996,1.08863534087287
"CADM1",-0.828060793564266,-0.581976527287198,-0.42187113189736,-0.591894850093279,-0.884440450849585,-1.12802105202922,-0.785493481505565,-0.692480208399066,-0.273144178538315,-0.0140682707856296,-0.0978962946273687,-0.0761079429038366,-0.250475121712395,-0.311954658777873,0.0269383784089283,0.0429222599886176,1.0478834692286,1.25017879542041,1.59940755819048,2.97055450173392
"HMGA1",-1.28816616793854,-1.13496075686549,-1.05234451074912,-0.868451587481715,-1.15467061573189,-1.67232009841181,-1.48692222675205,-0.633719648701906,0.85945403455957,0.878233174724833,0.742451319312215,0.804435781457298,0.933629509891104,0.721673055789788,0.598148234441404,0.481267836120356,0.686336506841319,0.893654839521604,1.01443333033795,0.677837989635085
"GAPDH",-1.38834596473031,-1.27413832299996,-1.2058625588546,0.228240446341216,0.187405045024514,-2.77967047408303,-1.01988240940556,0.0460149774136668,0.331612492189868,0.319113073761726,0.363695670322431,0.499743856366655,0.325030117738233,0.485242150156249,0.824068924879286,0.759888282951994,1.18892560858542,0.766168849940019,0.520689986349902,0.822060248052281
"SLC25A5",-0.890857218759647,-1.21991061365265,-1.35522592631373,-1.12669312800692,-1.10508210010404,-1.74872190800617,-1.09749481776113,-0.613320109143346,0.966344618010623,1.05653308932654,0.906946972105731,0.698769965151079,0.930698150082646,0.841339709871876,0.497231218347856,0.468337881296905,0.293120770208469,0.525934681964295,0.838269200134809,1.13377956524681
"RPS27A",-0.762093867604008,-0.309847067529799,-0.296967574954353,-1.06812694411042,0.23522234743929,-3.19902180583871,-1.60009805528722,0.528450104863014,0.891131564777122,0.698241331835979,0.295526072126411,0.724776024991632,0.585186590333676,0.507737413944518,0.516950494816306,0.169883648214793,0.29087311179924,0.640165701532356,0.667832280937763,0.484178627712406
"RPL24",-0.798600445996497,-0.658842332844292,-0.527627909920948,-1.66479960517449,-0.487880984203407,-2.65805726881115,-1.26145972868966,-0.0613114314378879,0.886049248227282,0.784260357941604,0.646856108188159,0.92284253478934,0.830732121972682,0.874956544475905,0.814206456482548,0.6782583102151,0.42905776369934,0.532335440989922,0.409856977571784,0.309167842524663
"DDX39A",-1.36445518164831,-1.43343933907477,-1.45932713713472,-0.916579138510011,-1.32310723171307,-0.106391929039807,-1.02530870555802,-1.11565083280718,0.303198326556414,0.763209447288053,1.32620334862172,0.165078146368076,0.922991085712354,0.542895542876517,0.311387753519791,0.821462917712036,0.555452267222973,0.612321511918124,1.02948840501289,1.39057074267693
"TAGLN",-0.33652710836926,2.11026537303328,3.16726222407868,1.03273171285188,0.606451731695331,-0.178398927128186,-0.384185644303754,-0.486145596485497,-0.477696172165128,-0.467813644699132,-0.441430832954826,-0.450336518158591,-0.464374849478587,-0.467107744852457,-0.461894445697811,-0.454717826852064,-0.431697792896983,-0.465734376841891,-0.473015444584841,-0.47563411619016
"KRT14",-2.04096455192116,-0.78349158517074,-0.0820309191000014,-1.52948557257291,-1.59297177041993,-1.78208739024712,-0.209179049207387,0.164483483400064,0.974136715945697,0.762339372516902,0.4733900764887,0.54352108327362,1.02820139147025,0.547013876417622,0.39756677255841,0.263421469435448,0.259747453533052,0.705188195641127,1.15652896777184,0.744671980186525
"CALML5",-1.78062069262291,-1.5233650957081,-1.49717109177197,-1.37870576623282,-1.54592365557309,-0.51120976451669,-0.16819588443914,0.218770210971721,0.883546910823858,1.00242127163867,0.786888762261586,1.10919996995327,0.681869717179932,0.631581967818885,0.863171865990178,0.666843203850192,0.410395124905519,0.777002074968975,0.419682540325838,-0.0461816698239157
"DYNLT1",-0.338887578646135,-1.36560737645676,-1.51790357837847,-1.10714075937105,-1.4946026155494,-1.33776210758224,-1.40708602999653,-0.234800054917406,0.809673255231146,1.09579319230734,0.878976132749124,0.703838503727051,0.446492496518065,0.147616720231757,0.395190877183263,0.543443914034089,0.756696990886998,0.928573847026028,1.06387988172453,1.03361428927859
"TF",-0.34527547459669,-0.430449225458486,-0.523335150867113,-0.700339858599833,-0.568548604859735,-0.732045169303342,0.121846306416181,-0.732045169303342,-0.636861343796895,-0.421118357224657,-0.449298351820023,-0.491173876980499,-0.594823898166246,-0.615335150690001,-0.119575724677277,0.0588522353442323,2.84485509488516,1.8775210255818,1.46086756643345,0.996283127683315
"UQCRH",-1.51596404879702,-1.58531992700075,-1.65677842095284,-0.392775258210644,-0.661624896318973,-2.03528582651805,-0.76858323657636,0.20044518904528,0.930415251105425,0.828816193489905,0.647993482827195,0.81738980062887,0.761602461483105,0.672921689760091,0.623160324228012,0.531940985931577,0.492263967505519,0.632603164458933,0.720209681126837,0.756569422783889
"UBXN4",-0.0337162204025346,-0.506649258906678,-0.925612405938611,-0.751510934799014,-1.61120091166926,-1.73863307841229,-1.37106523763048,-1.00915358568101,-0.252753929715638,0.1352401856095,0.522424852659315,0.214734912907882,0.162722598532911,0.501465916582189,0.575604841782439,0.745307519996485,1.07288103195046,1.35692894794966,1.42054554349942,1.49243921168526
"LSR",-0.895409628067767,-1.22746211613087,-1.30150542819589,-0.648884343142878,-1.51883133622185,-1.39353684225166,-0.872099346384297,-1.15572762016612,0.270139877612183,0.803166832829401,0.862846169765929,0.574086447832318,0.489893036501717,0.274963430658305,0.454686021093084,0.65461405649064,0.989649743968697,1.00151351563387,1.20302636570633,1.43487116246886
"GPX3",-0.766841774794818,-0.709645756801913,-0.766841774794818,-0.528636413540468,-0.643229646723581,-0.766841774794818,-0.505941508195992,-0.457269334160898,-0.606465761226479,-0.523638018376172,-0.190288608649604,-0.37518427406795,-0.442904987294236,-0.25944707787086,0.200775124330684,0.282146027128327,2.77727369273823,1.87504207676459,1.55290182498521,0.855037965345559
"IFI16",0.105649461717668,2.46391927046215,2.1330901655779,2.28245420072945,-0.117755783196993,-0.459941202383066,-0.459941202383066,-0.459941202383066,-0.459941202383066,-0.451531356110092,-0.441674540656714,-0.454856989926582,-0.459941202383066,-0.459941202383066,-0.459941202383066,-0.459941202383066,-0.459941202383066,-0.459941202383066,-0.459941202383066,-0.459941202383066
"NQO1",0.0118467372896667,-1.39131614517206,-1.57036263482154,-0.600929550127429,-1.13305500050284,-1.7973546561704,-1.10465529095338,-0.509832596071737,-0.197431490493597,0.155973831497434,0.626739061188557,0.182934167649697,0.410629505321526,0.801661284847965,0.65761877958496,0.75417952636261,0.800371498195635,0.968868886292929,1.29892119726417,1.63519288881782
"RPL7A",-0.0555547596446977,-0.127576000443216,-0.235311954560846,-1.47881052710728,-0.245629170155071,-3.18768004230506,-1.49347650714678,-0.0419671515962928,0.490288424867631,0.531930403451472,0.40317893396222,0.669385026168357,0.871021326657634,0.92861782550808,0.623589331438038,0.384695902733181,0.396688995040786,0.578316260777283,0.573249795317561,0.415043887037
"BRK1",-0.405723486870764,-1.227832919844,-1.24846735742568,-1.13820702121677,-1.29191211231487,-2.10133666196397,-1.27479034249133,-0.218708369726725,0.81176989827704,0.923560991722363,0.788205590174727,0.862817071094415,0.626258735809276,0.570403799455626,0.716217965779448,0.736743179031485,0.744322371093256,0.709911901204286,0.750047638870055,0.66671912934214
"ATP5MC3",-1.02281013230636,-1.3605541157248,-1.55712875320041,-0.2947573224244,-0.740332920253185,-1.87813363205254,-1.49630995300726,-0.401435102073746,0.785057624239562,0.856950108213361,0.586086807193409,0.571782222239861,0.719506493771955,0.511655627429547,0.477838560028053,0.410498500979105,0.608004997499497,0.862006587379998,1.09217457152403,1.26989983054432
"EXOSC4",-0.885322071201823,-1.07388401602983,-1.11424984543052,-0.802990356720128,-1.1336391460743,-1.53662326001829,-1.13255353006355,-1.28331064303476,0.224734155919475,0.75053320102734,0.631736492266237,0.473248267644176,0.56841937196407,0.50042361024042,0.493206964840951,0.491175727027151,0.671684580753566,1.13851471615245,1.53760755070759,1.48128823002977
"STX10",-0.953163719387883,-1.35916661401166,-1.44777259549345,-1.0567776944696,-1.48909585037074,-0.531666983808508,-1.05811628310788,-1.02013908855493,0.232691024547397,0.861870739865597,0.67250972228322,0.610872678818462,0.658808520651902,0.246207210334159,0.326598837445502,0.564333334588776,0.936103866924305,0.987098569249489,1.46078716443481,1.35801716006102
"FBL",-0.924244097902379,-0.880089066925937,-1.01958187320548,-1.08618087350185,-1.1446992657048,-1.83228776434829,-1.16690720124206,-1.24957553509101,0.898725070397722,1.01823406251806,0.780935763259785,0.778595917359951,0.948682329652123,0.928558171672988,0.600776949934538,0.624321165196659,0.429110661688076,0.63511755028282,0.933917032093326,0.726591003865763
"PSMC4",-0.951224169818399,-1.30863961298068,-1.49888834732609,-1.08055824350747,-1.49801263377269,-1.33193245859598,-0.572800994659107,-0.294881417879988,0.460915599806368,0.825811127123244,0.720439421719873,0.2315574606953,0.724977043969013,0.228613135143774,0.0633797195436836,0.410874275226109,0.909100763977477,0.905894229602523,1.56445823527336,1.49091686645969
"TMEM45A",-0.317982909567033,-1.1683512992647,-1.44266931207468,-0.487092945826191,-0.782214114857884,-1.77021363591709,0.176110420655405,-1.37969990293904,-0.156595038490965,-0.269360857824032,0.284085846945496,0.164168245523265,0.0207760061100794,0.0440647193336451,0.684424915362423,0.79581210715493,1.8736623422346,1.39251745101297,1.02405016764084,1.31450779478796
"RPS27",0.453063256342507,0.954179810653719,1.22111333674012,0.759534135279248,1.2140075470412,-3.54161772112173,-1.03971273799292,-0.427174727900578,0.0878315462436368,-0.086515578441527,-0.0934552500320168,0.294419222550159,0.21376655484228,0.350942969800607,0.321248915262466,-0.0464439942242683,-0.0698789959635036,-0.0283232374567368,-0.243786258657178,-0.293198792965485
"SPATS2",-0.704710024741092,-1.07511795436301,-1.3151993641063,-1.26292616507082,-1.54277721615416,-0.821343433302085,-0.595562093292851,-1.69724240473494,0.284834665548293,0.523389930235507,0.732179923109571,0.252963296703493,0.636459488419464,0.765212155796722,0.859351119561349,1.0572072183342,0.804366834990717,0.945216438474199,0.88831958208608,1.26537800250567
"HLA-DRB1",0.42009547965745,1.80342139542486,1.79802647265381,3.02761273219664,-0.308933931939187,-0.513626129114965,-0.296663710970505,-0.513626129114965,-0.445052376276132,-0.421103426204166,-0.421936498885339,-0.439281339765667,-0.493180173959839,-0.469648325543566,-0.43841832731938,-0.364804144574401,-0.454648376406454,-0.486449954801676,-0.492450973020855,-0.489332262035665
"S100A1",-1.63236972894837,-1.07693111350602,-1.17203635928916,0.033914520391478,-0.837490437419531,-1.46914121225017,-1.30836881339616,-0.601505702625577,0.467119238616096,0.310242340542056,0.295743738083698,0.571038868520105,-0.199767518706496,0.0137931905130094,0.725151544399631,0.506031741658217,1.33010303151261,1.59070491026587,1.16626257415757,1.28750518748113
"TMEM147",-0.53096260321158,-1.17519801407265,-1.33256220094793,-1.04998355333411,-1.12632637259885,-1.51604448564756,-1.32228176727848,-0.799854000077346,0.354200627780531,0.807257148168305,0.671708471281903,0.540099850414853,0.678802179139724,0.140946670227328,0.213738839614107,0.561593776183385,0.988552697834141,1.03605328671303,1.41161018155737,1.44864926825383
"SSR3",-0.873584950579789,-0.975530312055115,-0.8018945636537,-0.548312689235679,-1.61903447077644,-2.01113873713343,-1.02469608315097,-1.10668399335697,0.371875801481748,0.577607194095749,0.610588777742361,0.614556176122025,0.40456593056344,0.616315920735692,0.800385499115028,0.875839942676715,1.20459878153374,0.922890926124834,0.993691699965477,0.967959149785289
"PPP1R1B",0.0727729992951488,-0.286130632992779,-0.875604469259716,-0.977271427064172,-0.687233551550448,-1.26647197025443,-0.956202766110199,-0.697426669839059,-0.463739344541276,-0.748797229808033,-0.530328605030381,-0.326364247348733,0.190146102907688,0.52224376786469,0.235479120038441,0.00878408140289449,1.07764460685199,1.78290692324696,2.22828696972997,1.69730634246145
"UCHL3",-0.750707510775095,-1.21756572849168,-1.2677229359482,-0.655201531847284,-1.08726925977437,-1.68616963669017,-1.08608849393573,-0.294772138595856,0.404369928153749,0.976252418180955,0.719452397705346,0.31287063460215,0.206061692533714,-0.195210958625164,-0.00856320441307417,0.297401325590812,0.780402480354653,1.14683443896485,1.72715566807296,1.67847041493744
"LTF",1.09571468977963,3.0230943729906,1.98068546275327,0.900580234547405,0.461881358118467,-0.503487871160256,-0.503487871160256,-0.503487871160256,-0.503487871160256,-0.495302437665165,-0.496646306637217,-0.498777764046549,-0.499991739600493,-0.48245608643611,-0.48963119361053,-0.48576330202084,-0.503487871160256,-0.48897219005068,-0.503487871160256,-0.503487871160256
"MDH1",-0.870361548650788,-1.32866571990831,-1.3471643002439,-0.991218871933879,-1.45390900685991,-1.52203613813954,-0.991977276393903,0.299880508912649,0.969173217609558,0.920393486214572,0.699748663137112,0.415303753989446,0.439443365098385,0.127736402950341,0.181096932106951,0.249557036933639,0.360694403822873,0.898098311999785,1.19691885701824,1.74728792233667
"LARP6",-0.969930023692773,-0.897118060924551,-0.933923753049382,-0.676277452361274,-0.982749431062732,-1.36827379700277,-1.13466507353668,-1.07326189473992,0.188155752230854,0.197199321246067,0.330864313671704,0.246900172072457,0.0690009615944471,0.0187880263863803,0.406863523223791,0.300367466548977,1.30853099805989,1.30101902613077,1.77083380784964,1.89767611735511
"SEC13",-1.12830740429327,-1.26147979674891,-1.39566460414115,-1.02484443911942,-1.31222143453258,-0.579131137922022,-1.56633102603255,-0.747375759057638,0.392215837977726,0.949305503357833,0.669468496323713,0.649372678571263,0.539094655246998,0.152252916396698,0.420513576431998,0.737950869780698,1.05185683431913,1.09461372079858,1.28349458420944,1.07521592843346
"LINC00623",0.0118505993589358,-1.0648097702832,-1.44523997853527,-1.20320820608792,-1.46472451964644,-0.979065113340871,-1.20570078706664,-0.905455720041031,0.0794455892446394,0.5690709008984,0.61990506795878,0.808985270456768,0.0554176057945214,0.0479484037636029,0.666108927280174,0.123579876487628,1.12427629880211,1.1769400562189,1.58035837041642,1.4043171283205
"RPL5",-0.288333676091363,-0.287484290546314,-0.369562249757873,-1.05878168841512,-0.394258884757431,-2.95030215165369,-1.64223577374889,-0.722394680557188,0.84888598233517,0.775296560647668,0.426230409581453,0.786651161813409,0.96512537053917,0.882596460074129,0.720632263713655,0.352456110433676,0.318894365325927,0.59544126859288,0.62944846819823,0.411694974272507
"RPS28",1.04073371010035,1.54678746612168,1.69957583963513,0.585508763591906,0.679975075876062,-2.51860123759063,-1.75875828507454,-1.47251630203915,0.0276045058333538,-0.0715118926040408,-0.10909366040238,0.220195205841734,0.114144406862581,0.228767355929132,0.187742250562109,-0.125874008859725,-0.131460097632835,0.0561872901464065,-0.0632912118967967,-0.136115174400347
"YBEY",-0.798658047502112,-1.31448524520078,-1.18691329469412,-1.32369612413842,-1.31672299750657,-1.0411207036902,-0.530064709976159,-1.47505432852778,0.389066607159915,0.509591539310659,0.642421355670407,0.43865249047155,0.554866367196057,0.999359722590038,0.751185542290913,0.258762378155646,0.718990381376878,1.1815172582431,1.49509552446573,1.04720628430525
"KRT6B",-1.60604348083688,-1.17366719992553,-0.824161628383021,-0.83976089762631,-1.23890181568188,-1.72811311967354,-0.832685555858452,-0.0423144110090722,1.18946119200803,0.895593547045542,0.733755492113863,0.69909650852789,0.918633647988744,-0.00561781686852743,0.19193486427986,0.144405195507951,0.104986688014522,0.659168869834011,1.20650798968268,1.54772193086011
"ACP1",-1.10030602278198,-1.266504909795,-1.61588996039633,-0.933543496899422,-1.06720107971654,-1.76067620915755,-0.778469549221843,-0.612792453923625,0.71104255092846,0.936296846361142,0.831865684229023,0.825436005270978,0.390566804749904,0.323991453436562,0.660347434032375,0.671662540947535,0.973090939979864,0.95324957844527,0.946455770269248,0.911378073241932
"RHOBTB3",1.04770452727839,-1.01835825414004,-1.46277176482281,-1.20339093055048,-1.4300591362709,-1.02763003501383,-1.06058243999456,-1.08261949319377,-0.247418762334576,0.147657255883781,0.126141598176857,0.276278089206572,0.380213025843267,0.741152848876719,0.492372516439849,0.349618893174158,0.737008746144685,1.39612025195434,1.16971121249525,1.6688518508471
"PSAP",0.283055558330217,-0.49244734622253,-1.09806801654186,-0.994108367476902,-1.59236280079331,-1.44183414582885,0.346255708196618,-1.47900702448098,-0.553114610513166,0.106329290244631,0.283067051173354,0.0242669844876857,-0.285033686478216,-0.00493123609309389,0.590572888003864,0.81516224688559,1.97461227363273,1.24234556842266,1.27572264495313,0.999517020098445
"MYO10",-1.33708285578618,-1.36428711593736,-1.57087634230553,-1.03344589149425,-1.5958147829655,-1.10357958794278,0.77448274594063,-0.751761653168523,0.346752398437565,0.676497710796991,0.622002281354366,0.525212432632223,0.253080730594563,0.365588860375149,0.377201277502394,0.300883019225746,1.22593854987545,1.06558580921239,1.33984719862401,0.883775215028647
"RPL28",-0.884008171370445,-0.777470518027962,-0.670654953518465,-1.46411870391161,-0.562070451497415,-2.64986997740351,-0.87676639563865,0.270272610866206,0.832800793146815,0.638301898209123,0.710895802600725,0.908751045449283,1.08077170342331,1.18541503716726,1.05672803610498,0.773097408428678,0.169758115151702,0.302527382278927,-0.0206910286577554,-0.0236696328011905
"SAA1",-0.279945830945494,2.25903698181724,3.13901914415936,0.754482019095799,0.677585087336974,-0.513795174653548,-0.513795174653548,-0.513795174653548,-0.490977477616208,-0.381501088935316,-0.314067663069927,-0.406901946158263,-0.402813143415874,-0.371507121812012,-0.344273240773541,-0.337116428209804,-0.460043767013281,-0.490535998589896,-0.50551400055342,-0.503540001355686
"ACTL6A",-1.20545758809394,-1.3933247272654,-1.52736990457537,-0.99025894823515,-1.21901920337036,-1.68090289109279,-0.688229160442963,0.0643224775950854,1.00536147449117,1.14852070313737,1.14588266119337,0.605876449414766,0.644224576644404,0.438961995866418,0.236456869518878,0.618679551925656,0.289369443258449,0.432639291127979,1.14720251455678,0.927064414345645
"ODC1",-1.26413709407695,-1.19701381085272,-1.07348423237315,-1.04173209007821,-0.989124890560562,-1.47630470451854,-0.69985577571935,-1.01317632921344,1.11194122839202,1.49093692236463,0.962510175868367,0.557230081828171,0.715794285116311,0.236088442989942,0.152518592360392,0.236073124744525,0.12277752561504,0.652052735095339,1.4890928915949,1.02781292142328
"CDKN2A",-1.51650692560749,-1.60714820614072,-1.59255414422862,-0.801538948564312,-1.24490068816305,-1.30517475892575,-0.807371867754098,0.334855818668742,1.02758708562048,1.18800034812543,0.9289174158191,0.922068732248178,0.727464020815331,0.388389627540382,0.476881925259929,0.479303097410137,0.306849792683101,0.5229262351678,0.804010034380015,0.767941405645405
"MPZL2",-0.806022217654835,-0.768566494664741,-1.14379366341939,-1.33799074316941,-1.61587218181073,-0.953431064494389,-1.25424699924187,-0.567973198054722,0.0680099261810276,0.547068493804041,0.550826844693801,0.39718785982281,0.214243063480724,0.250558647023218,0.261159497397091,0.616810549166278,1.80970087426791,1.20877317984896,1.22565816666563,1.29789946015861
"FXYD3",-0.104833305302209,-0.813387027040661,-1.00160820118558,-1.48303087806222,-1.98250792303402,-1.9291713674197,-1.21430565470556,0.361311728274307,0.808349151717175,0.644838948389983,0.701086094603007,0.871513084515547,0.807904580015823,0.744981004435814,0.837961405110687,0.61752231704729,0.51125761203097,0.791762391007123,0.307595261452459,0.522760778149765
"PSMA5",-0.662068879357606,-1.24634556714718,-1.44100597159239,-0.846705032371256,-1.05986343085122,-1.84833239215007,-1.02981235481656,-0.873851141749493,0.560750205625446,1.156554419335,0.933938827664381,0.377603972844443,0.818272081656318,0.5373780502468,0.402792425547557,0.467205426320575,0.624534893842971,0.736126638898089,1.35549923338408,1.03732859467011
"MRPS6",-0.832531170649124,-1.18251704755392,-1.07107680296168,-0.831792449716908,-1.47313232341387,-1.6370161965216,-1.1920997388468,-0.745144868242676,0.861699853846716,1.25028261755056,0.931654319760178,0.604416348129622,0.482754100755484,0.101421358528577,0.239643060454618,0.488589137285978,0.78259917132551,0.84992703959923,1.27521907279359,1.09710451787651
"ARL1",-0.453964007418144,-1.07276543720525,-1.34767487184677,-0.986520110402802,-1.32398390729045,-1.19947873547231,-1.50744581638731,-0.551672860778269,0.0957705543773116,0.378038006453038,0.517975095714891,0.240461828824,0.130919053703078,0.143240312989994,0.619838546025836,1.01993642704823,1.62840713453891,1.24687497983849,1.2626716280402,1.15937217924732
"P4HA1",-0.614935788519988,-1.00407880898899,-1.09250495842077,-0.50490003068299,-1.04554233159915,-0.171073473837744,-0.453882955228521,-0.0203776864130641,-0.698315190674058,-0.684615196225062,-0.194442942361154,0.168843395382111,-0.642779854808989,-0.251887620995834,1.05746410657347,1.3659546368618,2.9380432931608,1.06873024223655,0.0198216155940687,0.760479548947521
"RPL18",-0.321710297992673,-0.138998628893765,-0.204468935125131,-1.45092891384165,-0.195110408266746,-2.84259776442588,-1.77340238891944,-0.576662080953179,0.619778131734917,0.581617586724199,0.496812841526404,0.836933172878941,0.810995626346225,0.917182561981545,0.871224462939992,0.618390453977828,0.521478155036982,0.565185546521164,0.410194663830798,0.254086214919472
"HLA-DPA1",0.585010696108781,1.4713164523507,2.08300278164241,2.99108043916831,-0.279848568846166,-0.461062336061467,-0.461062336061467,-0.461062336061467,-0.461062336061467,-0.453851387987351,-0.45928608719474,-0.461062336061467,-0.461062336061467,-0.442796669971406,-0.455961868553291,-0.461062336061467,-0.453532688155273,-0.451566554728556,-0.445067855341678,-0.461062336061467
"DDIT4",-1.18655678818476,-0.828746614640165,-1.14679505189764,-0.34957198265105,-1.4773068829918,-1.4191409194817,0.124145278748848,-0.854687443109302,-0.0217719030336371,-0.121568960135813,0.155491939031079,0.117449081775783,-0.16783409199767,0.0213210753336311,0.703844047725965,0.740897954742672,2.34291071489294,1.20003825518993,1.32916545815992,0.838716832522773
"RPS15",1.11832487238998,1.24524327843722,1.20537754571243,0.349515699253214,0.974144799411246,-3.12507001062723,-1.2456114354383,-1.23228478625278,0.15439561793876,-0.0235345081140372,0.0186651340090339,0.322779921810782,0.372256714243473,0.475739907029862,0.283791432947383,0.015295813060226,-0.17180989698898,-0.0577089736249593,-0.329527031071841,-0.349984094125487
"SDHC",-0.766539696527165,-1.45650735589935,-1.72105166426247,-1.046318194421,-1.22883708970894,-0.959705817638716,-1.18274438890096,-0.904508008038173,0.800565350067954,0.75332173302418,0.70543046779823,0.594168281656791,0.765569718887316,0.728874099989437,0.532016823482762,0.575705458280061,0.693003441993175,0.816349316877164,1.13123876111921,1.1699687622205
"FAM162A",-0.51565688460481,-1.0992759869451,-1.06419659129412,-1.00509996082303,-1.11091337728836,-1.65480847085301,-0.925834559428034,-0.736495922468818,-0.0115539243648239,0.562064590176997,0.677956569627553,0.605127357619946,-0.134366126984697,-0.0657229034770998,1.14895742453065,1.54292277138714,1.98415244687398,0.536138110663501,0.388923008100188,0.877682429551947
"SMAGP",-1.27921817017159,-1.30633892356359,-1.14824507229609,-1.32241544034433,-1.40134888034639,-0.950605251202438,-1.17139016217956,-0.807941487929853,0.539536429210924,0.636869124436588,1.08047085161847,0.777500020019185,0.863588614338839,0.831469202723372,0.772660569922207,0.601591204527473,0.629869809850222,0.670907523175492,0.892192444008964,1.0908475942021
"FAM84A",-1.27530539455533,-1.16458941385016,-1.55071490559207,-1.55666046641763,-1.71586213748066,0.177823781060929,-0.240071086567095,-0.739233265138069,0.482269637861882,0.194571172728148,0.382810506460109,0.910521686944723,0.306042474920832,0.0396214763160839,0.423794649849802,0.509166063155484,1.27334141001642,1.19980784286718,1.28182385438453,1.06084211303488
"RPL31",0.227766892919048,-0.820828765439367,-1.10179461479317,-1.73764045439045,-0.853558559339988,-2.55192455551864,-1.05308674487622,-0.00177674784913863,0.667094459146637,0.496710090217135,0.424158036049197,0.791668934687346,0.862714971856163,1.02834847616441,0.920159929802521,0.629918591459822,0.595074351444575,0.683208964366582,0.472883093532086,0.320903650561462
"TMED10",0.505651304912789,-0.573575897145811,-1.06200626481405,-0.95775648388838,-1.47935666984203,-1.7847717552135,-1.13880763082297,-0.757396905646834,-0.162453236225034,0.0351002775196237,0.330441826910191,0.0242729669392237,0.145607064898758,0.239669703108357,0.430650505442447,0.434013189067921,1.36198729011895,1.15488846928944,1.46361526499993,1.79022698039099
"MRPL47",-1.28462538555425,-1.46287468464725,-1.63432165217597,-1.00401508823039,-1.19817232143427,-1.32575739219899,-0.898577715503249,0.668328982101943,0.981951044525689,1.14492637674075,1.00560935714345,0.426617843991503,0.692002545173746,0.29141333183578,0.179190741593248,0.292453429624843,0.357028074121224,0.519094145806783,1.07011405984588,1.17961430723952
"PSMB1",-0.860121707453103,-1.17785827430084,-1.27414725745326,-0.791600249336085,-1.41710751655364,-1.30380329202819,-1.519543465142,-0.309130580953504,0.835229892779694,1.01280611792836,0.738699132790383,0.517985467374532,0.368752460654193,0.022231676484172,0.320122235923241,0.237115518487411,0.693319982984711,1.06587871322283,1.53154859211609,1.309622552475
"MTRNR2L8",1.08454243788861,2.1000964175495,2.84128791310651,1.34322039842026,-0.375896588254825,-0.630237768808333,-0.253855902318858,-0.630237768808333,-0.506363038283753,-0.43482795090207,-0.467602580028969,-0.444484036251565,-0.471191941843932,-0.451881565648695,-0.382494230300763,-0.334704402423563,-0.454226583738177,-0.483685779352271,-0.501788505059565,-0.545668524941206
"CCT8",-1.05630231827128,-1.37748323814143,-1.46375442234964,-1.03555351877105,-1.42517914812755,-1.26295926090928,-0.780898479882448,-0.614097962850115,1.18192941220888,1.26513134579486,0.854239834207221,0.734373305030177,0.675114420802376,0.396949407179188,0.395705892121379,0.3805246207932,0.237813261044235,0.684582195751869,1.17726218851381,1.0326024658556
"TSFM",-0.464921549772385,-1.049493282604,-1.30989695976901,-1.23218072540569,-1.1687908139369,-1.47926138784555,-1.47926138784555,-0.890663836171264,0.490203568468701,0.87439065564307,0.878874244362935,0.30759551779354,0.797751115901152,0.763859950946942,0.646716753822782,0.875250310159038,0.281838655394114,0.660181250292805,1.22020440196082,1.27760351860444
"PCMT1",-0.637523946671374,-1.15509301484326,-1.22272120434409,-0.583285707651583,-1.20439437269248,-1.83396227107879,-1.57658472741424,-0.1099783922078,0.504377578144166,1.00211902893126,0.82051910364288,0.373758367479799,0.0737277444200613,-0.0161126236800364,0.356403711307558,0.567080376268507,1.22100354872831,0.838621822410527,1.11947629785466,1.46256868139591
"RPL22L1",-0.92266588761348,-0.762624910829833,-0.911735929259214,-1.33035261220086,-1.42512008373929,-1.58161649355491,-1.2806188725043,-1.04972835545488,0.47884816436046,0.922441780791295,1.10409700526744,0.943091468623011,0.540773817318364,0.396860556974761,0.829825152066017,0.964399639243374,0.924028331898206,0.845070565703562,0.686845522016346,0.628181140893928
"PSMB5",-0.67542950200485,-1.21406329682415,-1.25360565713265,-0.605716671328367,-1.08156155306091,-1.74857129564869,-1.2901556466756,-1.31333041109022,0.762698923088225,0.770557831774036,0.783149160645868,0.586277587072703,0.635893975887619,0.637690317989498,0.672910883458313,0.559180054580933,0.550978683442697,0.916994838017061,1.11924353160817,1.18685824620031
