"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","DEG_direction","delta_pct"
3.79784615272502e-285,1.13978229757424,0.272,0.071,9.44334445875077e-281,"ARHGEF12","Higher_in_BRCA1_tumour",0.201
0,1.13846312348247,0.953,0.689,0,"PSMB1","Higher_in_BRCA1_tumour",0.264
2.07008615373429e-184,1.13844861898601,0.185,0.05,5.1472692212603e-180,"RGCC","Higher_in_BRCA1_tumour",0.135
0,1.13788840495781,0.94,0.602,0,"SSR2","Higher_in_BRCA1_tumour",0.338
8.90235220155723e-217,1.13693842061136,0.202,0.051,2.21356987491721e-212,"AP5M1","Higher_in_BRCA1_tumour",0.151
3.7233837592178e-108,1.13640318753775,0.105,0.028,9.25819371729506e-104,"TET2","Higher_in_BRCA1_tumour",0.077
0,1.1363747738171,0.984,0.966,0,"RPL27","Higher_in_BRCA1_tumour",0.018
0,1.13593750805472,0.668,0.289,0,"IDI1","Higher_in_BRCA1_tumour",0.379
9.48423624978478e-118,1.13531837780176,0.101,0.023,2.35825534350899e-113,"STX17-AS1","Higher_in_BRCA1_tumour",0.078
0,1.13343967495076,0.99,0.944,0,"RACK1","Higher_in_BRCA1_tumour",0.046
0,1.13287168352895,0.787,0.325,0,"EIF4G1","Higher_in_BRCA1_tumour",0.462
1.74650662640573e-147,1.13131642165578,0.127,0.03,4.34268872655785e-143,"ZNF324","Higher_in_BRCA1_tumour",0.097
1.34396023937414e-142,1.13111745912386,0.126,0.03,3.34175713520381e-138,"TRMT5","Higher_in_BRCA1_tumour",0.096
6.12000075888704e-161,1.12977146722894,0.136,0.031,1.52173818869726e-156,"IRAK4","Higher_in_BRCA1_tumour",0.105
7.30842019135768e-233,1.12815140212493,0.202,0.047,1.81723868058109e-228,"LRP11","Higher_in_BRCA1_tumour",0.155
0,1.12707217075488,0.508,0.161,0,"RRP1B","Higher_in_BRCA1_tumour",0.347
0,1.1269231707003,0.322,0.086,0,"TBPL1","Higher_in_BRCA1_tumour",0.236
1.85312459704178e-304,1.12550919799219,0.295,0.078,4.60779431054439e-300,"PART1","Higher_in_BRCA1_tumour",0.217
0,1.12433282306389,0.386,0.109,0,"SERTAD3","Higher_in_BRCA1_tumour",0.277
9.38077501102316e-318,1.12361418537124,0.322,0.088,2.33252970649091e-313,"TMX4","Higher_in_BRCA1_tumour",0.234
0,1.12270922155104,0.462,0.15,0,"PFKP","Higher_in_BRCA1_tumour",0.312
2.39163497268777e-173,1.1206454402193,0.154,0.037,5.94680035958814e-169,"C3orf58","Higher_in_BRCA1_tumour",0.117
7.16683725951111e-185,1.12008903456672,0.18,0.047,1.78203408457744e-180,"GOLGA5","Higher_in_BRCA1_tumour",0.133
0,1.11842347619774,0.401,0.114,0,"GLI4","Higher_in_BRCA1_tumour",0.287
0,1.11819894656261,0.666,0.235,0,"SCPEP1","Higher_in_BRCA1_tumour",0.431
0,1.11463254515075,0.45,0.14,0,"U2AF2","Higher_in_BRCA1_tumour",0.31
0,1.1145857435715,0.676,0.256,0,"ENAH","Higher_in_BRCA1_tumour",0.42
2.59932392580976e-280,1.11308110495521,0.258,0.065,6.46321894152596e-276,"NKAPD1","Higher_in_BRCA1_tumour",0.193
0,1.11290729221402,0.857,0.453,0,"DPY30","Higher_in_BRCA1_tumour",0.404
2.90092584115292e-148,1.11261117411546,0.131,0.031,7.21315210402674e-144,"POLD1","Higher_in_BRCA1_tumour",0.1
0,1.11154587554802,0.421,0.124,0,"SUGP2","Higher_in_BRCA1_tumour",0.297
6.20367701350495e-174,1.1107128358814,0.164,0.042,1.54254428940801e-169,"TRMT61B","Higher_in_BRCA1_tumour",0.122
0,1.11024675913924,0.906,0.529,0,"SF3B5","Higher_in_BRCA1_tumour",0.377
0,1.1097255398012,0.738,0.289,0,"UBE2E3","Higher_in_BRCA1_tumour",0.449
0,1.10709393302171,0.772,0.358,0,"PRMT1","Higher_in_BRCA1_tumour",0.414
0,1.10684492025219,0.32,0.083,0,"MRI1","Higher_in_BRCA1_tumour",0.237
8.4616038076048e-196,1.10648022575624,0.174,0.042,2.10397778676093e-191,"HOXA10","Higher_in_BRCA1_tumour",0.132
0,1.10564500925775,0.93,0.603,0,"HSPA8","Higher_in_BRCA1_tumour",0.327
6.41255253554941e-134,1.10483092537993,0.14,0.039,1.59448118796436e-129,"CEMIP2","Higher_in_BRCA1_tumour",0.101
0,1.1043193524889,0.955,0.743,0,"ATP5MC2","Higher_in_BRCA1_tumour",0.212
1.44842435599426e-277,1.10425540768817,0.282,0.077,3.60150716117972e-273,"FBXO17","Higher_in_BRCA1_tumour",0.205
4.1447967975232e-295,1.10373177892964,0.346,0.107,1.03060372370414e-290,"MIS18BP1","Higher_in_BRCA1_tumour",0.239
1.99935317831214e-94,1.10305374157004,0.101,0.029,4.97139167787313e-90,"TIGAR","Higher_in_BRCA1_tumour",0.072
3.66926768067914e-234,1.10231128110779,0.216,0.054,9.12363408800867e-230,"ZNF431","Higher_in_BRCA1_tumour",0.162
2.20427408561015e-149,1.10175972107988,0.135,0.033,5.48092751386965e-145,"CCNO","Higher_in_BRCA1_tumour",0.102
6.96321160361303e-229,1.099206016374,0.235,0.064,1.73140256523838e-224,"DBN1","Higher_in_BRCA1_tumour",0.171
1.95242890347573e-159,1.09886035994452,0.153,0.04,4.85471446849241e-155,"GTF3C3","Higher_in_BRCA1_tumour",0.113
0,1.0982696932411,0.84,0.414,0,"TMED10","Higher_in_BRCA1_tumour",0.426
5.18835148353869e-170,1.09796100794134,0.169,0.045,1.2900835963819e-165,"NAV2","Higher_in_BRCA1_tumour",0.124
1.35617072606828e-211,1.09731492211177,0.193,0.048,3.37211851036879e-207,"KHDC1","Higher_in_BRCA1_tumour",0.145
1.43975872884155e-276,1.09676707601263,0.271,0.071,3.57996007926452e-272,"RALB","Higher_in_BRCA1_tumour",0.2
1.1908354377605e-152,1.09606042000489,0.128,0.029,2.96101231599149e-148,"FNDC3A","Higher_in_BRCA1_tumour",0.099
1.22967389210936e-261,1.09535112208939,0.258,0.069,3.05758413272992e-257,"DTNB","Higher_in_BRCA1_tumour",0.189
0,1.09379908564022,0.64,0.24,0,"NIFK","Higher_in_BRCA1_tumour",0.4
0,1.08959293487341,0.875,0.486,0,"SLC9A3R1","Higher_in_BRCA1_tumour",0.389
2.12673614511833e-227,1.08957473655914,0.221,0.058,5.28812942483672e-223,"METTL21A","Higher_in_BRCA1_tumour",0.163
0,1.08948713832901,0.95,0.705,0,"ATP6V1G1","Higher_in_BRCA1_tumour",0.245
0,1.0888565937367,0.395,0.11,0,"ZMYM2","Higher_in_BRCA1_tumour",0.285
4.06703420734404e-124,1.0888078678998,0.123,0.033,1.0112680556561e-119,"PROSER2","Higher_in_BRCA1_tumour",0.09
4.77009096843097e-148,1.08743504544968,0.136,0.034,1.18608311930036e-143,"TEFM","Higher_in_BRCA1_tumour",0.102
5.26433409614262e-246,1.08553636247246,0.26,0.074,1.30897667300586e-241,"PRRC2B","Higher_in_BRCA1_tumour",0.186
0,1.08345649319425,0.555,0.181,0,"EIF2B5","Higher_in_BRCA1_tumour",0.374
0,1.08337386057499,0.451,0.133,0,"WRB","Higher_in_BRCA1_tumour",0.318
1.24057572855419e-252,1.08243575437661,0.248,0.066,3.08469154905e-248,"VAT1","Higher_in_BRCA1_tumour",0.182
0,1.08073995570242,0.774,0.351,0,"PPP4C","Higher_in_BRCA1_tumour",0.423
0,1.07983334502687,0.777,0.318,0,"VPS28","Higher_in_BRCA1_tumour",0.459
3.18853668008046e-284,1.07763747428552,0.249,0.059,7.92829645502006e-280,"BCL9L","Higher_in_BRCA1_tumour",0.19
2.01696235263731e-264,1.07704585434564,0.251,0.064,5.01517688983267e-260,"STK40","Higher_in_BRCA1_tumour",0.187
3.76997779190455e-318,1.07648513878024,0.323,0.088,9.37404977957066e-314,"MTF1","Higher_in_BRCA1_tumour",0.235
1.76637102359202e-231,1.07421471771911,0.224,0.058,4.39208155016156e-227,"SCAMP1","Higher_in_BRCA1_tumour",0.166
0,1.07397982056989,0.6,0.217,0,"ARID4B","Higher_in_BRCA1_tumour",0.383
0,1.07246730015948,0.851,0.434,0,"PSMA5","Higher_in_BRCA1_tumour",0.417
0,1.07183234960475,1,0.999,0,"EEF1A1","Higher_in_BRCA1_tumour",0.001
1.01596658754829e-139,1.0705030067633,0.135,0.035,2.52620091993882e-135,"TMTC3","Higher_in_BRCA1_tumour",0.1
7.26484033866303e-161,1.07050236707069,0.15,0.038,1.80640255020856e-156,"PTP4A3","Higher_in_BRCA1_tumour",0.112
5.15409430950874e-137,1.0702161362402,0.139,0.038,1.28156555005935e-132,"C11orf71","Higher_in_BRCA1_tumour",0.101
0,1.06989449065009,0.568,0.193,0,"FUBP1","Higher_in_BRCA1_tumour",0.375
0,1.06885413653663,0.658,0.253,0,"MSRB2","Higher_in_BRCA1_tumour",0.405
0,1.06827335625859,0.417,0.125,0,"EPN1","Higher_in_BRCA1_tumour",0.292
1.4993972542664e-158,1.06826560527047,0.129,0.029,3.72825127273341e-154,"PEG3","Higher_in_BRCA1_tumour",0.1
2.97063796786741e-259,1.06819762949272,0.28,0.08,7.38649130710232e-255,"MARS","Higher_in_BRCA1_tumour",0.2
8.68323651572722e-156,1.0670687704869,0.148,0.038,2.15908675963557e-151,"FAM120B","Higher_in_BRCA1_tumour",0.11
0,1.06554249874496,0.766,0.346,0,"NDUFA8","Higher_in_BRCA1_tumour",0.42
1.94439385663374e-186,1.06534601766024,0.195,0.055,4.83473532451978e-182,"CHDH","Higher_in_BRCA1_tumour",0.14
0,1.06527158882881,0.917,0.619,0,"POLR2H","Higher_in_BRCA1_tumour",0.298
1.14164588214535e-262,1.06436033887314,0.252,0.065,2.83870248595442e-258,"TGIF2","Higher_in_BRCA1_tumour",0.187
1.83438733513697e-286,1.06329884105114,0.423,0.155,4.56120410881809e-282,"EIF2AK2","Higher_in_BRCA1_tumour",0.268
0,1.06246104007993,0.552,0.18,0,"DLG1","Higher_in_BRCA1_tumour",0.372
0,1.06139273395658,0.53,0.18,0,"RNPEP","Higher_in_BRCA1_tumour",0.35
0,1.06097165310399,0.422,0.132,0,"RPP38","Higher_in_BRCA1_tumour",0.29
0,1.06014232416819,0.545,0.182,0,"ARMCX3","Higher_in_BRCA1_tumour",0.363
0,1.05907004412325,0.849,0.46,0,"MRPS15","Higher_in_BRCA1_tumour",0.389
0,1.05874028040392,0.579,0.207,0,"MRPS23","Higher_in_BRCA1_tumour",0.372
4.99367082435682e-181,1.05867265137554,0.183,0.05,1.24167625047632e-176,"NIF3L1","Higher_in_BRCA1_tumour",0.133
0,1.05704711601386,0.599,0.21,0,"DCTN2","Higher_in_BRCA1_tumour",0.389
0,1.05659936815557,0.45,0.141,0,"ARL5B","Higher_in_BRCA1_tumour",0.309
0,1.05614298623303,0.371,0.11,0,"ARL4C","Higher_in_BRCA1_tumour",0.261
0,1.05539187422189,0.852,0.447,0,"ERP29","Higher_in_BRCA1_tumour",0.405
8.31831546974826e-210,1.05510047583528,0.196,0.049,2.0683491415529e-205,"UBL3","Higher_in_BRCA1_tumour",0.147
1.65041930055095e-104,1.05498265745221,0.12,0.036,4.10376759081993e-100,"CA11","Higher_in_BRCA1_tumour",0.084
0,1.0545501412372,0.454,0.144,0,"NUP62","Higher_in_BRCA1_tumour",0.31
0,1.05424154758406,0.589,0.222,0,"SHMT2","Higher_in_BRCA1_tumour",0.367
0,1.05313844399695,0.544,0.195,0,"FDX1","Higher_in_BRCA1_tumour",0.349
1.25981562389478e-120,1.05255375670779,0.107,0.026,3.13253154881437e-116,"TBCE","Higher_in_BRCA1_tumour",0.081
3.79185417375327e-141,1.05247594309775,0.14,0.037,9.42844540303749e-137,"GPR137","Higher_in_BRCA1_tumour",0.103
0,1.05084569749709,0.363,0.107,0,"INTS11","Higher_in_BRCA1_tumour",0.256
1.93435507142784e-119,1.04992358739484,0.108,0.026,4.80977388510532e-115,"FKBP15","Higher_in_BRCA1_tumour",0.082
0,1.04989563393493,0.524,0.171,0,"UBE2E1","Higher_in_BRCA1_tumour",0.353
2.3314040548723e-190,1.04961961071232,0.186,0.049,5.79703618243997e-186,"SUPT7L","Higher_in_BRCA1_tumour",0.137
0,1.04961914006552,0.996,0.99,0,"H3F3A","Higher_in_BRCA1_tumour",0.00600000000000001
0,1.04884143876009,0.984,0.918,0,"ATP5MG","Higher_in_BRCA1_tumour",0.0659999999999999
0,1.04856100282296,0.385,0.115,0,"DDB1","Higher_in_BRCA1_tumour",0.27
1.33997576473722e-313,1.04833862852749,0.356,0.107,3.3318497390191e-309,"SERTAD1","Higher_in_BRCA1_tumour",0.249
0,1.04792828894235,0.372,0.112,0,"SDAD1","Higher_in_BRCA1_tumour",0.26
0,1.04781164017723,0.648,0.234,0,"COMMD3","Higher_in_BRCA1_tumour",0.414
0,1.04770585739332,0.733,0.296,0,"SELENOT","Higher_in_BRCA1_tumour",0.437
0,1.04729441907999,0.513,0.162,0,"FNBP1L","Higher_in_BRCA1_tumour",0.351
1.00916898421888e-179,1.04679698922043,0.18,0.048,2.50929867926024e-175,"ZNF33B","Higher_in_BRCA1_tumour",0.132
0,1.04449713738575,0.5,0.161,0,"TMF1","Higher_in_BRCA1_tumour",0.339
1.01098535169966e-171,1.04419345565335,0.163,0.042,2.5138150770012e-167,"SART3","Higher_in_BRCA1_tumour",0.121
0,1.04378472757292,0.809,0.393,0,"HSPA5","Higher_in_BRCA1_tumour",0.416
1.15990622504629e-168,1.04291575242598,0.168,0.045,2.88410682857759e-164,"NCOA1","Higher_in_BRCA1_tumour",0.123
8.36778963429191e-239,1.04233831693742,0.25,0.07,2.08065089256668e-234,"MAP3K2","Higher_in_BRCA1_tumour",0.18
0,1.04123602260783,0.805,0.366,0,"FKBP8","Higher_in_BRCA1_tumour",0.439
0,1.04030409757547,0.63,0.238,0,"PPA2","Higher_in_BRCA1_tumour",0.392
3.57217565461666e-304,1.03942373226882,0.295,0.077,8.88221476520433e-300,"ATXN2","Higher_in_BRCA1_tumour",0.218
0,1.03881992915762,0.658,0.259,0,"LSM10","Higher_in_BRCA1_tumour",0.399
2.27722097951699e-195,1.03782759559538,0.179,0.044,5.662309965569e-191,"WDR53","Higher_in_BRCA1_tumour",0.135
1.98349951851397e-193,1.03732856591167,0.196,0.053,4.93197155278499e-189,"KLHDC10","Higher_in_BRCA1_tumour",0.143
0,1.0370652093094,0.957,0.659,0,"CRYAB","Higher_in_BRCA1_tumour",0.298
6.76783363916028e-236,1.03509300687386,0.253,0.071,1.6828218343772e-231,"FBXW9","Higher_in_BRCA1_tumour",0.182
7.75147864938947e-144,1.03449132170409,0.143,0.038,1.92740516617069e-139,"SKI","Higher_in_BRCA1_tumour",0.105
3.23801533140701e-252,1.03420609562175,0.25,0.066,8.05132512154354e-248,"EXTL2","Higher_in_BRCA1_tumour",0.184
0,1.03389299454874,0.57,0.214,0,"FOSB","Higher_in_BRCA1_tumour",0.356
5.49575830122105e-141,1.03332027223129,0.135,0.035,1.36652030159861e-136,"GUF1","Higher_in_BRCA1_tumour",0.1
0,1.03307876577049,0.978,0.868,0,"NPM1","Higher_in_BRCA1_tumour",0.11
0,1.03181190789556,0.504,0.159,0,"ORC4","Higher_in_BRCA1_tumour",0.345
0,1.02972615132297,0.987,0.979,0,"RPL23A","Higher_in_BRCA1_tumour",0.00800000000000001
0,1.02833950477794,0.675,0.259,0,"EXOSC4","Higher_in_BRCA1_tumour",0.416
2.68320465024837e-114,1.0280186769578,0.119,0.033,6.67178836284257e-110,"SLC30A6","Higher_in_BRCA1_tumour",0.086
6.08069640286177e-162,1.02769510518969,0.148,0.037,1.51196516057158e-157,"AC008556.1","Higher_in_BRCA1_tumour",0.111
1.72131546302346e-298,1.02699749432647,0.311,0.086,4.28005089880784e-294,"AC245297.3","Higher_in_BRCA1_tumour",0.225
0,1.02697780008402,0.426,0.125,0,"FGD5-AS1","Higher_in_BRCA1_tumour",0.301
0,1.02683183126068,0.408,0.119,0,"POGZ","Higher_in_BRCA1_tumour",0.289
0,1.02672574979089,0.402,0.121,0,"ZNF638","Higher_in_BRCA1_tumour",0.281
4.22334137245354e-287,1.02629177893052,0.273,0.07,1.05013383226057e-282,"URB1-AS1","Higher_in_BRCA1_tumour",0.203
1.54507678866106e-134,1.02468173507528,0.136,0.037,3.84183343500572e-130,"AP1AR","Higher_in_BRCA1_tumour",0.099
1.44459775527436e-226,1.02263308588584,0.222,0.058,3.5919923184897e-222,"ITSN1","Higher_in_BRCA1_tumour",0.164
0,1.02174560176605,0.594,0.213,0,"TMBIM4","Higher_in_BRCA1_tumour",0.381
1.66295258594061e-262,1.02146320809502,0.269,0.074,4.13493160494132e-258,"MAGI3","Higher_in_BRCA1_tumour",0.195
1.31389166851089e-151,1.0206736204416,0.146,0.038,3.26699163375233e-147,"TMEM116","Higher_in_BRCA1_tumour",0.108
0,1.02065328216485,0.378,0.114,0,"ZNF33A","Higher_in_BRCA1_tumour",0.264
1.50728915641647e-250,1.02001069067048,0.255,0.069,3.74787448742956e-246,"GEMIN6","Higher_in_BRCA1_tumour",0.186
0,1.01865124575569,0.941,0.685,0,"TBCA","Higher_in_BRCA1_tumour",0.256
1.4092703980038e-224,1.01853962230169,0.248,0.072,3.50415084463646e-220,"SUV39H2","Higher_in_BRCA1_tumour",0.176
0,1.01851736912914,0.994,0.999,0,"MALAT1","Higher_in_BRCA1_tumour",-0.005
0,1.01846493775711,0.803,0.379,0,"PSMA3","Higher_in_BRCA1_tumour",0.424
1.57466432815765e-162,1.01706743869838,0.16,0.042,3.91540285196401e-158,"RIOK2","Higher_in_BRCA1_tumour",0.118
1.34046194064676e-209,1.01659452487973,0.231,0.067,3.33305861541816e-205,"RLF","Higher_in_BRCA1_tumour",0.164
3.34987647917546e-108,1.01645608670637,0.114,0.032,8.32946786546977e-104,"PPP2R1B","Higher_in_BRCA1_tumour",0.082
1.59066661081608e-159,1.01644361326442,0.174,0.05,3.95519252779418e-155,"UBE4A","Higher_in_BRCA1_tumour",0.124
4.06203522133659e-194,1.01625777156463,0.196,0.053,1.01002505778534e-189,"CBL","Higher_in_BRCA1_tumour",0.143
0,1.01592876473464,0.424,0.128,0,"TUT4","Higher_in_BRCA1_tumour",0.296
5.71298220654475e-139,1.01572698498093,0.124,0.03,1.42053302565735e-134,"TLR5","Higher_in_BRCA1_tumour",0.094
0,1.01536052662674,0.872,0.477,0,"APLP2","Higher_in_BRCA1_tumour",0.395
0,1.01518376258158,0.387,0.121,0,"COPB1","Higher_in_BRCA1_tumour",0.266
0,1.01479318219877,0.497,0.176,0,"RUVBL2","Higher_in_BRCA1_tumour",0.321
0,1.01389454338001,0.917,0.588,0,"KRT7","Higher_in_BRCA1_tumour",0.329
1.16437262825287e-221,1.01303903516388,0.21,0.053,2.89521254015076e-217,"AASDH","Higher_in_BRCA1_tumour",0.157
0,1.01303288672732,0.698,0.288,0,"ARL1","Higher_in_BRCA1_tumour",0.41
2.02384709471033e-306,1.01286302536528,0.325,0.092,5.03229580099724e-302,"ZNF91","Higher_in_BRCA1_tumour",0.233
1.21192633988491e-143,1.01267133531329,0.139,0.036,3.01345484412383e-139,"TMEM136","Higher_in_BRCA1_tumour",0.103
3.20478490277205e-11,1.01226632780065,0.155,0.116,7.96869766074271e-07,"MTRNR2L12","Higher_in_BRCA1_tumour",0.039
0,1.01180575976916,0.895,0.57,0,"NUDT5","Higher_in_BRCA1_tumour",0.325
0,1.01152464185267,0.856,0.479,0,"TCP1","Higher_in_BRCA1_tumour",0.377
1.35822874346593e-123,1.01148916498737,0.111,0.027,3.37723577062803e-119,"ATG4A","Higher_in_BRCA1_tumour",0.084
0,1.01138448978247,0.433,0.132,0,"CCDC50","Higher_in_BRCA1_tumour",0.301
5.26463438581368e-275,1.0111314681781,0.289,0.081,1.30905134003257e-270,"PUM2","Higher_in_BRCA1_tumour",0.208
1.45690636936871e-312,1.00982381619278,0.351,0.104,3.6225976874353e-308,"DONSON","Higher_in_BRCA1_tumour",0.247
1.11088707517951e-226,1.00975576793783,0.228,0.061,2.76222071243386e-222,"ARID4A","Higher_in_BRCA1_tumour",0.167
0,1.00934783934675,0.496,0.168,0,"GOLGB1","Higher_in_BRCA1_tumour",0.328
5.22368289962883e-132,1.00857728634423,0.124,0.031,1.29886875299271e-127,"GPCPD1","Higher_in_BRCA1_tumour",0.093
0,1.00750783674579,0.999,0.998,0,"RPL8","Higher_in_BRCA1_tumour",0.001
0,1.00453218163941,0.742,0.325,0,"CISD1","Higher_in_BRCA1_tumour",0.417
0,1.00450051383806,0.708,0.292,0,"NCBP2","Higher_in_BRCA1_tumour",0.416
2.21059974752602e-144,1.00417271403776,0.143,0.038,5.49665627222344e-140,"ARHGEF19","Higher_in_BRCA1_tumour",0.105
5.27968627653025e-157,1.00235400414154,0.155,0.041,1.31279399265925e-152,"C5orf63","Higher_in_BRCA1_tumour",0.114
5.35326710182142e-174,1.00224687436534,0.181,0.05,1.33108986486789e-169,"USP6NL","Higher_in_BRCA1_tumour",0.131
3.26722559283158e-226,1.00028411901279,0.229,0.062,8.12395643657573e-222,"SAT2","Higher_in_BRCA1_tumour",0.167
4.25461735804482e-126,1.00015281386323,0.12,0.031,1.05791060607784e-121,"ZNF561","Higher_in_BRCA1_tumour",0.089
2.487763224052e-163,0.999573669108154,0.16,0.042,6.18582325660529e-159,"RBL1","Higher_in_BRCA1_tumour",0.118
1.99772128233518e-141,0.998629943728244,0.13,0.032,4.96733396852643e-137,"CPEB4","Higher_in_BRCA1_tumour",0.098
0,0.996602401922248,0.409,0.122,0,"NECTIN1","Higher_in_BRCA1_tumour",0.287
7.36659303279016e-235,0.99560836209132,0.248,0.069,1.83170335760327e-230,"SLC35B3","Higher_in_BRCA1_tumour",0.179
1.08968855752524e-134,0.995078584515914,0.143,0.041,2.70951059828651e-130,"EXOC4","Higher_in_BRCA1_tumour",0.102
0,0.994427349399778,0.724,0.323,0,"GRN","Higher_in_BRCA1_tumour",0.401
5.33706523611505e-67,0.993770244986153,0.14,0.061,1.32706127096001e-62,"OAS1","Higher_in_BRCA1_tumour",0.079
1.02540491928121e-225,0.991779078392294,0.212,0.054,2.54966933179272e-221,"EEA1","Higher_in_BRCA1_tumour",0.158
4.39689665061044e-223,0.990131860606986,0.255,0.076,1.09328835217429e-218,"TMEM99","Higher_in_BRCA1_tumour",0.179
2.1035556077417e-112,0.988014740602888,0.1,0.024,5.23049101864973e-108,"TMEM131L","Higher_in_BRCA1_tumour",0.076
8.28444898160173e-136,0.987444423152793,0.135,0.036,2.05992823927527e-131,"TAMM41","Higher_in_BRCA1_tumour",0.099
0,0.987148759755109,0.473,0.155,0,"RNF168","Higher_in_BRCA1_tumour",0.318
2.19822672384488e-153,0.98646621663707,0.144,0.036,5.4658907488403e-149,"FASTKD2","Higher_in_BRCA1_tumour",0.108
3.10529856077929e-154,0.986323062069781,0.16,0.044,7.72132487137771e-150,"CCDC97","Higher_in_BRCA1_tumour",0.116
0,0.985554000280532,0.73,0.318,0,"GPAA1","Higher_in_BRCA1_tumour",0.412
9.001172238996e-313,0.985496121161591,0.353,0.105,2.23814147722635e-308,"BECN1","Higher_in_BRCA1_tumour",0.248
7.84922959487434e-183,0.985185185262099,0.179,0.047,1.9517109387655e-178,"LNPEP","Higher_in_BRCA1_tumour",0.132
1.53937012796082e-141,0.985146723863907,0.146,0.04,3.82764382317458e-137,"PRR7","Higher_in_BRCA1_tumour",0.106
9.96582580087112e-211,0.985084143676981,0.233,0.067,2.4780025853866e-206,"LTV1","Higher_in_BRCA1_tumour",0.166
0,0.984778603412786,0.416,0.122,0,"REST","Higher_in_BRCA1_tumour",0.294
1.85495225506068e-144,0.984716945554308,0.126,0.03,4.61233878220838e-140,"MDM1","Higher_in_BRCA1_tumour",0.096
2.91213784045159e-125,0.983437976166189,0.131,0.036,7.24103074028287e-121,"ATP6V0A1","Higher_in_BRCA1_tumour",0.095
4.55745663780647e-167,0.983131665483095,0.178,0.05,1.13321159299058e-162,"ASB16-AS1","Higher_in_BRCA1_tumour",0.128
0,0.981991527275994,0.814,0.42,0,"CBR1","Higher_in_BRCA1_tumour",0.394
6.15724716664168e-256,0.981454665930143,0.322,0.104,1.53099950798545e-251,"DDX6","Higher_in_BRCA1_tumour",0.218
5.33514010069262e-208,0.980884266564848,0.228,0.065,1.32658258603722e-203,"RCHY1","Higher_in_BRCA1_tumour",0.163
0,0.980165042442512,0.668,0.295,0,"HES4","Higher_in_BRCA1_tumour",0.373
0,0.979966957978329,0.759,0.345,0,"PTS","Higher_in_BRCA1_tumour",0.414
4.11639838878261e-106,0.97924554502489,0.111,0.031,1.0235424593708e-101,"SMARCAD1","Higher_in_BRCA1_tumour",0.08
5.13828271674896e-322,0.977636930906379,0.377,0.115,1.27763399751963e-317,"PDCD2L","Higher_in_BRCA1_tumour",0.262
6.73705046694907e-202,0.977312106652821,0.214,0.06,1.67516759860689e-197,"GAPVD1","Higher_in_BRCA1_tumour",0.154
1.53366769145793e-257,0.977196502594545,0.282,0.081,3.81346471481015e-253,"TMEM251","Higher_in_BRCA1_tumour",0.201
1.99587884648846e-283,0.976658945328055,0.309,0.088,4.96275275179354e-279,"SNX9","Higher_in_BRCA1_tumour",0.221
4.5387052955225e-126,0.976317985173102,0.13,0.036,1.12854907173167e-121,"METTL6","Higher_in_BRCA1_tumour",0.094
3.8638520336779e-166,0.976279182962541,0.155,0.039,9.6074680817401e-162,"LTBP1","Higher_in_BRCA1_tumour",0.116
1.39291687334086e-232,0.975756655475766,0.24,0.066,3.46348780556205e-228,"AHCTF1","Higher_in_BRCA1_tumour",0.174
7.47624980484677e-224,0.975530873037897,0.228,0.062,1.85896951397515e-219,"SETD4","Higher_in_BRCA1_tumour",0.166
0,0.975498468500414,0.706,0.291,0,"UBXN1","Higher_in_BRCA1_tumour",0.415
0,0.973728424329124,0.991,0.944,0,"PRDX1","Higher_in_BRCA1_tumour",0.047
9.60168434660691e-155,0.97252118960487,0.153,0.04,2.38745881278381e-150,"THG1L","Higher_in_BRCA1_tumour",0.113
0,0.971394537735509,0.473,0.155,0,"ECHDC1","Higher_in_BRCA1_tumour",0.318
4.13692006202322e-123,0.968439362108132,0.13,0.036,1.02864517342207e-118,"SCRN3","Higher_in_BRCA1_tumour",0.094
0,0.96752062511005,0.81,0.407,0,"GMPS","Higher_in_BRCA1_tumour",0.403
2.74880743725352e-98,0.967041023762886,0.102,0.028,6.83490969273087e-94,"ZNF574","Higher_in_BRCA1_tumour",0.074
0,0.966242567066625,0.479,0.167,0,"HSPH1","Higher_in_BRCA1_tumour",0.312
2.87806849139361e-104,0.96575778958892,0.113,0.032,7.1563173038502e-100,"STIM2","Higher_in_BRCA1_tumour",0.081
0,0.965612156304891,0.535,0.187,0,"MOB4","Higher_in_BRCA1_tumour",0.348
0,0.963857777592404,0.879,0.618,0,"FABP5","Higher_in_BRCA1_tumour",0.261
2.27343611484318e-193,0.963214937848141,0.19,0.05,5.65289889955757e-189,"WARS2","Higher_in_BRCA1_tumour",0.14
2.24675901732402e-122,0.963102126777286,0.107,0.026,5.58656629657616e-118,"CAPN12","Higher_in_BRCA1_tumour",0.081
9.59638181738588e-156,0.962120018873479,0.168,0.048,2.386140338893e-151,"SETD2","Higher_in_BRCA1_tumour",0.12
0,0.9616631090464,0.522,0.181,0,"MRPS25","Higher_in_BRCA1_tumour",0.341
0,0.960968533311397,0.941,0.665,0,"CCNI","Higher_in_BRCA1_tumour",0.276
0,0.960626132317352,0.845,0.467,0,"TMEM167A","Higher_in_BRCA1_tumour",0.378
2.3211980851245e-158,0.95938080606952,0.16,0.043,5.77165903866206e-154,"NFRKB","Higher_in_BRCA1_tumour",0.117
