"status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value","gene_id"
"OK",0.050938975806167,1.63581672008253,-8.31600831600807e-05,"LINC01546",0.0749092390045744,"LINC01546"
"OK",0.0509389758061732,1.63581672008247,-8.31600831600831e-05,"AC114956.2",0.0749092390045744,"AC114956.2"
"OK",0.0509389758061732,1.63581672008247,-8.31600831600831e-05,"AC004066.2",0.0749092390045744,"AC004066.2"
"OK",0.0509389758060692,1.63581672008346,-8.31600831600896e-05,"ZNF479",0.0749092390045744,"ZNF479"
"OK",0.0509389758060803,1.63581672008336,-8.31600831600938e-05,"AC104260.1",0.0749092390045744,"AC104260.1"
"OK",0.050938975806211,1.63581672008211,-8.31600831600975e-05,"TREX2",0.0749092390045744,"TREX2"
"OK",0.050938975806211,1.63581672008211,-8.31600831600975e-05,"AC007192.2",0.0749092390045744,"AC007192.2"
"OK",0.0509389758059867,1.63581672008425,-8.31600831601043e-05,"AC093797.1",0.0749092390045744,"AC093797.1"
"OK",0.0509389758058732,1.63581672008534,-8.31600831601072e-05,"LINC02341",0.0749092390045744,"LINC02341"
"OK",0.0509389758058732,1.63581672008534,-8.31600831601072e-05,"SPATA31A1",0.0749092390045744,"SPATA31A1"
"OK",0.0509389758058732,1.63581672008534,-8.31600831601072e-05,"AP003071.1",0.0749092390045744,"AP003071.1"
"OK",0.492593198481235,0.0185671648625522,-8.37790948516383e-05,"AC112220.4",0.616062215358498,"AC112220.4"
"OK",0.49215063613712,0.0196767070371186,-8.38997653445601e-05,"AC013403.2",0.615617386332604,"AC013403.2"
"OK",0.0530470417663392,1.61600106223716,-8.39515877109741e-05,"CCM2L",0.0778820961050745,"CCM2L"
"OK",0.492152057671544,0.0196731430889971,-8.40625473265082e-05,"TLX2",0.615617386332604,"TLX2"
"OK",0.0535864155804507,1.61103161826183,-8.4150084150087e-05,"AC119396.1",0.078604564261033,"AC119396.1"
"OK",0.0535864155804507,1.61103161826183,-8.4150084150087e-05,"NUTM2B",0.078604564261033,"NUTM2B"
"OK",0.0535864155804507,1.61103161826183,-8.4150084150087e-05,"AC004771.5",0.078604564261033,"AC004771.5"
"OK",0.053586415580331,1.61103161826293,-8.41500841500886e-05,"AL390036.1",0.078604564261033,"AL390036.1"
"OK",0.053586415580331,1.61103161826293,-8.41500841500886e-05,"AC098613.1",0.078604564261033,"AC098613.1"
"OK",0.053586415580331,1.61103161826293,-8.41500841500886e-05,"LILRA1",0.078604564261033,"LILRA1"
"OK",0.0535864155803741,1.61103161826253,-8.41500841501044e-05,"OR2I1P",0.078604564261033,"OR2I1P"
"OK",0.0543837326645379,1.60375772968458,-8.44406279188841e-05,"LINC00930",0.079736241460117,"LINC00930"
"OK",0.492413405834441,0.0190179177852266,-8.4939235236324e-05,"TOX2",0.615903120179059,"TOX2"
"OK",0.0581711281119232,1.57031323670328,-8.5776514347958e-05,"AC002401.4",0.0849491876266158,"AC002401.4"
"OK",0.0581711281119232,1.57031323670328,-8.5776514347958e-05,"PRND",0.0849491876266158,"PRND"
"OK",0.492780909000474,0.0180965652956785,-8.63601179315232e-05,"CCDC152",0.616225649181196,"CCDC152"
"OK",0.0606825833984181,1.54906886371319,-8.66250866250937e-05,"AC091808.1",0.0884255311692391,"AC091808.1"
"OK",0.492757239892601,0.018155904698206,-8.69575098082242e-05,"AL590666.3",0.616225649181196,"AL590666.3"
"OK",0.0635432931105863,1.5256920063113,-8.75588375588334e-05,"MARCH4",0.0924880827183789,"MARCH4"
"OK",0.0680271201633397,1.49064683799703,-8.89586603872397e-05,"AL139286.2",0.0986422912655016,"AL139286.2"
"OK",0.0680271201633397,1.49064683799703,-8.89586603872397e-05,"FEV",0.0986422912655016,"FEV"
"OK",0.0684933941406579,1.48710610916417,-8.91000891000735e-05,"ADH1C",0.0992850984290057,"ADH1C"
"OK",0.0684933941401625,1.48710610916792,-8.91000891000917e-05,"AC012173.1",0.0992850984290057,"AC012173.1"
"OK",0.0684933941404598,1.48710610916567,-8.91000891000976e-05,"AC104984.6",0.0992850984290057,"AC104984.6"
"OK",0.0745091171363841,1.44300794099274,-9.08615194329433e-05,"AC016252.1",0.107464594628396,"AC016252.1"
"OK",0.0745091171363841,1.44300794099274,-9.08615194329433e-05,"CEBPE",0.107464594628396,"CEBPE"
"OK",0.0745091171363841,1.44300794099274,-9.08615194329433e-05,"AC084855.1",0.107464594628396,"AC084855.1"
"OK",0.493295019417118,0.016807685233408,-9.0947841043481e-05,"MLXIPL",0.616832853234806,"MLXIPL"
"OK",0.0785300720699365,1.41502848598958,-9.19791137182374e-05,"SAMD7",0.112939894678109,"SAMD7"
"OK",0.0785300720698417,1.41502848599023,-9.19791137182515e-05,"AC002480.2",0.112939894678109,"AC002480.2"
"OK",0.078530072070026,1.41502848598897,-9.19791137182618e-05,"PPBP",0.112939894678109,"PPBP"
"OK",0.0799912321521336,1.40513053948327,-9.23744712564722e-05,"LINC01230",0.114918928786571,"LINC01230"
"OK",0.090383772809918,1.3383954982479,-9.50400950400752e-05,"AC091133.1",0.128932162547864,"AC091133.1"
"OK",0.090383772809918,1.3383954982479,-9.50400950400752e-05,"AC011306.1",0.128932162547864,"AC011306.1"
"OK",0.0903837728097663,1.33839549824883,-9.50400950400758e-05,"IGLV2-23",0.128932162547864,"IGLV2-23"
"OK",0.0903837728099251,1.33839549824785,-9.50400950400769e-05,"KRTAP21-2",0.128932162547864,"KRTAP21-2"
"OK",0.0903837728094954,1.33839549825049,-9.5040095040085e-05,"PGM5-AS1",0.128932162547864,"PGM5-AS1"
"OK",0.0903837728099639,1.33839549824762,-9.50400950400864e-05,"MLC1",0.128932162547864,"MLC1"
"OK",0.0903837728099639,1.33839549824762,-9.50400950400864e-05,"GAPDHS",0.128932162547864,"GAPDHS"
"OK",0.0903837728106243,1.33839549824356,-9.50400950400971e-05,"IGKV1D-13",0.128932162547864,"IGKV1D-13"
"OK",0.0903837728095599,1.3383954982501,-9.50400950401008e-05,"AC005775.1",0.128932162547864,"AC005775.1"
"OK",0.090383772809716,1.33839549824914,-9.50400950401013e-05,"AC092447.5",0.128932162547864,"AC092447.5"
"OK",0.090383772809716,1.33839549824914,-9.50400950401013e-05,"AC074387.1",0.128932162547864,"AC074387.1"
"OK",0.090383772809732,1.33839549824904,-9.50400950401052e-05,"AC023794.2",0.128932162547864,"AC023794.2"
"OK",0.090383772809732,1.33839549824904,-9.50400950401052e-05,"AC104423.1",0.128932162547864,"AC104423.1"
"OK",0.0903837728097419,1.33839549824898,-9.50400950401076e-05,"AL590369.1",0.128932162547864,"AL590369.1"
"OK",0.0903837728095944,1.33839549824988,-9.50400950401093e-05,"AP000695.2",0.128932162547864,"AP000695.2"
"OK",0.0903837728095944,1.33839549824988,-9.50400950401093e-05,"AC073072.1",0.128932162547864,"AC073072.1"
"OK",0.0903837728095944,1.33839549824988,-9.50400950401093e-05,"IGFBP1",0.128932162547864,"IGFBP1"
"OK",0.0903837728094728,1.33839549825063,-9.50400950401172e-05,"AL138731.1",0.128932162547864,"AL138731.1"
"OK",0.0903837728094728,1.33839549825063,-9.50400950401172e-05,"TBC1D3C",0.128932162547864,"TBC1D3C"
"OK",0.0903837728095195,1.33839549825034,-9.50400950401287e-05,"IGHV1-24",0.128932162547864,"IGHV1-24"
"OK",0.0903837728095195,1.33839549825034,-9.50400950401287e-05,"NUGGC",0.128932162547864,"NUGGC"
"OK",0.0903837728095195,1.33839549825034,-9.50400950401287e-05,"POU3F2",0.128932162547864,"POU3F2"
"OK",0.0903837728095195,1.33839549825034,-9.50400950401287e-05,"AC007608.1",0.128932162547864,"AC007608.1"
"OK",0.0995812916136444,1.28394104811999,-9.7215190382883e-05,"AC011453.1",0.141352582223519,"AC011453.1"
"OK",0.103107800542676,1.26404019278953,-9.80100980100854e-05,"IGHE",0.145984378544665,"IGHE"
"OK",0.10310780054243,1.2640401927909,-9.80100980101021e-05,"C12orf74",0.145984378544665,"C12orf74"
"OK",0.105681702767448,1.24982520792416,-9.85778926955323e-05,"CACNA2D3",0.149501282849211,"CACNA2D3"
"OK",0.494330016137334,0.0142130203809464,-0.000100013461748474,"PRR7-AS1",0.618091283268401,"PRR7-AS1"
"OK",0.117085133732857,1.18968488733221,-0.000100980100980087,"AC098864.1",0.164160756502424,"AC098864.1"
"OK",0.117085133732869,1.18968488733215,-0.000100980100980089,"CYP26C1",0.164160756502424,"CYP26C1"
"OK",0.117085133732878,1.1896848873321,-0.000100980100980091,"AC010149.1",0.164160756502424,"AC010149.1"
"OK",0.117085133733041,1.18968488733128,-0.000100980100980091,"GIMAP8",0.164160756502424,"GIMAP8"
"OK",0.117085133733041,1.18968488733128,-0.000100980100980091,"AC245140.3",0.164160756502424,"AC245140.3"
"OK",0.117085133733041,1.18968488733128,-0.000100980100980091,"AC135178.3",0.164160756502424,"AC135178.3"
"OK",0.117085133733041,1.18968488733128,-0.000100980100980091,"RGS8",0.164160756502424,"RGS8"
"OK",0.117085133732715,1.18968488733294,-0.000100980100980092,"AC015921.1",0.164160756502424,"AC015921.1"
"OK",0.117085133732732,1.18968488733285,-0.000100980100980095,"AL662791.2",0.164160756502424,"AL662791.2"
"OK",0.117085133732737,1.18968488733282,-0.000100980100980096,"EBF2",0.164160756502424,"EBF2"
"OK",0.117085133733064,1.18968488733116,-0.000100980100980096,"AL355490.2",0.164160756502424,"AL355490.2"
"OK",0.11708513373308,1.18968488733108,-0.000100980100980099,"CCDC198",0.164160756502424,"CCDC198"
"OK",0.117085133732779,1.18968488733261,-0.000100980100980105,"AC005606.1",0.164160756502424,"AC005606.1"
"OK",0.11708513373263,1.18968488733336,-0.000100980100980108,"LINC01268",0.164160756502424,"LINC01268"
"OK",0.11708513373263,1.18968488733336,-0.000100980100980108,"B3GAT1",0.164160756502424,"B3GAT1"
"OK",0.117085133732799,1.18968488733251,-0.000100980100980109,"AL159169.3",0.164160756502424,"AL159169.3"
"OK",0.117085133732799,1.18968488733251,-0.000100980100980109,"SLC38A8",0.164160756502424,"SLC38A8"
"OK",0.117085133732806,1.18968488733247,-0.00010098010098011,"DCLK3",0.164160756502424,"DCLK3"
"OK",0.117085133732806,1.18968488733247,-0.00010098010098011,"Z99774.1",0.164160756502424,"Z99774.1"
"OK",0.117085133732806,1.18968488733247,-0.00010098010098011,"C1QTNF7",0.164160756502424,"C1QTNF7"
"OK",0.117085133732806,1.18968488733247,-0.00010098010098011,"AC022568.1",0.164160756502424,"AC022568.1"
"OK",0.117085133732652,1.18968488733325,-0.000100980100980113,"LINC01160",0.164160756502424,"LINC01160"
"OK",0.117085133732825,1.18968488733237,-0.000100980100980114,"AL928654.2",0.164160756502424,"AL928654.2"
"OK",0.11708513373284,1.1896848873323,-0.000100980100980117,"HAL",0.164160756502424,"HAL"
"OK",0.117085133732681,1.1896848873331,-0.000100980100980119,"AC023794.3",0.164160756502424,"AC023794.3"
"OK",0.117085133732681,1.1896848873331,-0.000100980100980119,"AL358937.1",0.164160756502424,"AL358937.1"
"OK",0.117085133732522,1.18968488733392,-0.00010098010098012,"AL354813.1",0.164160756502424,"AL354813.1"
"OK",0.117085133732704,1.18968488733299,-0.000100980100980123,"LINC00840",0.164160756502424,"LINC00840"
"OK",0.117085133732704,1.18968488733299,-0.000100980100980123,"NME1-NME2",0.164160756502424,"NME1-NME2"
"OK",0.117085133732704,1.18968488733299,-0.000100980100980123,"AC105935.2",0.164160756502424,"AC105935.2"
"OK",0.117085133732704,1.18968488733299,-0.000100980100980123,"FSTL5",0.164160756502424,"FSTL5"
"OK",0.117085133732704,1.18968488733299,-0.000100980100980123,"AC027682.2",0.164160756502424,"AC027682.2"
"OK",0.122029780169868,1.16489978551213,-0.000101970101970115,"SOX1-OT",0.170705822725975,"SOX1-OT"
"OK",0.123041380933674,1.15991660389365,-0.000102169147137345,"STRC",0.172054111684787,"STRC"
"OK",0.123398414682127,1.15816470349719,-0.000102239123978252,"AC040918.1",0.17251597072713,"AC040918.1"
